GEOID,Median_Housing_Price_2020
1400000US06037128102,582300
1400000US06037128210,495700
1400000US06037128220,662900
1400000US06037128302,484200
1400000US06037128303,395500
1400000US06037128400,756300
1400000US06037128500,681800
1400000US06037128601,634100
1400000US06037128602,887500
1400000US06037128703,562500
1400000US06037128704,846900
1400000US06037128801,633900
1400000US06037128802,809500
1400000US06037128910,926300
1400000US06037131021,560600
1400000US06037131022,545300
1400000US06037131023,515000
1400000US06037131024,559200
1400000US06037131100,602600
1400000US06037131200,595600
1400000US06037131300,546100
1400000US06037131400,485000
1400000US06037131600,557400
1400000US06037131701,522400
1400000US06037131702,571900
1400000US06037131801,515900
1400000US06037131802,579500
1400000US06037131900,574000
1400000US06037132001,580900
1400000US06037132002,617100
1400000US06037132101,610200
1400000US06037132102,516900
1400000US06037132301,364000
1400000US06037132302,573800
1400000US06037132501,568000
1400000US06037132502,413900
1400000US06037132700,593100
1400000US06037132900,652200
1400000US06037133000,471800
1400000US06037133101,609600
1400000US06037133102,662700
1400000US06037134001,467800
1400000US06037134002,557300
1400000US06037134101,606100
1400000US06037134103,577300
1400000US06037134104,583700
1400000US06037134201,597000
1400000US06037134302,590900
1400000US06037134303,546000
1400000US06037134304,600800
1400000US06037134305,NA
1400000US06037134306,454700
1400000US06037134421,845400
1400000US06037134422,697500
1400000US06037134423,699900
1400000US06037134424,950300
1400000US06037134520,396100
1400000US06037134521,434100
1400000US06037134522,434400
1400000US06037134710,530000
1400000US06037134720,525900
1400000US06037134801,553200
1400000US06037134802,512800
1400000US06037134901,625200
1400000US06037134904,566900
1400000US06037134905,525400
1400000US06037134906,NA
1400000US06037134907,NA
1400000US06037135102,651500
1400000US06037135111,610600
1400000US06037135113,337400
1400000US06037135115,560400
1400000US06037135116,590700
1400000US06037135201,682800
1400000US06037135202,637200
1400000US06037135204,642200
1400000US06037135205,838400
1400000US06037137000,863600
1400000US06037137103,456800
1400000US06037137104,724100
1400000US06037137202,823100
1400000US06037137203,731700
1400000US06037137301,972900
1400000US06037137302,884200
1400000US06037137401,818500
1400000US06037137402,889000
1400000US06037137501,1120300
1400000US06037137502,821200
1400000US06037137504,1369600
1400000US06037138000,880100
1400000US06037139001,707600
1400000US06037139200,581000
1400000US06037139301,894100
1400000US06037139302,301500
1400000US06037139303,381900
1400000US06037139401,678600
1400000US06037139402,1433600
1400000US06037139502,914600
1400000US06037139504,546500
1400000US06037139505,416300
1400000US06037139506,388000
1400000US06037139600,1186400
1400000US06037139701,1269700
1400000US06037139703,1700500
1400000US06037139704,1304700
1400000US06037139705,1628700
1400000US06037139801,1247300
1400000US06037139802,1219600
1400000US06037141101,715700
1400000US06037141102,1038900
1400000US06037141201,844000
1400000US06037141202,928700
1400000US06037141303,556300
1400000US06037141304,1098000
1400000US06037141305,923200
1400000US06037141306,1129900
1400000US06037141400,1177900
1400000US06037141500,2000001
1400000US06037141600,1360000
1400000US06037141700,1559300
1400000US06037143101,736800
1400000US06037143102,745700
1400000US06037143200,793800
1400000US06037143301,736300
1400000US06037143302,1084500
1400000US06037143401,851800
1400000US06037143402,947600
1400000US06037143500,1202500
1400000US06037143602,709900
1400000US06037143603,804200
1400000US06037143605,833300
1400000US06037143606,NA
1400000US06037143700,1322900
1400000US06037143801,1247800
1400000US06037143802,1823500
1400000US06037143901,1648200
1400000US06037143902,1172700
1400000US06037181000,899800
1400000US06037181300,885100
1400000US06037181400,744900
1400000US06037181500,782200
1400000US06037181600,855000
1400000US06037183101,685500
1400000US06037183103,645800
1400000US06037183104,721300
1400000US06037183220,659600
1400000US06037183221,797200
1400000US06037183222,799700
1400000US06037183300,635200
1400000US06037183401,714400
1400000US06037183402,773900
1400000US06037183510,758200
1400000US06037183520,714800
1400000US06037183610,667700
1400000US06037183620,760000
1400000US06037183701,467000
1400000US06037183702,865000
1400000US06037183810,618400
1400000US06037183820,595900
1400000US06037185101,727900
1400000US06037185102,970000
1400000US06037185202,871900
1400000US06037185203,693300
1400000US06037185204,879400
1400000US06037185310,610500
1400000US06037185320,539900
1400000US06037186100,792100
1400000US06037186201,841300
1400000US06037186202,684800
1400000US06037186203,796800
1400000US06037186301,687500
1400000US06037186302,827100
1400000US06037186401,495800
1400000US06037186403,670500
1400000US06037186404,642700
1400000US06037187101,852800
1400000US06037187102,779900
1400000US06037187200,640000
1400000US06037187300,1048400
1400000US06037188100,783900
1400000US06037188201,1092300
1400000US06037188202,1733300
1400000US06037188300,878600
1400000US06037189101,905500
1400000US06037189102,1579200
1400000US06037189201,736800
1400000US06037189202,1846300
1400000US06037189300,1796900
1400000US06037189400,1520700
1400000US06037189501,690300
1400000US06037189502,1329700
1400000US06037189600,1165300
1400000US06037189702,1204700
1400000US06037189703,1703500
1400000US06037189704,1296600
1400000US06037189801,883300
1400000US06037189802,1132800
1400000US06037189903,582400
1400000US06037189904,NA
1400000US06037189905,677400
1400000US06037189906,651300
1400000US06037189907,1096600
1400000US06037190101,NA
1400000US06037190102,632100
1400000US06037190201,NA
1400000US06037190202,NA
1400000US06037190302,838200
1400000US06037190303,1068200
1400000US06037190401,473300
1400000US06037190402,NA
1400000US06037190510,NA
1400000US06037190520,499200
1400000US06037190701,1125000
1400000US06037190702,718100
1400000US06037190801,845000
1400000US06037190802,719600
1400000US06037190901,862100
1400000US06037190902,1103400
1400000US06037191000,689300
1400000US06037191110,663800
1400000US06037191120,1088000
1400000US06037191201,782100
1400000US06037191203,1078100
1400000US06037191204,798100
1400000US06037191301,688500
1400000US06037191302,625000
1400000US06037191410,566000
1400000US06037191420,825000
1400000US06037191500,822900
1400000US06037191610,1170000
1400000US06037191620,856600
1400000US06037191710,583300
1400000US06037191720,819000
1400000US06037191810,667600
1400000US06037191820,632700
1400000US06037191901,758300
1400000US06037191902,1421100
1400000US06037192001,1564500
1400000US06037192002,1257800
1400000US06037192300,1092100
1400000US06037192410,1181800
1400000US06037192420,822600
1400000US06037192510,682300
1400000US06037192520,673100
1400000US06037192610,1039500
1400000US06037192620,738600
1400000US06037192700,727800
1400000US06037194101,1679100
1400000US06037194102,1719900
1400000US06037194200,1892400
1400000US06037194300,2000001
1400000US06037194401,1574600
1400000US06037194402,1018000
1400000US06037194500,1878300
1400000US06037195100,1302600
1400000US06037195201,1282100
1400000US06037195202,1248900
1400000US06037195300,782500
1400000US06037195400,1179400
1400000US06037195500,896900
1400000US06037195600,861000
1400000US06037195710,753800
1400000US06037195720,650300
1400000US06037195802,854400
1400000US06037195803,993800
1400000US06037195804,837700
1400000US06037195901,1187500
1400000US06037195902,1019200
1400000US06037195903,695700
1400000US06037197200,615500
1400000US06037197300,1003500
1400000US06037197410,980500
1400000US06037197420,875600
1400000US06037197500,918700
1400000US06037197600,760900
1400000US06037197700,565200
1400000US06037199001,451700
1400000US06037199002,431300
1400000US06037199110,544200
1400000US06037199120,544200
1400000US06037199201,484000
1400000US06037199202,609100
1400000US06037199300,679800
1400000US06037199400,539700
1400000US06037199700,599600
1400000US06037199801,474300
1400000US06037199802,587800
1400000US06037199900,492700
1400000US06037201110,621500
1400000US06037201120,611100
1400000US06037201200,596800
1400000US06037201301,615100
1400000US06037201302,494200
1400000US06037201401,502500
1400000US06037201402,552800
1400000US06037201501,568800
1400000US06037201503,487900
1400000US06037201504,557500
1400000US06037201601,492700
1400000US06037201602,540900
1400000US06037201700,516300
1400000US06037203100,572600
1400000US06037203200,456400
1400000US06037203300,532600
1400000US06037203500,506400
1400000US06037203601,297400
1400000US06037203602,579700
1400000US06037203710,527300
1400000US06037203720,579100
1400000US06037203800,405600
1400000US06037203900,493300
1400000US06037204110,446800
1400000US06037204120,448600
1400000US06037204200,428900
1400000US06037204300,476900
1400000US06037204410,463400
1400000US06037204420,440000
1400000US06037204600,381300
1400000US06037204700,466900
1400000US06037204810,468100
1400000US06037204820,424200
1400000US06037204910,549700
1400000US06037204920,463500
1400000US06037205110,NA
1400000US06037205120,440000
1400000US06037206010,661800
1400000US06037206020,NA
1400000US06037206050,4e+05
1400000US06037206051,828900
1400000US06037206052,584900
1400000US06037206053,591000
1400000US06037206054,564100
1400000US06037206201,456300
1400000US06037206202,425000
1400000US06037206301,NA
1400000US06037206302,NA
1400000US06037206303,NA
1400000US06037207101,438900
1400000US06037207102,489500
1400000US06037207103,587000
1400000US06037207303,NA
1400000US06037207304,NA
1400000US06037207305,NA
1400000US06037207306,641800
1400000US06037207307,NA
1400000US06037207308,NA
1400000US06037207400,NA
1400000US06037207501,662000
1400000US06037207502,NA
1400000US06037207711,900900
1400000US06037207712,758600
1400000US06037207901,589800
1400000US06037207902,862500
1400000US06037208001,NA
1400000US06037208002,687500
1400000US06037208301,NA
1400000US06037208302,776000
1400000US06037208401,710200
1400000US06037208402,697600
1400000US06037208501,831300
1400000US06037208502,NA
1400000US06037208610,781800
1400000US06037208620,664600
1400000US06037208710,402900
1400000US06037208720,NA
1400000US06037208801,NA
1400000US06037208802,NA
1400000US06037208902,NA
1400000US06037208903,NA
1400000US06037208904,NA
1400000US06037209103,NA
1400000US06037209104,NA
1400000US06037209105,NA
1400000US06037209106,NA
1400000US06037209201,626800
1400000US06037209202,NA
1400000US06037209300,NA
1400000US06037209401,NA
1400000US06037209402,NA
1400000US06037209403,NA
1400000US06037209510,NA
1400000US06037209520,NA
1400000US06037209810,NA
1400000US06037209820,695100
1400000US06037210010,367600
1400000US06037211000,1933500
1400000US06037211121,775000
1400000US06037211122,NA
1400000US06037211123,NA
1400000US06037211124,460000
1400000US06037211201,706300
1400000US06037211202,NA
1400000US06037211310,NA
1400000US06037211320,NA
1400000US06037211410,1614300
1400000US06037211420,829500
1400000US06037211500,1652800
1400000US06037211701,718400
1400000US06037211703,NA
1400000US06037211704,443000
1400000US06037211802,NA
1400000US06037211803,402200
1400000US06037211804,857600
1400000US06037211910,386800
1400000US06037211921,NA
1400000US06037211922,NA
1400000US06037212101,553000
1400000US06037212102,NA
1400000US06037212202,1062500
1400000US06037212203,NA
1400000US06037212204,NA
1400000US06037212303,NA
1400000US06037212304,NA
1400000US06037212305,NA
1400000US06037212306,466700
1400000US06037212410,NA
1400000US06037212420,441700
1400000US06037212501,1056300
1400000US06037212502,593800
1400000US06037212610,885400
1400000US06037212620,875000
1400000US06037212701,1064900
1400000US06037212702,1067000
1400000US06037212800,1108200
1400000US06037212900,937500
1400000US06037213100,933800
1400000US06037213201,653100
1400000US06037213202,612800
1400000US06037213310,657900
1400000US06037213320,639700
1400000US06037213401,NA
1400000US06037213402,867300
1400000US06037214000,1903700
1400000US06037214100,2000001
1400000US06037214400,NA
1400000US06037214501,1900000
1400000US06037214503,NA
1400000US06037214504,NA
1400000US06037214505,NA
1400000US06037214600,1353400
1400000US06037214700,1704000
1400000US06037214800,1532400
1400000US06037214902,864100
1400000US06037214903,692500
1400000US06037214904,9e+05
1400000US06037215101,745400
1400000US06037215102,NA
1400000US06037216100,972100
1400000US06037216201,1518800
1400000US06037216202,1157000
1400000US06037216301,1680600
1400000US06037216302,932600
1400000US06037216401,821400
1400000US06037216402,696000
1400000US06037216700,1063800
1400000US06037216800,1406300
1400000US06037216901,1075000
1400000US06037216902,1347500
1400000US06037217001,1364800
1400000US06037217002,1145000
1400000US06037217101,1020200
1400000US06037217102,1186000
1400000US06037217200,1042500
1400000US06037218110,886500
1400000US06037218120,669600
1400000US06037218210,770500
1400000US06037218220,1209200
1400000US06037218300,889800
1400000US06037218400,681200
1400000US06037218500,739700
1400000US06037218600,640900
1400000US06037218701,727000
1400000US06037218702,720100
1400000US06037218800,832300
1400000US06037218900,827500
1400000US06037219010,636200
1400000US06037219020,569300
1400000US06037219300,600400
1400000US06037219500,679700
1400000US06037219700,615200
1400000US06037219800,568700
1400000US06037219901,485700
1400000US06037219902,582600
1400000US06037220000,569900
1400000US06037220100,784700
1400000US06037221110,750000
1400000US06037221120,627600
1400000US06037221210,758200
1400000US06037221220,547900
1400000US06037221302,554500
1400000US06037221303,745000
1400000US06037221304,649600
1400000US06037221401,596900
1400000US06037221402,1035700
1400000US06037221500,841800
1400000US06037221601,653400
1400000US06037221602,628800
1400000US06037221710,556000
1400000US06037221810,622500
1400000US06037221820,839600
1400000US06037221900,912500
1400000US06037222001,652200
1400000US06037222002,556900
1400000US06037222100,606400
1400000US06037222200,843200
1400000US06037222500,536300
1400000US06037222600,492000
1400000US06037222700,NA
1400000US06037224010,NA
1400000US06037224020,666700
1400000US06037224200,765000
1400000US06037224310,763400
1400000US06037224320,629800
1400000US06037224410,697900
1400000US06037224420,812500
1400000US06037224600,472400
1400000US06037224701,NA
1400000US06037224702,NA
1400000US06037226001,375000
1400000US06037226002,511800
1400000US06037226410,496000
1400000US06037226420,373500
1400000US06037226701,439800
1400000US06037226702,456200
1400000US06037227010,402900
1400000US06037227020,431300
1400000US06037228100,403400
1400000US06037228210,395200
1400000US06037228220,430500
1400000US06037228310,377600
1400000US06037228320,403400
1400000US06037228410,419500
1400000US06037228420,463900
1400000US06037228500,411200
1400000US06037228600,543800
1400000US06037228710,386400
1400000US06037228720,408700
1400000US06037228800,406300
1400000US06037228900,371600
1400000US06037229100,450500
1400000US06037229200,351500
1400000US06037229300,500800
1400000US06037229410,402000
1400000US06037229420,387400
1400000US06037231100,422900
1400000US06037231210,411300
1400000US06037231220,537700
1400000US06037231301,470900
1400000US06037231302,563500
1400000US06037231400,534500
1400000US06037231500,576600
1400000US06037231601,541100
1400000US06037231602,537900
1400000US06037231603,566900
1400000US06037231710,482500
1400000US06037231720,384100
1400000US06037231800,515400
1400000US06037231901,444100
1400000US06037231902,443200
1400000US06037232110,329500
1400000US06037232120,458100
1400000US06037232200,457200
1400000US06037232300,450600
1400000US06037232401,451800
1400000US06037232402,502200
1400000US06037232500,466400
1400000US06037232601,431300
1400000US06037232602,452400
1400000US06037232701,505800
1400000US06037232702,440700
1400000US06037232800,473500
1400000US06037234001,772500
1400000US06037234002,620200
1400000US06037234200,699100
1400000US06037234301,823100
1400000US06037234302,622000
1400000US06037234501,497700
1400000US06037234502,611500
1400000US06037234600,569800
1400000US06037234700,456400
1400000US06037234800,431300
1400000US06037234901,465200
1400000US06037234902,612300
1400000US06037235100,692400
1400000US06037235201,461100
1400000US06037235202,543400
1400000US06037236001,656700
1400000US06037236101,662600
1400000US06037236102,461700
1400000US06037236203,NA
1400000US06037236204,NA
1400000US06037236205,362200
1400000US06037236206,NA
1400000US06037236400,837400
1400000US06037237101,550600
1400000US06037237102,420300
1400000US06037237201,407600
1400000US06037237202,463300
1400000US06037237300,470500
1400000US06037237401,399800
1400000US06037237402,409000
1400000US06037237500,422200
1400000US06037237600,350700
1400000US06037237710,518800
1400000US06037237720,373800
1400000US06037237800,425600
1400000US06037237900,471800
1400000US06037238000,470700
1400000US06037238100,498500
1400000US06037238200,457300
1400000US06037238310,346900
1400000US06037238320,465300
1400000US06037238400,533600
1400000US06037239201,365400
1400000US06037239202,567300
1400000US06037239310,389800
1400000US06037239320,504100
1400000US06037239330,386500
1400000US06037239501,357500
1400000US06037239502,405800
1400000US06037239601,439000
1400000US06037239602,385300
1400000US06037239701,378000
1400000US06037239702,386900
1400000US06037239801,413100
1400000US06037239802,396600
1400000US06037240010,373100
1400000US06037240020,398900
1400000US06037240200,372400
1400000US06037240301,521100
1400000US06037240302,468300
1400000US06037240401,437800
1400000US06037240402,389100
1400000US06037240500,427900
1400000US06037240600,359700
1400000US06037240700,374300
1400000US06037240800,361800
1400000US06037240901,354800
1400000US06037240902,360600
1400000US06037241001,404700
1400000US06037241002,373600
1400000US06037241110,407800
1400000US06037241120,388000
1400000US06037241201,409500
1400000US06037241202,430800
1400000US06037241300,413800
1400000US06037241400,409300
1400000US06037242000,397100
1400000US06037242100,NA
1400000US06037242201,302500
1400000US06037242202,378100
1400000US06037242300,377000
1400000US06037242600,404500
1400000US06037242700,408900
1400000US06037243001,350500
1400000US06037243002,373700
1400000US06037243100,335600
1400000US06037261102,2000001
1400000US06037261103,2000001
1400000US06037261104,2000001
1400000US06037261200,1555300
1400000US06037262100,2000001
1400000US06037262200,2000001
1400000US06037262301,2000001
1400000US06037262302,2000001
1400000US06037262303,2000001
1400000US06037262400,2000001
1400000US06037262501,2000001
1400000US06037262601,2000001
1400000US06037262604,2000001
1400000US06037262704,2000001
1400000US06037262706,2000001
1400000US06037262802,2000001
1400000US06037264000,2000001
1400000US06037264102,785000
1400000US06037264103,801500
1400000US06037264303,691500
1400000US06037264304,719300
1400000US06037264305,2000001
1400000US06037264306,1157600
1400000US06037265100,2000001
1400000US06037265201,1141900
1400000US06037265203,1073000
1400000US06037265204,NA
1400000US06037265301,NA
1400000US06037265303,625000
1400000US06037265304,NA
1400000US06037265306,NA
1400000US06037265307,NA
1400000US06037265410,1803600
1400000US06037265420,2000001
1400000US06037265521,NA
1400000US06037265522,NA
1400000US06037265523,865200
1400000US06037265524,848500
1400000US06037265601,1194100
1400000US06037265602,1158700
1400000US06037265701,2000001
1400000US06037265702,1863500
1400000US06037267101,881700
1400000US06037267102,971700
1400000US06037267201,1136900
1400000US06037267202,1093900
1400000US06037267300,541000
1400000US06037267403,693600
1400000US06037267404,1029300
1400000US06037267405,712000
1400000US06037267406,639200
1400000US06037267502,1122400
1400000US06037267503,881500
1400000US06037267504,675000
1400000US06037267600,944300
1400000US06037267700,930800
1400000US06037267800,1279000
1400000US06037267901,1343800
1400000US06037267902,1097700
1400000US06037269000,1658900
1400000US06037269100,1701400
1400000US06037269300,2000001
1400000US06037269500,2000001
1400000US06037269601,687500
1400000US06037269602,1112000
1400000US06037269700,963000
1400000US06037269800,899400
1400000US06037269903,995400
1400000US06037269905,NA
1400000US06037269906,676300
1400000US06037269907,726900
1400000US06037269908,NA
1400000US06037269909,NA
1400000US06037270101,NA
1400000US06037270102,1073900
1400000US06037270200,987100
1400000US06037270300,1120500
1400000US06037271100,1146900
1400000US06037271200,831000
1400000US06037271300,1085900
1400000US06037271400,1413200
1400000US06037271500,1704500
1400000US06037271600,1359400
1400000US06037271702,1108700
1400000US06037271703,1297800
1400000US06037271704,1256800
1400000US06037271801,1085700
1400000US06037271803,548300
1400000US06037271804,1204200
1400000US06037271901,1371800
1400000US06037271902,1537400
1400000US06037272100,1249600
1400000US06037272201,951100
1400000US06037272202,916200
1400000US06037272301,971200
1400000US06037272302,1210900
1400000US06037273100,1688600
1400000US06037273200,1636600
1400000US06037273300,1908200
1400000US06037273403,2000001
1400000US06037273404,1602800
1400000US06037273502,1833300
1400000US06037273600,2000001
1400000US06037273700,1683200
1400000US06037273800,1542500
1400000US06037273902,2000001
1400000US06037274100,1356100
1400000US06037274202,1597100
1400000US06037275101,953900
1400000US06037275102,1111800
1400000US06037275200,907700
1400000US06037275311,970700
1400000US06037275312,871900
1400000US06037275313,1015600
1400000US06037275400,1010500
1400000US06037275500,741400
1400000US06037275603,893500
1400000US06037275604,1076000
1400000US06037275605,1503600
1400000US06037276000,1040800
1400000US06037276101,591000
1400000US06037276102,892500
1400000US06037276400,1194800
1400000US06037276500,961900
1400000US06037276601,1502000
1400000US06037276605,670100
1400000US06037276606,641900
1400000US06037276607,1051000
1400000US06037276608,526400
1400000US06037277000,1330200
1400000US06037277100,907200
1400000US06037277200,447300
1400000US06037277400,NA
1400000US06037278001,901100
1400000US06037278102,1578100
1400000US06037291110,490500
1400000US06037291120,475800
1400000US06037291130,455900
1400000US06037291210,504800
1400000US06037291220,619000
1400000US06037291300,594900
1400000US06037292001,582100
1400000US06037292002,618000
1400000US06037293203,525400
1400000US06037293204,580100
1400000US06037293205,469400
1400000US06037293206,462100
1400000US06037293301,580500
1400000US06037293302,538400
1400000US06037293304,529500
1400000US06037293306,613900
1400000US06037293307,369500
1400000US06037294110,465200
1400000US06037294120,403000
1400000US06037294200,431300
1400000US06037294301,428400
1400000US06037294302,414800
1400000US06037294410,350800
1400000US06037294421,392900
1400000US06037294510,488300
1400000US06037294520,484500
1400000US06037294610,457200
1400000US06037294620,373400
1400000US06037294701,460200
1400000US06037294810,434400
1400000US06037294820,346700
1400000US06037294830,380600
1400000US06037294900,401500
1400000US06037295103,596600
1400000US06037296210,507100
1400000US06037296220,366100
1400000US06037296300,518800
1400000US06037296401,595300
1400000US06037296402,577400
1400000US06037296500,473000
1400000US06037296600,560600
1400000US06037296901,593800
1400000US06037296902,581800
1400000US06037297001,765100
1400000US06037297002,774900
1400000US06037297110,531300
1400000US06037297120,600800
1400000US06037297201,483200
1400000US06037297202,636100
1400000US06037297300,753800
1400000US06037297400,787600
1400000US06037297501,808700
1400000US06037297502,550100
1400000US06037297601,683400
1400000US06037297602,626000
1400000US06037300100,991700
1400000US06037300200,862000
1400000US06037300301,808700
1400000US06037300400,694400
1400000US06037300501,696200
1400000US06037300503,681700
1400000US06037300601,525600
1400000US06037300602,905100
1400000US06037300701,1107600
1400000US06037300702,1129400
1400000US06037300800,899600
1400000US06037300901,1073100
1400000US06037300902,1043800
1400000US06037301000,931200
1400000US06037301100,908700
1400000US06037301203,561700
1400000US06037301204,564700
1400000US06037301205,870300
1400000US06037301206,777500
1400000US06037301300,1187500
1400000US06037301400,965500
1400000US06037301501,857500
1400000US06037301502,529000
1400000US06037301601,695100
1400000US06037301602,712200
1400000US06037301701,676100
1400000US06037301702,601700
1400000US06037301801,501500
1400000US06037301802,511400
1400000US06037301901,518400
1400000US06037301902,593400
1400000US06037302002,564500
1400000US06037302003,526300
1400000US06037302004,480200
1400000US06037302102,762500
1400000US06037302103,676000
1400000US06037302104,693200
1400000US06037302201,578100
1400000US06037302202,535100
1400000US06037302301,468900
1400000US06037302302,641300
1400000US06037302401,462500
1400000US06037302503,643400
1400000US06037302504,451500
1400000US06037302505,666700
1400000US06037302506,719700
