GEOID,MedianSqFtVal_0100_Land,MedianSqFtVal_0101_Land,MedianSqFtVal_010C_Land,MedianSqFtVal_0200_Land,MedianSqFtVal_0300_Land,MedianSqFtVal_0400_Land,MedianSqFtVal_0500_Land,MedianSqFtVal_010E_Land,MedianSqFtVal_010D_Land
1400000US06037195300,377.4255541,399.8375125,294.9184874,165.474306,121.3679076,98.30396356,78.45584849,,
1400000US06037195400,384.385823,328.0639579,238.7146873,190.5575571,180.8386085,160.3119534,136.2849041,,
1400000US06037195500,305.3192526,236.6375835,256.4307484,201.0639864,149.027972,101.9840389,77.10931256,540.958711,
1400000US06037195600,334.3793127,369.2151163,471.8427835,191.5597588,126.6831995,107.2063507,84.0501385,,
1400000US06037195710,239.0205095,400.104353,127.973997,126.3418792,155.4856186,133.9587738,83.19111926,,
1400000US06037195720,231.6844864,860.9050445,314.5302737,192.0150717,193.1066899,126.3820755,164.0592784,272.132494,
1400000US06037195802,175.9556075,,73.6236715,143.4254703,106.1935114,104.7182302,124.047821,,
1400000US06037195803,356.8242718,500.0988456,275.2313775,150.8926568,215.6095066,71.52341772,127.3300076,,
1400000US06037195804,175.027833,499.1132756,,191.2325447,108.4186512,141.38,106.1328172,,
1400000US06037195901,329.8112981,194.6410891,384.5084744,209.2674078,162.2447662,164.9984095,150.7559179,350.2103896,
1400000US06037195902,337.6562629,196.2797566,102.4014085,198.7476592,75.14245104,54.56968633,137.803281,382.1276689,758.9332386
1400000US06037195903,219.1817412,633.9978348,371.1472268,200.3731809,125.6192041,102.4849321,89.93309184,,
1400000US06037197200,152.230982,439.7497169,,126.3118979,124.6835284,57.20566128,89.58393956,,
1400000US06037197300,313.3876809,339.2860977,38.83015873,140.6922383,109.5002671,128.0659244,122.9683588,,
1400000US06037197410,301.1546739,454.9976507,231.572577,231.060113,138.5426487,144.65311,80.20534305,,
1400000US06037197420,263.6407767,94.98874755,243.9811172,135.9334382,80.83897161,81.14988645,65.97266753,,
1400000US06037197500,209.6050923,303.2773083,26.53652174,161.8143669,132.156202,125.9850852,85.80897436,,
1400000US06037197600,106.6042502,230.7023587,372.0884058,79.65155475,74.91475827,75.83239171,82.65765306,,
1400000US06037197700,237.2666667,,152.4225895,115.1341962,100.0412396,58.11755093,48.31609317,287.9896158,
1400000US06037199001,113.6315385,,28.7085396,107.4169463,117.0740256,109.6419783,56.26914143,,
1400000US06037199002,164.5676501,29.05799151,225.5860465,118.8743063,104.8631801,121.7386147,26.014039,,
1400000US06037199110,189.2625003,,,122.4577044,186.5843848,178.138273,128.8271314,,
1400000US06037199120,146.3534324,,156.6126356,103.4482044,136.4515122,104.6985939,46.71865271,,
1400000US06037199201,142.3196227,,,98.25981322,100.311372,77.42349483,70.99446976,,
1400000US06037199202,209.0473313,362.4503543,,131.22949,97.5746059,160.7857664,64.75392483,,
1400000US06037199300,205.5130123,266.2952974,,137.7390759,126.6628368,65.54550499,53.97419241,,
1400000US06037199400,150.1736664,15.79441613,73.58863933,99.42967033,104.0117994,65.5047619,100.674338,,
1400000US06037199700,139.0299731,,62.62925378,95.31602247,74.40781893,75.38761494,67.67571075,,
1400000US06037199801,174.8963753,77.12330536,,130.2017467,97.45600414,82.00106943,67.24700148,,
1400000US06037199802,141.9592375,,,111.1318217,111.137379,81.5666717,68.60926502,,
1400000US06037199900,160.3485958,,,112.1422222,95.71292562,84.84009009,87.66807699,,
1400000US06037201110,169.0408,119.6476134,,133.5304075,108.4227425,78.43326316,109.4429116,,
1400000US06037201120,166.7724014,281.2954545,,126.7063537,110.8153654,73.62415915,76.17590396,,
1400000US06037201200,162.486395,476.6923722,,116.8305925,99.89183874,90.05502501,117.3362577,,
1400000US06037201301,136.9683544,155.6095718,115.1404535,130.2614679,130.0745527,120.2990024,50.2845784,,
1400000US06037201302,169.9637728,258.0575806,207.6232734,93.8081714,176.4339684,179.1776608,48.73898801,188.7909408,
1400000US06037201401,173.602649,165.3886844,142.3452877,148.5322661,95.64542254,68.46711367,69.41293339,,
1400000US06037201402,136.5832535,146.6414245,,97.56298346,94.47366321,77.2439949,42.14835958,,
1400000US06037201501,143.8144331,138.3627608,,113.7880136,60.52713208,99.65654549,92.74586041,,
1400000US06037201503,166.4451796,118.9143646,174.1601102,119.486403,101.8603268,128.8521696,73.84084445,,
1400000US06037201504,177.2246032,206.5976471,,108.8366271,77.80429777,161.1271876,50.47377502,,
1400000US06037201601,154.3804677,136.3480132,41.56159069,119.7697368,117.9496788,114.4706123,31.20094011,,
1400000US06037201602,151.658078,56.54324663,,117.241163,68.71720733,116.9430685,114.1920401,,
1400000US06037201700,171.4168357,157.9995519,122.0022042,146.9677976,123.1133757,93.97094188,96.32086729,,
1400000US06037203100,172.4298893,426.2285401,,128.2713178,89.34216179,88.74596514,112.4988426,,
1400000US06037203200,138.0796296,89.47736352,,93.70329117,80.65791791,66.26743532,42.01831622,,
1400000US06037203300,108.4291667,,,87.91294643,50.88637574,50.69880761,68.29346624,,
1400000US06037203500,112.7375,,,85.57608812,104.0384106,71.1436015,49.34210526,,
1400000US06037203601,117.7778894,,,72.67369478,54.36056338,64.70730634,40.6850766,,
1400000US06037203602,141.5096882,,,86.92376374,86.27114899,52.29349227,56.71452074,,
1400000US06037203710,136.8309524,,,79.61775701,83.46834064,61.91800335,63.29383117,,
1400000US06037203720,115.5147059,116.1785714,,88.97385621,89.68166605,67.50295796,38.55649663,,
1400000US06037203800,142.4077213,329.5614035,,89.74130241,111.395581,83.0650786,55.14197093,,
1400000US06037203900,124.0675676,136.3636364,,107.9373489,71.19731801,64.62250836,61.44489325,,
1400000US06037204110,139.9288026,8.843968531,,82.9225074,58.62027491,86.09893307,67.41662556,,
1400000US06037204120,143.3098958,,,83.88079019,43.20749953,84.06060606,67.29294756,,
1400000US06037204200,147.6345977,82.90695856,,98.09166613,96.59992585,33.68892872,61.62240847,,
1400000US06037204300,119.4475671,75.14509849,,91.50261506,72.61195853,81.61100917,50.42691561,,
1400000US06037204410,120.6082158,,,91.51775956,49.97239748,54.8478828,40.27783658,,
1400000US06037204420,99.07700458,193.9648377,,75.85535858,90.82314171,53.69163829,33.97157107,,
1400000US06037204600,135.0690476,,,81.53550119,81.80111908,91.32288978,54.63538769,,
1400000US06037204700,132.0084507,26.71896552,,92.49513889,63.34868541,75.83516484,103.0961538,,
1400000US06037204810,131.1569811,11.66528926,,99.85089021,64.62024353,61.87630519,68.75647799,,
1400000US06037204820,128.693097,91.91361257,,87.26890756,101.6212121,67.87874538,27.53267634,,
1400000US06037204910,138.8241445,,,95.72446595,71.46345733,74.63656669,118.6007591,,
1400000US06037204920,145.7992757,233.3326544,,93.92994052,97.55504163,,27.59528513,,
1400000US06037205110,,,,,,,15.30538381,,
1400000US06037205120,154.2132353,,,110.3756178,86.78267045,108.7687976,14.25143549,,
1400000US06037206010,158.8752735,316.2979606,324.0280622,109.2595099,53.94319668,15.20700826,37.53923209,,
1400000US06037206020,,,,,,,,,
1400000US06037206050,55.01541355,62.51851852,,137.2463758,203.2596264,82.22439586,24.19372038,,
1400000US06037206051,,,157.8063492,,,,13.03788105,270.2660377,
1400000US06037206052,,,159.5477941,,,,,228.9595376,
1400000US06037206053,139.1820539,,,118.9476163,61.50983822,81.68200271,52.84340222,,
1400000US06037206054,98.40754717,,,109.0761128,,105.9537119,42.33743728,,
1400000US06037206201,,,189.6587629,,,,88.20608001,,
1400000US06037206202,,,176.049238,,,,17.67241002,156.1013514,
1400000US06037206301,,,,,,,27.94378817,,
1400000US06037206302,,,,,,,36.74600292,,
1400000US06037206303,,,,,36.09937888,,49.58922942,,
1400000US06037207101,133.2746244,,184.1702854,48.54962581,65.60349213,25.77258858,28.82395725,,
1400000US06037207102,43.709375,,,97.56460263,64.92121866,70.79087277,56.38789276,,
1400000US06037207103,108.1985981,,79.89578454,94.62541501,95.48192771,39.37812018,35.79909936,,
1400000US06037207303,,,,,,,26.88730912,,
1400000US06037207304,,,31.62205567,,,,,,
1400000US06037207305,,,126.8780488,,,,,inf,
1400000US06037207306,,,,,,,,,
1400000US06037207307,,,,,,,,,
1400000US06037207308,,,24.27672956,,,,,,
1400000US06037207400,,,,,,,,,
1400000US06037207501,,,197.4820431,,,,,191.6645057,
1400000US06037207502,,,40.15322581,,,,,,
1400000US06037207711,,,229.2307692,,,,122.7213214,,
1400000US06037207712,,,,,,,,199.5177194,
1400000US06037207901,,,303.7118763,,,,84.64707324,,
1400000US06037207902,,,211.6128224,,,,152.1245333,14.91980198,
1400000US06037208001,0,,,69.70361817,174.9748744,47.58394755,70.57593098,,
1400000US06037208002,192.3483146,,,123.6506148,90.29963717,109.8360745,81.12619337,,
1400000US06037208301,251.0309027,,,135.8406285,91.22062036,103.6172297,75.6519534,,
1400000US06037208302,122.1501202,,,169.3797654,76.30774928,63.77113924,55.38212451,273.7917564,
1400000US06037208401,232.1162656,,,139.3789025,393.4678899,136.6094178,104.7799981,,
1400000US06037208402,169.9289827,,,126.5102445,129.6678082,106.1801825,96.87588513,,
1400000US06037208501,139.6453397,,212.1376068,204.7020726,98.7236981,152.5716571,63.32620844,218.5714286,
1400000US06037208502,241.3716667,,,140.75,225.2149918,109.0364793,80.41807104,,
1400000US06037208610,135.9623734,144.818479,137.2954204,80.95987964,179.5007674,136.4701099,96.48092202,,
1400000US06037208620,163.8284188,inf,146.2602573,114.8818365,94.21079116,173.9051282,79.8337457,,
1400000US06037208710,41.16065831,,118.9234899,,,,40.49053268,239.0565922,
1400000US06037208720,207.3908582,,,187.1756067,156.9153128,44.19874016,76.74554876,,
1400000US06037208801,406.8104427,,,59.65115005,53.11030654,143.3249786,51.10685605,,
1400000US06037208802,121.6141079,,,71.70316302,197.3387633,69.42245431,50.02427184,,
1400000US06037208902,67.16722973,,,0,0,,85.89938765,,
1400000US06037208903,162.6755172,,,70.40257235,,229.5177992,31.07965886,,
1400000US06037208904,242.4682038,,,95.98246712,191.1784483,118.8130192,85.72344191,,
1400000US06037209103,67.22546827,,,0,137.4606326,13.02399232,57.39133567,,
1400000US06037209104,,,,,,,47.70387149,,
1400000US06037209105,,,,,200.5323125,41.9357221,82.88963684,,
1400000US06037209106,0,,220.8392157,,,,22.22503091,,
1400000US06037209201,,,,,,,inf,,
1400000US06037209202,,,,,,341.6398714,66.69463728,,
1400000US06037209300,64.66907051,,,75.77973199,229.3694391,102.7735765,74.37731082,,
1400000US06037209401,223.3099792,,,,246.2010328,47.14462335,50.6647623,,
1400000US06037209402,,,139.6068449,439.3657025,,106.089871,62.16962914,123.9269398,
1400000US06037209403,155.5133041,,,158.7035318,123.7654937,66.23816156,54.51325227,,
1400000US06037209510,209.1445383,,300.0404005,307.6806084,329.4575786,60.43464665,64.56168304,,
1400000US06037209520,146.9307947,,,139.6432018,46.48087432,128.3502172,84.3012987,,
1400000US06037209810,114.3630952,,,196.7733577,104.4904141,134.1128464,42.75108533,,
1400000US06037209820,180.5996691,,,156.3554097,102.7988967,120.3184386,68.7636727,,
1400000US06037210010,215.6169896,,146.4302191,170.6739812,175.2897769,83.13307124,106.8968553,,
1400000US06037211000,321.1587897,393.7604269,271.5614118,211.2891689,,57.28372433,106.1701238,,
1400000US06037211121,210.974567,115.9453389,,115.3743229,115.3432363,57.76199068,49.21270328,,
1400000US06037211122,136.3222755,,,203.84497,77.88097474,125.915056,90.92457971,214.4159293,
1400000US06037211123,,,,,,,45.95745348,,
1400000US06037211124,92.90452072,346.7526726,193.8956716,48.67847092,,53.38082001,84.0219057,,
1400000US06037211201,208.0540166,,,130.5549708,168.6987574,125.77784,109.9520947,,
1400000US06037211202,272.2373341,,233.6849141,153.0761773,243.1291438,88.77003676,84.19614355,,
1400000US06037211310,179.5280499,,233.7341306,159.9314969,215.9999231,142.5620723,105.3671329,,
1400000US06037211320,123.6275024,,,,288.0487934,106.6801762,70.94337866,,
1400000US06037211410,199.5545946,226.8121278,231.5934256,141.4842092,68.07066015,85.65773552,87.03337945,,
1400000US06037211420,199.4828449,326.5883785,175.5564404,118.6313541,127.8072993,143.7072682,131.7737481,,
1400000US06037211500,280.3742816,468.9828467,256.5448718,159.5944029,98.59381938,68.15196968,56.77126945,,
1400000US06037211701,286.5325487,400.7461507,185.977551,125.5437461,211.2708599,183.2903562,115.6729122,274.3448276,
1400000US06037211703,128.5545819,,241.6409537,74.46024471,69.69514909,127.6209567,104.4874252,,
1400000US06037211704,167.1455696,inf,212.1204394,,inf,,90.52299425,381.5589575,
1400000US06037211802,,,254.5158638,,,105.8323147,50.95947176,288.7258621,
1400000US06037211803,170.7782869,356.5040698,105.2949701,334.250433,,58.65435393,78.30082806,277.4126984,
1400000US06037211804,201.4873096,32.5179852,239.5904412,,,,53.37194602,,
1400000US06037211910,96.24002533,,256.4748201,,,,57.32930264,156.0348837,
1400000US06037211921,,,,,,64.14085836,37.63223266,,
1400000US06037211922,,,89.57937825,,,186.9949946,122.1703407,,
1400000US06037212101,,,154.7462897,,,93.12762973,82.37614276,,
1400000US06037212102,,,185.8060745,,,,49.22819643,,
1400000US06037212202,112.7796537,,312.4409574,232.7516779,315.0632434,122.1845544,80.83708972,,
1400000US06037212203,418.3663837,,,,,99.98259013,59.70914205,,
1400000US06037212204,320.5672414,,,143.2424492,,102.8874157,46.77310711,,
1400000US06037212303,,,,154.1146889,,217.312423,67.79406452,236.5731707,
1400000US06037212304,,,,,,,61.28238392,,
1400000US06037212305,231.060007,,153.9241071,301.4618934,145.462313,148.6845041,98.03366197,,
1400000US06037212306,89.980121,,212.3333333,178.5981939,167.1934747,112.0762391,104.0326009,,
1400000US06037212410,119.5259336,,208.4867689,,,85.90688684,101.213342,,
1400000US06037212420,225.7786988,,228.9838926,145.7281581,77.7030303,95.04857283,86.14841499,,
1400000US06037212501,104.7364253,,332.4030685,,146.5577517,,57.88012665,239.3659442,
1400000US06037212502,794.8424509,,209.3958549,,,,69.69844384,,
1400000US06037212610,214.6235023,143.2346323,167.6182459,194.2025939,156.5111212,94.43128916,60.74282297,,
1400000US06037212620,192.6529426,148.3447257,231.4105508,182.0273466,532.3634333,84.22447078,61.80799221,,
1400000US06037212701,206.920083,266.827587,156.074018,242.695215,55.13352617,157.6311374,107.3848645,,
1400000US06037212702,235.9828155,328.4863863,237.811848,177.6596916,131.5902531,176.5470789,63.01472391,250.8907049,
1400000US06037212800,205.2252566,268.0053741,,169.7529224,174.9462898,144.7370385,77.53421915,,
1400000US06037212900,167.8846638,209.3793371,156.0464985,200.6053806,175.3984209,113.0583127,100.81375,,
1400000US06037213100,213.46611,229.5206222,266.8161765,85.19766638,101.5502371,121.9432005,106.1502591,,
1400000US06037213201,157.75,,245.9192821,404.4035025,132.0679717,73.52021577,81.53862516,,
1400000US06037213202,221.2095387,,278.1538449,141.9851254,111.7587564,153.5838596,83.41805698,,
1400000US06037213310,237.996627,,286.7200969,164.2488823,247.289197,169.2170988,137.3188623,,
1400000US06037213320,150.3723694,,188.8085106,151.2497259,135.5516511,145.8894231,72.88379487,,
1400000US06037213401,172.1283113,,234.5968452,,102.9924729,117.667885,81.53140301,,
1400000US06037213402,134.042543,,223.6842539,176.548546,94.44794754,110.4851833,88.24575598,105.8346073,
1400000US06037214000,228.1683491,210.3919507,211.7782116,127.8604432,201.5789324,75.10244287,47.10760719,,
1400000US06037214100,238.8863461,321.1516795,386.943587,164.5387498,244.9520871,150.4412033,66.17297916,270.9455577,
1400000US06037214400,625.6623427,,,79.84709821,290.7330117,111.6757315,60.76014412,,
1400000US06037214501,435.7220204,625.1694915,,,,,60.57843522,,
1400000US06037214503,,,,,,,58.03384142,,
1400000US06037214504,,,,,,69.9936611,42.63905492,,
1400000US06037214505,,,,,,,41.95130117,,
1400000US06037214600,287.7843819,514.700565,254.927762,162.2357771,158.8990195,127.9004382,74.27858394,495.2948718,
1400000US06037214700,233.532614,411.6828345,317.572935,172.2920502,106.1423098,92.83161276,85.94947849,,
1400000US06037214800,271.9939727,422.0030988,344.0138686,152.7986545,87.75320566,86.0797063,60.7008626,260.0947603,
1400000US06037214902,317.2280702,415.0923205,358.5885922,178.6975871,251.2971875,208.0989431,156.7666065,,
1400000US06037214903,356.899066,613.0240819,366.492973,107.746144,,229.7484433,135.5587468,285.8143201,
1400000US06037214904,360.7481968,538.3520536,366.2004802,161.3838488,175.867619,113.8763576,83.48881873,512.2198134,
1400000US06037215101,,,417.7663234,,,,72.35048529,386.4434629,
1400000US06037215102,376.4161805,,,361.5521936,528.4274691,91.00710305,59.93159439,,
1400000US06037216100,227.206959,311.0016882,,118.6823821,130.9274662,75.57780696,64.00630219,,
1400000US06037216201,265.6910807,342.4600323,318.125,182.2786566,118.1817625,69.71005006,58.12364802,,
1400000US06037216202,243.2785899,331.1192903,216.9358868,150.6251463,254.0484928,112.4240695,82.22939558,420.4615385,
1400000US06037216301,218.7020934,319.8925371,,236.2114276,120.0275929,231.6145363,23.03442472,,
1400000US06037216302,280.5996506,306.8086502,154.661315,205.5706943,105.0496192,148.5500479,70.23487729,,
1400000US06037216401,428.5562801,327.0362272,223.897498,191.6425085,152.4939355,241.5854158,97.73955818,104.5041628,
1400000US06037216402,256.3428386,,253.07434,194.8883281,242.6209741,88.87131912,109.0865841,178.2248006,
1400000US06037216700,244.4865,174.5493312,319.7604759,152.1865972,184.4620481,71.75175507,72.76695066,380.563786,
1400000US06037216800,301.0316291,341.135721,,169.8417411,138.8817669,60.19452936,71.58951204,,
1400000US06037216901,257.3873474,373.5556478,,147.1091925,35.97087424,142.3011272,136.1051733,,
1400000US06037216902,260.935799,429.7735043,412.2456982,156.2337308,142.7498973,130.736636,75.32825062,,
1400000US06037217001,330.2238934,404.1507444,337.9724121,221.7526237,147.7699363,165.593878,70.8087406,313.8355587,
1400000US06037217002,312.2813433,256.3039182,224.2384929,181.1754188,172.2726521,309.3253712,89.19550164,188.7825613,
1400000US06037217101,307.3742972,146.1663866,,172.6649798,106.5557818,115.0806516,118.3128022,,
1400000US06037217102,385.6026303,405.7878366,,143.5034329,245.7493498,127.5014222,99.48046689,,
1400000US06037217200,207.8941562,226.2406108,,162.806342,142.3575978,155.9957223,73.74218418,7.286235662,
1400000US06037218110,149.8457532,94.48684211,,108.9756225,91.71377743,115.257982,102.034647,,
1400000US06037218120,136.6287642,212.862932,,116.4333555,112.183155,134.5450915,101.4110776,242.3509944,
1400000US06037218210,223.4952313,,,151.2037556,88.41477273,119.5879931,98.32560196,,
1400000US06037218220,144.13246,104.0795455,269.4551341,128.7407214,114.6597671,146.5079044,51.42885802,,
1400000US06037218300,221.792296,207.6887374,333.876331,139.6499033,138.1204816,116.3228744,58.167383,,
1400000US06037218400,160.487601,70.93449382,,153.1020967,105.2267604,123.373536,80.44203092,,
1400000US06037218500,162.6114419,131.061249,,156.092433,145.4377411,130.54375,69.19300087,,
1400000US06037218600,201.5886752,1030.085678,,121.3583861,131.6444507,104.4348235,156.0042402,,
1400000US06037218701,156.8333009,279.5068913,16.63868313,90.58660624,132.5839728,54.39637033,97.86320889,,
1400000US06037218702,173.3482143,369.4821324,,157.5474965,109.4122841,56.86527648,72.07658228,,
1400000US06037218800,135.9268544,108.8523747,,115.519567,129.8991002,80.27523647,85.87137082,,
1400000US06037218900,178.0465116,131.0145872,,93.51809721,107.9923966,61.04149899,42.66024915,,
1400000US06037219010,154.0893417,487.734647,,119.0687831,93.81277778,92.24237918,79.4812398,,
1400000US06037219020,165.6393624,195.0034468,,135.9401042,128.5030575,106.0551265,109.0528455,,
1400000US06037219300,191.4597792,22.65485922,,123.6039501,112.5692389,72.83212272,92.99080043,,
1400000US06037219500,157.1448276,152.2020725,,437.1428571,71.55718807,112.8731098,19.30472159,,
1400000US06037219700,181.6292717,,,123.027247,120.0076308,129.0343972,89.02106354,,
1400000US06037219800,164.874276,94.72521866,,131.3356532,146.8509935,89.00435755,74.05347938,,
1400000US06037219901,179.3465116,109.6652482,,127.2242842,100.5869662,102.3186539,70.0669596,,
1400000US06037219902,158.0064063,363.7505262,,112.1691105,131.0974153,80.9516129,62.97659323,,
1400000US06037220000,170.7494108,178.4554598,,106.8431096,123.4659574,105.3011921,50.13658456,,
1400000US06037220100,139.4617037,170.9117318,37.47994652,18.51889279,,254.2510794,75.07749072,260.1918317,
1400000US06037221110,111.8561884,,,90.13375796,122.6675996,70.6620323,77.26034975,,
1400000US06037221120,177.2176957,,,91.20738636,62.21457944,176.1934673,38.67009694,,
1400000US06037221210,139.8961508,169.2236575,,121.4121622,113.8249491,82.09566714,108.7983287,206.8745455,
1400000US06037221220,151.239603,,264.3141273,153.0419408,111.3793353,58.98679007,77.24043764,,
1400000US06037221302,125.4089835,165.8645108,,127.2611235,123.1810883,112.5885828,119.7934689,,
1400000US06037221303,136.1180862,,,119.1766588,55.95454545,94.08936612,145.1766927,,
1400000US06037221304,206.4868742,,196.5764706,98.12206039,52.17961905,83.8702508,63.14431575,,
1400000US06037221401,124.0433617,327.7020057,,106.1344538,112.1498179,77.671408,58.6817107,,
1400000US06037221402,108.1823725,199.4704122,,83.46076737,99.74326572,105.6690359,84.31151897,,
1400000US06037221500,133.4098074,,,101.4738359,80.62561682,86.66874742,37.82976596,,
1400000US06037221601,114.8164405,83.14324918,,106.5229239,87.7062608,77.0476,71.31681047,,
1400000US06037221602,146.6360626,,46.58754562,96.09417989,79.09966154,116.7401148,92.5488961,,
1400000US06037221710,119.2948333,46.18339254,,103.1390539,146.3463611,87.11857639,41.60510751,,
1400000US06037221810,97.78744493,,,109.4882767,104.231397,121.6849281,66.6208279,,
1400000US06037221820,110.7119521,207.9598914,,281.1247216,150.4786079,56.26174494,89.23930087,,
1400000US06037221900,97.14721196,,,98.17077315,121.5315138,126.2772177,108.019152,,
1400000US06037222001,141.7791495,154.9841176,,127.6427119,117.1321067,66.04653402,93.33137119,,
1400000US06037222002,167.6011706,193.2800669,,125.1943292,126.009633,124.2037037,59.31243298,,
1400000US06037222100,122.9295752,261.0117713,43.04639175,108.947467,126.7022059,73.66316389,84.84293581,,
1400000US06037222200,121.6019608,324.7945736,,106.633876,86.49443233,112.1315688,43.5379697,,
1400000US06037222500,156.5979592,172.9654867,,125.5031546,106.5476464,102.6007464,79.17252707,,
1400000US06037222600,134.0622223,106.9218524,,131.8963071,121.441259,115.4834524,95.26135517,,
1400000US06037222700,,,,,,,54.12118388,,
1400000US06037224010,,,,,,,42.97908538,,
1400000US06037224020,85.39022256,,,93.50224885,48.84833548,78.39832942,46.4018326,,
1400000US06037224200,137.6920529,,,141.6586522,130.2059168,112.9214511,77.28493724,,
1400000US06037224310,131.5227641,,,68.18309339,42.66627374,69.08958294,85.4895308,,
1400000US06037224320,79.64581641,,,85.44234875,161.393092,76.24842105,64.41962821,,
1400000US06037224410,109.8483041,96.86213409,,109.2147259,94.95474614,74.42136171,61.00408861,,
1400000US06037224420,111.4808841,,,73.38676817,151.5754885,83.6531495,34.05328477,,
1400000US06037224600,98.73832685,,,87.48448782,64.60192339,64.90274119,49.54113525,,
1400000US06037224701,154.9592992,,103.6029567,35.55158105,282.5959552,,11.40682788,,
1400000US06037224702,138.5533843,,,64.34396874,175.3897522,455.0769231,121.0865207,,
1400000US06037226001,109.7896444,,,85.35940069,50.42049644,73.01660377,33.24698923,,
1400000US06037226002,121.6526178,,,,44.1482906,,28.86687608,,
1400000US06037226410,112.9484761,,,81.45753715,68.33825702,60.21764706,48.39197967,,
1400000US06037226420,92.68584071,,,81.80665813,68.88602786,59.8643634,35.30782346,,
1400000US06037226701,108.6356436,,,82.03011678,70.34643315,46.13094475,37.221606,,
1400000US06037226702,99.64529221,48.02629931,,71.99482968,55.31818182,62.75513043,56.58569165,,
1400000US06037227010,99.66938776,,,87.23251029,73.09161721,73.84680451,37.13495643,,82.19416158
1400000US06037227020,109.8452325,,,85.06666667,57.57226107,71.85887949,57.07654639,,
1400000US06037228100,119.6848091,,,109.3244049,58.06887305,71.51617874,54.32315407,,184.6785259
1400000US06037228210,117.6335616,,,99.10923403,73.29213144,61.1448556,59.72893588,,
1400000US06037228220,121.7189216,,,97.2007926,68.28582146,61.28686543,52.97374742,,
1400000US06037228310,122.9884211,,,83.66319728,53.77250587,76.65476875,55.15254237,,
1400000US06037228320,116.3324359,,,106.1520179,88.87252753,73.86883343,57.32857734,,
1400000US06037228410,105.2150481,,,102.3085205,66.27104263,70.87787356,74.99078783,,
1400000US06037228420,107.8476381,67.6603235,,87.73771773,63.21830357,72.78977007,88.426405,,
1400000US06037228500,122.3469163,,,100.4760731,89.16500783,51.00238221,39.88435895,,
1400000US06037228600,105.138827,,,87.94862148,62.49491831,56.4899203,38.44477699,,
1400000US06037228710,114.8162228,,,88.98212843,66.39083918,56.60897371,46.9909272,,
1400000US06037228720,119.0568421,,,90.60492991,77.613851,67.07002882,62.2341494,,
1400000US06037228800,120.3636765,,,103.5122393,86.01187783,104.2853923,101.698916,,
1400000US06037228900,128.8609467,,,100.3207645,166.3811449,,80.83706978,,
1400000US06037229100,110.7753013,,,98.1693388,71.14397785,43.25303863,49.08415609,,
1400000US06037229200,117.3665285,102.3189846,,98.24574754,63.61227876,64.38640124,55.37580994,,
1400000US06037229300,113.4831261,,,89.50954962,92.32410296,75.0184488,61.82835918,,
1400000US06037229410,115.7576038,,,104.2442601,65.6484375,59.76876972,59.27513964,,
1400000US06037229420,118.2501976,,,95.45179692,78.05507956,58.86366519,53.67985771,,
1400000US06037231100,88.28225806,,,78.5042335,54.07758976,107.1171548,60.69320039,,
1400000US06037231210,143.1473459,100.3539402,,103.4117129,111.1872964,127.9437455,63.14166169,,
1400000US06037231220,142.3362206,,,138.9792884,93.35847085,126.8886663,85.57729088,,164.4178499
1400000US06037231301,137.6069692,,,123.8215184,92.74810045,101.2248148,48.26108851,,
1400000US06037231302,151.6124568,98.26779661,,132.5783193,87.92455947,123.6405373,85.46300774,,
1400000US06037231400,147.9906191,122.2261905,,123.2463389,83.41543975,84.69111218,116.164937,,
1400000US06037231500,138.4911249,324.5479107,,111.0273788,121.3679884,141.8343195,53.11349842,,
1400000US06037231601,116.6227709,17.81693049,,118.1759415,76.70708749,100.2904694,51.98309701,,
1400000US06037231602,132.0122242,196.9750044,,120.8043824,68.77123696,103.4033688,64.4017316,,
1400000US06037231603,118.6306941,,,97.6634871,96.92123586,78.7462938,55.24274191,,
1400000US06037231710,104.1227679,,,109.7509091,104.8411695,82.82212359,83.26525879,,
1400000US06037231720,144.4909091,,97.75868373,110.7635756,104.5835604,85.60235029,65.31045689,,
1400000US06037231800,91.80585402,,,72.58372604,63.3809602,50.68715953,52.08207206,,
1400000US06037231901,98.11120996,,,84.78349797,74.30738636,97.09801994,41.23798946,,
1400000US06037231902,107.392957,,,101.8002895,76.19854881,59.45076078,27.17806679,,
1400000US06037232110,129.9791667,,,116.80182,76.11242471,101.2994841,73.91419426,,
1400000US06037232120,143.2783883,,,118.8048903,111.0675737,112.480167,89.61937518,,
1400000US06037232200,122.3590664,209.661669,,96.17159382,92.21010789,84.54405738,35.54152824,,
1400000US06037232300,132.8872207,380.5090909,,103.6496317,92.62294492,95.4585902,71.6505254,,
1400000US06037232401,143.2617875,,,117.6985152,97.99846626,97.00801221,61.40008947,,
1400000US06037232402,148.6611316,162.110999,,132.4794069,87.7014244,67.28075995,90.75096277,,
1400000US06037232500,152.476495,,,115.3188305,98.20720222,105.1623331,73.12206708,,
1400000US06037232601,158.220992,,,115.7651005,152.4030802,156.399308,201.4055516,,
1400000US06037232602,153.4411706,121.4745127,,116.1779423,132.2737154,110.3289053,86.7833424,,
1400000US06037232701,129.671131,,,125.2741671,115.8634644,66.27457265,107.3510321,,135.1412603
1400000US06037232702,124.9145552,,,122.2011305,108.7890792,91.45909091,57.49455984,,
1400000US06037232800,121.471759,,,110.7363722,81.84548986,69.82188772,55.20687993,,
