TRACT_FIPS,GEOID,FIPS,Median_0100,Median_0101,Median_010C,Median_0200,Median_0300,Median_0400,Median_0500,Median_010E,Median_010D
183701,1400000US06037183701,06037183701,85.81769936831233,190.12675023801887,173.31756210251726,99.6687192181214,110.92510224001477,112.12721480005884,151.7360715633157,64.27145652595271,
183702,1400000US06037183702,06037183702,188.5479448630661,269.13799760147276,112.2794318086824,95.81587521228039,145.29345430040186,156.45397866736062,78.37116044946552,,
183810,1400000US06037183810,06037183810,445.9106884015051,379.15309411465216,283.84194724029265,439.81784561797025,504.67606451213703,424.80277527139975,460.83392159005695,,
183820,1400000US06037183820,06037183820,90.52613134695522,128.90514325453094,152.81667724146936,101.26807982982884,124.8961914602448,107.63977966336587,157.47102061675403,,
185101,1400000US06037185101,06037185101,380.5177967281398,194.1124015235228,,415.3908829710091,435.87448056856266,120.05966881831893,122.10521552556392,,
185102,1400000US06037185102,06037185102,165.08118418398132,91.82954109314367,,220.01111123161297,184.29681225962702,233.67954256966283,210.8041748191836,,
185202,1400000US06037185202,06037185202,339.19825770200407,271.34239056880557,,349.93932485591154,365.22180851714745,317.73532424303164,306.20746296670484,,
185203,1400000US06037185203,06037185203,316.18611397031145,360.3294712105872,,297.35115620673173,312.16733598795554,274.47766321768455,250.54039240599144,,
185204,1400000US06037185204,06037185204,144.86647354077974,119.7256146546494,,162.91288133064364,208.5010024333174,226.41122804090324,183.79995211288144,,
185310,1400000US06037185310,06037185310,399.60886880400733,431.0883443691197,,442.33557745103315,446.58133243307196,398.37955591318143,366.82122814336367,,
185320,1400000US06037185320,06037185320,208.47124480805644,,,237.5828443255162,233.9301634854349,185.04741476059698,188.30980715276516,,
186100,1400000US06037186100,06037186100,943.9662767528985,982.0468547171799,,877.8721727767488,817.0475342311418,941.5174796025576,863.0978038482483,,
186201,1400000US06037186201,06037186201,882.0164167446306,683.7193188109752,1038.1180953123173,923.3194721838885,1039.369946431613,1106.255210089168,1058.9814490212864,,
186202,1400000US06037186202,06037186202,722.5090097783135,696.651808816124,589.2140812280915,752.2048280603755,633.7448149498407,926.9393365934768,626.571803110392,523.50524251715,
186203,1400000US06037186203,06037186203,389.79127235794675,412.6319061426956,,361.8044516975502,402.8722843763392,371.2691702470496,,,
186301,1400000US06037186301,06037186301,369.5204677483039,391.3311669157621,279.71275544294576,327.92479953949226,151.6006467654493,241.64312283356722,148.8187833412734,,
186302,1400000US06037186302,06037186302,215.84945265191726,211.4122309379988,293.53309735752964,241.80205758271103,317.553794347304,217.34229134620148,332.84995215390336,,
186401,1400000US06037186401,06037186401,179.07086458076867,137.94411179894888,,185.9749539599701,140.12506460447895,138.07271626780312,128.2036220575356,,
186403,1400000US06037186403,06037186403,407.90605746361206,377.2076885558611,,388.0302678835932,391.95261881522686,422.9377168172581,413.34394105251795,,
186404,1400000US06037186404,06037186404,515.3424248786654,543.18236500237,339.32913141088903,528.3382891446412,529.762321423702,534.2535799792455,506.42423472222515,,
187101,1400000US06037187101,06037187101,584.4127588695744,581.2674386634757,,611.3813863424333,589.3808571998103,590.5746156905794,601.0680055213942,,
187102,1400000US06037187102,06037187102,356.25795925291766,383.21483988761247,,300.2692129679346,329.1934091670495,323.9020297514877,358.6500553472555,,
187200,1400000US06037187200,06037187200,170.86026098909377,189.98757677825097,66.18069274017465,158.42581906241642,120.06428385256976,162.26766589147553,84.10459529416961,,
187300,1400000US06037187300,06037187300,466.3970604375094,440.3170871966878,538.8957247546524,458.0501454342439,428.7075664390228,363.0140896918139,436.58124680750296,435.57799472867964,
188100,1400000US06037188100,06037188100,227.44008788423812,221.05446245921138,,206.1273826240247,221.05581569874968,245.90686695681927,220.46503394129485,442.76238047237075,
188201,1400000US06037188201,06037188201,245.72888005247984,222.05932233331885,309.3030465181228,243.14669267680517,245.04390046953597,393.39989616112103,441.5479194799674,297.7505282047177,
188202,1400000US06037188202,06037188202,271.1021530621657,282.21024818712203,504.69478014658677,,468.06835830088767,31.821530848195685,481.97323792762256,139.06422991829942,
188300,1400000US06037188300,06037188300,469.97021601462046,389.73423811565266,,448.524890784296,527.8184930442194,503.03194111781113,409.6611483124379,,
189101,1400000US06037189101,06037189101,539.9568427339702,657.5406722178102,475.11718233831834,562.8925368165595,466.72338012967117,485.12840524544026,538.6354319606842,541.4137932208013,
189102,1400000US06037189102,06037189102,248.54090588271396,171.5987437262241,456.381431106509,359.80428573448336,344.58199583231914,506.0977962224294,358.8585465204362,384.09727792716785,
189201,1400000US06037189201,06037189201,318.6715113389813,357.4672512970891,218.7052564337595,352.7045517078559,281.8118671704,370.6530452432165,360.3181148956389,193.06824175902833,
189202,1400000US06037189202,06037189202,356.63660832860137,330.6730589444296,128.01678880333063,644.4292772026854,629.3339444322233,560.3043173334688,518.86193615164,,
189300,1400000US06037189300,06037189300,363.11134814308207,248.42216217504222,,430.20365820766625,466.00811918141375,587.6047242597192,479.72083363192445,,
189400,1400000US06037189400,06037189400,195.72860492104772,127.55020980955071,,403.3043221211384,487.1856625194506,442.08656566785294,490.33925930007445,649.4183298812151,
189501,1400000US06037189501,06037189501,758.5404498524936,786.4402397855625,686.5938478549363,720.9691593908944,661.6842717299303,691.5943195961443,669.2984154804042,572.035795537288,
189502,1400000US06037189502,06037189502,496.5542073648441,494.840150219083,178.0338316779431,424.4393567543506,456.18519623941586,459.60244791334105,435.8791365119918,,
189600,1400000US06037189600,06037189600,211.8890263264463,175.8036438118809,280.73458137985176,277.21288601539936,346.0823434731235,271.1021994122455,324.8202814689683,367.953698949251,
189702,1400000US06037189702,06037189702,118.76651966445127,126.76221764957187,72.0828599768941,169.18444526874552,188.29287765685024,162.3595899233125,217.12491621343128,,84.8931581697231
189703,1400000US06037189703,06037189703,72.54746974758015,50.00362678706443,74.71762264471164,92.56416046134287,482.3131931508183,114.06709815387347,168.98025399398819,137.8792991678034,
189704,1400000US06037189704,06037189704,340.21623304707583,245.1679912596334,377.1257674430974,377.16196295199296,346.76858329141703,387.5146053726579,377.07379627487677,544.8281186273337,
189801,1400000US06037189801,06037189801,470.22115742442446,493.9424728756058,357.24008796518586,427.20556794028755,580.1585356352416,,346.33323590137115,437.8520008126754,
189802,1400000US06037189802,06037189802,302.89512786263504,312.39160868581666,326.8540650373607,328.2768554407368,467.53377813375926,485.4171843684466,388.518777635421,44.261366688932476,
189903,1400000US06037189903,06037189903,,,337.56542798786376,,,,358.95054648094555,270.815910929348,
189904,1400000US06037189904,06037189904,531.8764058141948,,448.42274881012844,482.29178701524165,431.00574721579545,525.0191390214687,495.07697633287205,,
189905,1400000US06037189905,06037189905,216.96505231480916,171.7393312832055,476.63927169047105,207.5474887265378,90.32676007817791,317.64363876787587,275.56981955043597,255.44061257726764,
189906,1400000US06037189906,06037189906,281.53547638380536,,368.7505590349054,417.41244775635175,248.49804524356688,404.64818731834447,356.17858115206366,507.5259738368753,
189907,1400000US06037189907,06037189907,201.80266873785104,360.8662259381004,249.60659953507434,139.38624597430976,215.10103821932924,104.93423541741556,246.81624514679243,203.4429193902706,
190101,1400000US06037190101,06037190101,,,,,122.69196223126404,197.9361887645034,139.0096232893946,,
190102,1400000US06037190102,06037190102,470.52129675083125,559.3298581608258,390.99662681527315,519.9976116582384,474.6082693332845,506.20569506190384,457.6900527501915,563.3447407228397,
190201,1400000US06037190201,06037190201,305.032168631945,,,,363.87632367118755,228.81917592317475,216.87405226687184,,
190202,1400000US06037190202,06037190202,,,466.3506590760705,,350.22142155244535,,447.359999632212,,
190302,1400000US06037190302,06037190302,457.4615344561123,472.17280723289974,392.8823928019226,466.23127129228993,422.3995627976111,437.9390359901504,466.28837605945006,,
190303,1400000US06037190303,06037190303,465.1471133776244,,471.7590975485431,456.020493125341,522.0439326417142,400.91108471117946,471.4201273454469,,
190401,1400000US06037190401,06037190401,592.496719004865,,614.6989186088911,,643.1609376677976,632.9036823595727,607.0359080746533,,
190402,1400000US06037190402,06037190402,543.6016962899172,,616.098618417031,352.7318730696021,403.25611714724107,603.2033222368163,453.3942230756695,,
190510,1400000US06037190510,06037190510,314.479437398452,,382.12066822989135,425.8192071240318,447.2019589563999,322.69604222598474,481.05860062441826,,
190520,1400000US06037190520,06037190520,620.3107338169223,,548.1733685967115,638.9481774952272,615.1219811967992,642.3187950941189,650.2269885967315,642.2340878703986,
190701,1400000US06037190701,06037190701,382.1059482506178,,,379.37827951729923,,56.13459191860034,144.08302863985384,,
190702,1400000US06037190702,06037190702,76.5672957903866,105.82221633235105,,105.45835203150054,129.8932232083415,183.67204254323104,108.65220169718651,,
190801,1400000US06037190801,06037190801,518.4221418449202,,,618.7021163056332,565.5653153439655,607.890122672617,594.7230444549093,394.9260630509923,
190802,1400000US06037190802,06037190802,240.8516229537144,225.16961593172303,282.9846701276596,234.82955366489784,211.45317667942507,192.18228108617285,204.1129100615239,,
190901,1400000US06037190901,06037190901,134.18941402184265,,,109.06313707712704,123.7148238598378,68.05320346356868,102.00007400293475,,
190902,1400000US06037190902,06037190902,410.073511421133,,,377.7010859177509,355.8309822502911,421.8840710593454,381.09460543417833,,
191000,1400000US06037191000,06037191000,236.7308619372166,219.04690005946506,187.84069695783373,247.64410116429872,230.6881114846719,186.20449968681575,171.42375904102198,,
191110,1400000US06037191110,06037191110,310.8789293101892,,,342.11215278188996,306.98534284815366,308.11746807315217,342.45782904707505,287.8682301912334,253.4329122489158
191120,1400000US06037191120,06037191120,339.26354412017827,103.53571773868057,211.19354437719113,325.3575631188421,274.7197053378907,377.22731757087513,338.9374343711278,,
191201,1400000US06037191201,06037191201,448.89805308512564,396.78358323587,,402.4598021674383,434.7024514544852,339.9582785948153,327.8857629666653,,
191203,1400000US06037191203,06037191203,435.2004005174555,343.61183196231445,359.5063776260189,404.7580225302463,384.0179127440262,279.20189890911,391.32111695208306,,
191204,1400000US06037191204,06037191204,660.1768366526453,,,689.4945864232685,638.1328749286521,617.4485449382989,641.3493258319738,,
191301,1400000US06037191301,06037191301,477.9190661283402,327.0689033140973,,400.89137984612404,314.2386941357939,272.5004302805913,189.12851116510254,,
191302,1400000US06037191302,06037191302,361.31228309854424,,,288.0123712845161,189.64680366766,313.24854731184473,253.50417690107355,110.00913584846658,
191410,1400000US06037191410,06037191410,436.04611519022114,,507.62154825594155,449.13641923083355,454.31998528406507,448.23553132413815,430.86503894612775,,
191420,1400000US06037191420,06037191420,223.0411729682224,,221.82152465369845,248.65213871080906,288.1513238849617,223.60824892350615,214.58541770835186,,
191500,1400000US06037191500,06037191500,615.224728832653,609.0170080419969,713.9415536130234,567.9636996104114,508.1956350430605,604.5083877235056,457.6342997758578,,
191610,1400000US06037191610,06037191610,221.20482408562282,206.7473601654469,,205.91658596383064,171.9126689379886,226.18202388072504,232.92107341248473,,
191620,1400000US06037191620,06037191620,207.54702513279366,,,150.3528445661772,206.58069867898638,277.1972149100159,238.57878192132574,,
191710,1400000US06037191710,06037191710,700.471589159697,524.3650013032141,,717.9906594689218,712.3047061283416,762.086391523232,657.666267592743,676.8827758691461,
191720,1400000US06037191720,06037191720,504.3460595202296,524.1966093341763,,468.22712431657465,499.45036772355985,534.2603944283754,458.95852962127236,,
191810,1400000US06037191810,06037191810,434.424667761508,612.9355370710383,363.90810609076783,420.1770909201356,419.2888466637929,478.67253828551077,429.9721843990137,370.0014866791332,642.7900919227231
191820,1400000US06037191820,06037191820,717.5323088267462,,556.1322546779642,763.3616357663741,755.1677064830831,718.3717228577386,697.779576303011,492.12708390570543,
191901,1400000US06037191901,06037191901,336.8338441848563,542.8719988011844,291.9101946974181,407.6738558196267,307.13851966992434,407.0983878333285,332.0612714649942,,
191902,1400000US06037191902,06037191902,971.9040061568412,1098.1822432257516,972.2914841482325,782.0393800734903,833.6234315546999,756.1101725237452,827.990582640808,885.4379150441453,871.7233529395912
192001,1400000US06037192001,06037192001,536.7518079652226,540.6196772400059,132.6634655994111,505.5819627442352,130.6769247434547,175.25104008703286,160.71672536329112,271.9318637322457,
192002,1400000US06037192002,06037192002,387.70648470827587,378.71880520489617,181.11141312385303,459.16867438019074,453.5810486969191,131.42241400298929,93.78555465578539,,
192300,1400000US06037192300,06037192300,931.721827258953,1114.516347764943,902.1750755050388,918.0906074699374,,937.7026445976746,1009.0010142607747,1034.16688803707,
192410,1400000US06037192410,06037192410,445.87503141771276,445.32039405034953,405.50368005363424,616.323265412588,523.5365244206048,647.8884450599008,465.25272129097965,752.3621199682698,
192420,1400000US06037192420,06037192420,729.5002561193519,,478.45840931890814,617.520606976969,624.1982325583135,545.9273335735803,554.4556904138653,400.9674738139861,
192510,1400000US06037192510,06037192510,802.42349074561,658.1942636116623,675.4359462596531,627.9926407490117,622.92580904031,712.4621506567024,668.5739112751331,814.9207791479656,
192520,1400000US06037192520,06037192520,903.3375972856982,,,760.596993922585,851.2299729533534,800.9286493910395,673.0854875326269,,
192610,1400000US06037192610,06037192610,588.0779623042246,672.7391853558588,811.2187475167432,614.4164768802441,548.2630259008085,610.4653504109186,672.9579062567605,,
192620,1400000US06037192620,06037192620,801.7935212083408,,,753.7323512254906,770.6175389745537,828.745127805123,622.5792584066804,,
192700,1400000US06037192700,06037192700,198.056424615479,170.10837277387913,153.53611091054654,191.8420635524982,207.6878888126746,170.332606550438,161.5946992956361,,
194101,1400000US06037194101,06037194101,99.33904141493473,98.37743968026763,181.03220423463017,123.03447000558785,204.01275112856288,236.05812537962285,171.6744839786144,105.4516016591169,191.36216864720677
194102,1400000US06037194102,06037194102,211.25856301815256,238.4737750004941,,113.63269227667274,49.58427055130604,202.9738250033075,560.6912138026095,,
194200,1400000US06037194200,06037194200,211.21728316465965,310.99922946192925,105.10512709907692,119.43596295179849,104.50995330967177,,463.3639377065187,,
194300,1400000US06037194300,06037194300,434.3691328965898,385.95019466650945,193.55100748672544,546.4120885920705,685.8820508810836,391.3606696443806,343.52874386251403,,
194401,1400000US06037194401,06037194401,448.81716119886914,473.830887836241,405.10346922775415,507.98887617039355,480.15121748640263,479.33544921641777,410.8931068510426,395.46408479045516,
194402,1400000US06037194402,06037194402,554.7594080513036,406.0317352401316,452.2858332102045,507.01869200757443,412.9480894913414,408.91131339508127,386.38669016626494,437.65353509809705,
194500,1400000US06037194500,06037194500,764.6516492745909,773.0433794800426,320.7168909551562,926.1640307296892,751.4983847120188,248.00986882391294,232.31845604591908,,
195100,1400000US06037195100,06037195100,272.75570991443107,229.04525421710892,592.4701851940678,294.25596060564925,392.8433246251701,399.85360148047874,492.6231360656596,542.745100600246,
195201,1400000US06037195201,06037195201,431.98511914623185,421.9157783155365,718.8962240890492,508.36169896444085,535.1033697724364,594.2981877412456,204.97935115242058,366.33631293756565,
195202,1400000US06037195202,06037195202,652.0939195692503,633.6235255377321,648.5008212090208,810.5249977558556,773.3688453601912,839.4113236663547,794.1209332675502,,
195300,1400000US06037195300,06037195300,937.7083982010671,956.5125966690986,1134.1449502953792,854.3243934138898,876.4705264049888,692.6644079622045,734.8832162132226,,
195400,1400000US06037195400,06037195400,441.34417437564355,378.11561347397065,566.8467859540808,469.01804030293926,472.7062526628946,550.9472565570999,592.0041028323294,,
195500,1400000US06037195500,06037195500,446.67822461170806,292.61297755043006,105.64981668806199,416.4158291366487,365.042175966039,418.7372012786431,325.535661632529,245.12321942403213,
195600,1400000US06037195600,06037195600,667.4811318298025,716.1690523866815,630.1954362671618,615.8273551309848,571.3751311519414,560.987807814401,534.0013996027106,,
195710,1400000US06037195710,06037195710,540.3166533159284,603.3829023493055,610.3217635614411,563.6055090811018,564.8707065039639,485.97778797136766,486.81656305220315,,
195720,1400000US06037195720,06037195720,170.16457809438623,290.9518340903855,81.02397050115756,203.22753659303797,181.72241466161893,165.7858134254926,190.8380791408072,75.40077220912559,
195802,1400000US06037195802,06037195802,712.7859716484098,,748.0740218770661,640.7992618595711,693.8310208807576,621.0360169976234,652.1391288498378,,
195803,1400000US06037195803,06037195803,241.699557821649,397.47858187290063,156.72687508801783,182.4577809870868,316.1542331287958,167.03757346016198,171.4508603155014,,
195804,1400000US06037195804,06037195804,518.3185735881605,204.58493434785717,,480.0851542091444,488.78050714809,494.7909629369099,533.0105534204438,,
195901,1400000US06037195901,06037195901,341.25216443555115,403.36101089590693,363.6826488840777,341.83576288164915,331.22231917281465,243.07658196308597,338.92548755486735,468.79636742553976,
195902,1400000US06037195902,06037195902,157.4853175988809,194.42585197553433,91.27999847164443,135.49347318902554,176.71218000865503,244.07469239821182,175.72271625064715,15.442897792582954,83.11555252295398
195903,1400000US06037195903,06037195903,366.5389837435871,348.08710048323564,262.7017802756746,355.3551173365146,258.26646403065376,277.0444436285698,307.0168148430897,,
197200,1400000US06037197200,06037197200,192.52227513763148,150.75315259694358,,182.4486155191105,153.05254713930574,185.5513737336966,123.1166299555293,,
197300,1400000US06037197300,06037197300,185.93027251876785,154.7522534907524,191.72875425323278,207.0769908457385,255.22123732338252,231.66973708847058,205.76751291333017,,
197410,1400000US06037197410,06037197410,275.3988266029715,251.8423435319116,191.0149680843847,312.1031221571004,370.94894743883816,327.48467658799115,312.1379821739083,,
197420,1400000US06037197420,06037197420,495.4404031256951,558.5631412621365,368.72727704139743,526.6936250834765,487.40195283442597,499.03667925728,468.49026026024,,
197500,1400000US06037197500,06037197500,270.6046458840717,285.1619152565787,158.9038213607596,250.24428510670327,247.47934955813622,204.31334136778696,156.3977537879242,,
197600,1400000US06037197600,06037197600,371.00950415308245,365.8013375072993,237.1284832059687,402.3510296676249,328.42780269900925,386.74622383887635,364.92993230941704,,
197700,1400000US06037197700,06037197700,303.10875431207216,,416.12796097815374,146.79867177368632,176.31190963293494,129.8295991954027,240.3103031092771,424.6989950458395,
199001,1400000US06037199001,06037199001,494.07626896542916,,496.6003889610304,492.63403658088373,495.04435243744507,479.1852157420914,504.04130119322565,,
199002,1400000US06037199002,06037199002,190.8304697250421,137.08164351411705,190.83191874725205,198.5004158021594,188.4517151693991,226.22757461953393,174.78426447546337,,
199110,1400000US06037199110,06037199110,334.82407496128866,,,351.4958695888997,309.1391792463628,350.43746843466204,341.86940212345434,,
199120,1400000US06037199120,06037199120,219.24321780532117,,291.00271905121883,227.6788810777572,244.8065236955401,290.6892119586207,221.53770433001398,,
199201,1400000US06037199201,06037199201,271.7807375671357,,,281.0921801777724,335.95431707469623,345.6695163361318,337.32019679898923,,
199202,1400000US06037199202,06037199202,212.6704354200514,260.8362608107614,,284.63075294044046,253.344125591914,229.37677414307046,366.7400648311534,,
199300,1400000US06037199300,06037199300,134.05257317730792,146.7398802106526,,147.09504358483204,112.1512932932908,97.91089164671016,324.7904538888676,,
199400,1400000US06037199400,06037199400,100.3808051652941,77.13216763409346,111.2274007748841,143.20317459673063,113.36568212257718,151.4628693577967,129.25076666990995,,
199700,1400000US06037199700,06037199700,231.33019918145806,,48.31021243219662,255.37287560705798,213.5518534585518,204.55728939294806,201.91083263336384,,
199801,1400000US06037199801,06037199801,326.4622463512321,438.67820270815037,,308.92215488648804,336.7834466450589,361.9417912081383,351.8352438270816,,
199802,1400000US06037199802,06037199802,466.6977255548419,,,445.8031338085677,449.9982148494644,415.64474715619605,355.85297941006,,
199900,1400000US06037199900,06037199900,329.96258230459546,,,461.7588325184406,524.3054768686286,435.2754175566135,513.2535475801151,,
201110,1400000US06037201110,06037201110,234.18460228680888,117.77193594003953,,295.42692360886804,454.1128998305081,265.01254854625364,395.23841309235456,,
201120,1400000US06037201120,06037201120,311.66930791431366,300.45647769091124,,358.3529265241063,364.8945643149869,265.34266252179145,367.65003592399626,,
201200,1400000US06037201200,06037201200,616.541619906556,332.1821084617683,,628.5920590958283,642.7559900528677,647.7435234783708,670.5595243945264,,
201301,1400000US06037201301,06037201301,233.10545979523928,547.6098244323392,36.966271383261486,164.40514742773286,198.72603261671384,316.6706274846408,344.1176953816428,,
201302,1400000US06037201302,06037201302,311.09465372737725,471.21320384122873,275.2224672023593,216.37435879217153,194.05794374365837,224.61977852559454,454.10270788057835,118.15025357706473,
201401,1400000US06037201401,06037201401,459.09838122335225,349.65393213761513,530.4941251531955,435.68212883824185,400.2638035673876,537.7475423524294,407.18122090261085,,
201402,1400000US06037201402,06037201402,367.6912375324116,341.56340207673645,,505.27752642517277,406.8441620939557,400.55867285548607,301.3878682625251,,
201501,1400000US06037201501,06037201501,497.5808744255939,464.99619015003975,,575.552802656582,633.8396091526442,593.516535275618,595.2829901067014,,
201503,1400000US06037201503,06037201503,885.3440642154862,959.3552987031557,978.8176856006054,887.8019948408986,911.2672597872051,877.3556724778753,895.2926891713087,,
201504,1400000US06037201504,06037201504,561.6067681545658,655.3526758737526,,603.9509738320709,620.6252100678973,581.8505462797496,602.623964691115,,
201601,1400000US06037201601,06037201601,475.66176449634395,452.39800073503153,208.00213995322162,652.178790742354,613.879094924516,645.3445426972548,149.51738609685174,,
201602,1400000US06037201602,06037201602,589.0125556297611,594.4994009265191,,691.693128017902,690.8794743934855,676.7717964657295,577.8570684897635,,
201700,1400000US06037201700,06037201700,1039.795157748477,930.8825083720892,709.1113955149904,983.0868991576409,939.3506519156977,890.6202275594969,865.0170263232009,,
203100,1400000US06037203100,06037203100,156.2685286515268,129.05731608470808,,157.5932250960199,171.97871104075028,188.19847751497207,134.24948549763073,,
203200,1400000US06037203200,06037203200,276.4227599359729,248.86251323519255,,260.3844316636821,210.66425322644875,210.03224627521516,232.01609067288308,,
203300,1400000US06037203300,06037203300,403.7204126986546,,,263.7957083926447,269.01111103309677,222.44603352242174,422.1732298224042,,
203500,1400000US06037203500,06037203500,205.31218691332336,,,184.48131574653576,147.19078028019607,216.40242702120995,191.188873204145,,
203601,1400000US06037203601,06037203601,402.7450267269271,,,363.72755311352756,454.3267463547884,472.50805575252036,579.9969853303462,,
203602,1400000US06037203602,06037203602,205.79371028658358,,,169.18477124118857,219.4085962489744,215.53428898509821,120.3707280658426,,
203710,1400000US06037203710,06037203710,377.9923775358727,,,312.2056714584203,337.6281161304762,398.8319943412332,420.7125866747216,,
203720,1400000US06037203720,06037203720,631.1799984240424,686.4084835840147,,657.2732304800895,630.6517892569204,657.8138166005378,658.2384012268499,,
203800,1400000US06037203800,06037203800,699.3792918743967,590.1123100581323,,713.9429100804263,564.0552664789029,577.2524629760683,546.2552177329114,,
203900,1400000US06037203900,06037203900,910.2682368378353,1017.3079820062777,,906.6049626642462,937.8349462102657,952.3046858679659,952.99637990875,,
204110,1400000US06037204110,06037204110,459.541925469661,464.6724328262945,,492.534213425872,423.11178683494836,376.65393107998733,335.75565048168755,,
204120,1400000US06037204120,06037204120,548.3514680521973,,,539.3825899297854,478.47210941294094,590.6022233189315,507.399071475488,,
204200,1400000US06037204200,06037204200,466.77778794535016,429.2885520683407,,439.6232827815694,441.6004896126795,439.13831239327806,470.25959570870657,,
204300,1400000US06037204300,06037204300,225.31132483765327,193.9054297501651,,180.63013214076736,226.2606544024211,186.8645401120553,194.93986669522008,,
204410,1400000US06037204410,06037204410,292.82833022945056,,,317.49295255369685,336.90796540020034,257.618617367097,243.49544714452318,,
204420,1400000US06037204420,06037204420,162.48102049445427,250.27163634159345,,173.9103397501684,191.17074916511092,199.9741805851925,232.1767778156862,,
204600,1400000US06037204600,06037204600,239.7972391576153,,,200.97597013507502,189.98401879620195,192.35390383586474,186.9490443619377,,
204700,1400000US06037204700,06037204700,362.47673555531395,127.26621917172928,,361.439549789561,338.89958237037376,317.4458787880329,354.4674408377565,,
204810,1400000US06037204810,06037204810,392.85426524743957,39.19967875339397,,356.0132777477302,344.6897689890123,364.9432479570885,484.19840888305333,,
204820,1400000US06037204820,06037204820,327.3238078251949,528.4948010764064,,329.97443942670884,290.6053234111358,331.1762572323269,280.0818407070315,,
204910,1400000US06037204910,06037204910,314.90223367887484,,,542.1517275186254,643.224370574748,610.3601534157029,634.7592947211101,,
204920,1400000US06037204920,06037204920,640.0821117333044,839.4916462107108,,647.8814181909521,665.1857516429748,,686.6690901016075,,
205110,1400000US06037205110,06037205110,,,,,,,374.5017654408063,,
205120,1400000US06037205120,06037205120,519.6241357486091,,,465.30520209989373,322.5657932259027,361.09060285266327,423.97682566462623,,
206010,1400000US06037206010,06037206010,73.10415467406828,42.12815021281451,83.10681296142137,76.61641836449589,41.51103293079764,44.77046669111551,30.489595505416712,,
206020,1400000US06037206020,06037206020,,,,,,,,,
206050,1400000US06037206050,06037206050,112.3784848424189,141.0685906975029,,148.227289622348,106.21843205235339,119.3762998162883,239.75469345705073,,
206051,1400000US06037206051,06037206051,,,274.0666384658414,,,,603.8184059088534,147.89083249175806,
206052,1400000US06037206052,06037206052,,,665.0998646069834,,,,,725.8182995414932,
206053,1400000US06037206053,06037206053,121.42456802684033,,,159.7080324888164,250.96675558179695,211.29937041609557,228.6418224313993,,
206054,1400000US06037206054,06037206054,132.9046318784384,,,139.53110594538114,,172.54318685957435,119.31721429202838,,
206201,1400000US06037206201,06037206201,,,438.43088321863826,,,,68.22802748531844,,
206202,1400000US06037206202,06037206202,,,596.9827675683557,,,,430.54714595453424,236.88153342469928,
206301,1400000US06037206301,06037206301,,,,,,,271.22268794833633,,
206302,1400000US06037206302,06037206302,,,,,,,338.66574636994034,,
206303,1400000US06037206303,06037206303,,,,,64.06947811983095,,122.57664171303345,,
207101,1400000US06037207101,06037207101,171.49247101503414,,112.97279668608483,151.58022347494028,142.02775105680882,226.1395241124123,220.92278523171905,,
207102,1400000US06037207102,06037207102,59.465359354902446,,,92.33824645826346,121.38303905117579,42.935792138606374,84.38066876329013,,
207103,1400000US06037207103,06037207103,170.6601546103279,,154.3617433690185,67.93343583140312,134.57058214017235,182.48318625621792,118.61617874027881,,
207303,1400000US06037207303,06037207303,,,,,,,426.9080398659118,,
207304,1400000US06037207304,06037207304,,,248.0661529559792,,,,,,
207305,1400000US06037207305,06037207305,,,101.80117783530389,,,,,301.35070772584845,
207306,1400000US06037207306,06037207306,,,,,,,,,
207307,1400000US06037207307,06037207307,,,,,,,,,
207308,1400000US06037207308,06037207308,,,364.10639530856963,,,,,,
207400,1400000US06037207400,06037207400,,,,,,,,,
207501,1400000US06037207501,06037207501,,,293.8558017176294,,,,,325.21028629711793,
207502,1400000US06037207502,06037207502,,,377.11187123941136,,,,,,
207711,1400000US06037207711,06037207711,,,100.82271629120007,,,,525.8542857729798,,
207712,1400000US06037207712,06037207712,,,,,,,,157.29748768971734,
207901,1400000US06037207901,06037207901,,,75.79147448778049,,,,192.55853560925922,,
207902,1400000US06037207902,06037207902,,,305.1709026374171,,,,361.0140285627577,99.21829644784238,
208001,1400000US06037208001,06037208001,108.30393055667753,,,110.78061114651697,87.31569329942185,55.666896776278506,100.66487940592147,,
208002,1400000US06037208002,06037208002,108.57166814815096,,,131.33825677682307,145.2482895296529,133.00481503459304,162.66515629259135,,
208301,1400000US06037208301,06037208301,167.21170303291228,,,202.1774586406952,269.19598542780795,239.8626930852721,233.56014269672562,,
208302,1400000US06037208302,06037208302,155.2448449654393,,,154.62180430634166,175.24388611376395,127.49752613163118,170.8432206776423,147.44692431065184,
208401,1400000US06037208401,06037208401,394.53955144086126,,,412.5075763306861,319.76445060518694,352.1051846182225,400.92038879311144,,
208402,1400000US06037208402,06037208402,296.54049586831815,,,317.1906090597967,339.8392849076136,291.80303632977115,347.5359392470744,,
208501,1400000US06037208501,06037208501,260.915399635437,,46.0114724713279,147.9341934374155,151.66226852318403,158.92491677251516,108.46983837671624,125.58922800673105,
208502,1400000US06037208502,06037208502,382.0264979737184,,,359.1047209425186,428.4281596691541,407.51608728894564,419.3762916490478,,
208610,1400000US06037208610,06037208610,642.5599029300538,512.6473769018089,202.21862086335017,524.763716685515,570.016580423982,635.118580824386,560.7633915956063,,
208620,1400000US06037208620,06037208620,466.80288079372775,236.10368876386073,240.34317492496925,545.5016517157021,454.930681367048,587.2643690614301,389.3929650361614,,
