GEOID,Median_0100,Median_0101,Median_010C,Median_0200,Median_0300,Median_0400,Median_0500,Median_010E,Median_010D
1400000US06037101110,570.5430615,628.6426245,159.496626,405.1179769,398.2569042,277.9580816,511.9866905,,
1400000US06037101122,383.6513124,219.3730348,,559.2937761,562.1454442,,421.0543491,,
1400000US06037101220,558.8591191,513.5534467,480.5184356,469.581703,472.421677,440.2756405,431.1619555,,
1400000US06037101221,383.3343207,408.802945,317.1136444,366.8389278,407.9390861,341.4261247,285.751874,125.2848377,
1400000US06037101222,267.0276626,,160.1982565,279.884119,259.8533093,290.9460397,199.8861277,76.09192284,177.0246577
1400000US06037101300,479.9756898,458.4111444,364.3202224,511.7970512,435.3747227,,,,
1400000US06037101400,320.9836533,178.558385,583.0497345,503.0609312,381.8878472,388.6028138,365.2337249,,
1400000US06037102103,542.8157129,487.0642556,1106.291031,,,,1122.608185,,
1400000US06037102104,254.1393081,223.7741684,94.86928288,,,,,,
1400000US06037102105,464.1691771,561.4285185,,65.2861403,609.236281,567.4013574,580.262517,,
1400000US06037102107,334.4750169,339.9035814,769.7896057,371.4495953,373.3377522,,512.6155448,,
1400000US06037103101,433.6966367,431.3767963,343.6174994,461.7525113,,,,,
1400000US06037103102,689.1583764,734.3164265,476.6001803,707.0466926,177.3592941,859.867614,817.6176913,,
1400000US06037103201,236.9260873,250.2472811,,122.1076317,124.914542,75.88051539,89.22634998,,
1400000US06037103202,293.9007793,339.4125771,,265.8286122,273.622428,,,,
1400000US06037103300,393.9629717,558.2820119,,422.99935,213.5214837,172.2797785,263.3109759,,271.1347269
1400000US06037103401,333.6338475,350.0085609,200.7750813,354.7929652,401.810488,390.3086522,77.00053957,,
1400000US06037103402,543.7548477,597.9182183,787.9592701,528.4070392,192.1582324,653.0917872,619.2403382,,
1400000US06037104103,769.2496296,740.782336,,,,,,,1148.429013
1400000US06037104105,530.4579871,527.5207839,518.1917918,570.4451208,,,546.888603,,522.3165413
1400000US06037104108,260.5309785,249.7547364,405.5007895,180.0153263,44.62967588,,126.7613844,47.49556843,
1400000US06037104124,270.6995804,363.975582,139.074119,320.588662,236.7764227,,,,
1400000US06037104201,831.4742874,854.2139712,,972.6442828,,,1170.758206,,
1400000US06037104203,396.1497677,336.3269746,735.6459307,561.3538266,531.6543263,,458.6990289,323.292073,
1400000US06037104204,548.9709862,657.1330332,,,,,111.7597399,,945.5269924
1400000US06037104310,586.28653,466.666164,,851.6990833,943.9982845,,,,
1400000US06037104321,574.3749257,558.2247928,,624.2976386,766.5913995,700.2502142,729.0602238,,
1400000US06037104322,851.0808949,904.7596355,,781.1840156,,959.9950772,995.5191209,,
1400000US06037104401,396.883589,347.3251837,,374.9201349,434.3951258,,531.5855677,,
1400000US06037104403,867.0460509,1048.78082,,375.5941365,1051.441996,,893.5347281,,
1400000US06037104404,714.9568354,712.6930906,,614.3788802,808.3460579,917.5576807,865.2678315,,
1400000US06037104500,785.2684169,711.5210077,,1015.89271,465.6580819,1052.462024,722.8767191,,
1400000US06037104610,807.9533182,678.291184,,764.9351745,679.3103771,769.7256627,879.5295203,,
1400000US06037104620,652.1578426,487.5897813,,956.9715861,1005.808779,,,,
1400000US06037104701,322.3772623,180.5592864,,406.0455018,587.9858489,618.9029753,598.0455964,,
1400000US06037104703,409.8587844,,,433.2265167,595.2018266,,223.6751477,101.4290089,
1400000US06037104704,326.3925055,416.8635502,99.40902307,201.3480995,,,226.5206745,162.8399043,
1400000US06037104821,705.7925658,768.7324729,,588.6764439,544.9173721,530.7627564,582.3846939,,
1400000US06037104822,870.0747917,945.067731,,588.6537479,,,926.9359053,,1110.757915
1400000US06037104823,428.5664354,757.3935106,,618.0474613,941.2313387,,,,
1400000US06037104824,725.2578845,503.5592034,,554.8436839,521.4428119,,,,
1400000US06037106010,246.1051099,251.528999,581.9439878,485.4736693,424.0831402,,,,
1400000US06037106020,516.9424074,509.3893598,,907.8019253,708.5675202,,,,
1400000US06037106111,250.0801004,291.375211,,,,,,,65.22890809
1400000US06037106112,268.9071405,204.5159815,70.45262658,351.9146369,401.0537378,,,,
1400000US06037106113,579.2632084,559.2226601,852.8956352,761.1956366,,,,,632.908476
1400000US06037106114,714.1232696,962.527773,1073.957019,352.9352991,497.5747106,368.1707171,322.9850716,,
1400000US06037106403,525.6943074,533.637511,,321.821864,,,,,
1400000US06037106405,547.7508716,521.9199793,751.302845,600.768727,519.5858946,620.5430944,825.0136968,675.6946496,782.3970642
1400000US06037106406,576.0894756,620.3965365,792.2165845,562.5559697,560.3051862,,723.7634583,,358.1204698
1400000US06037106407,,,626.3259225,,,,690.6941049,614.6696986,
1400000US06037106408,558.4877826,,560.3956029,753.9834705,,766.863654,767.296496,,466.0238621
1400000US06037106510,625.8347882,570.5113152,,750.025656,902.1436917,,,,320.1487319
1400000US06037106520,847.6977228,1009.77888,908.1951674,847.2673001,439.7041358,753.8010687,,,402.8113158
1400000US06037106603,226.1550142,208.4689481,,663.9119014,,,,,
1400000US06037106604,292.5447061,181.0714086,,278.8394735,389.0135468,,456.0970911,,135.6901052
1400000US06037106641,501.6564974,525.8229236,,308.3111207,,,,,
1400000US06037106642,609.9776092,636.0800846,,,,,,,
1400000US06037106643,600.9487466,657.9833866,,292.4709727,,229.1757136,,,
1400000US06037106645,243.1026591,113.6720927,,,,,,,
1400000US06037106646,424.4365063,328.0126144,,879.9484262,,,,,
1400000US06037106648,300.081056,275.4317934,,441.891157,457.2848926,,189.3974097,,
1400000US06037106649,222.9697103,152.5214296,,272.1832559,322.1473727,,,,
1400000US06037107010,502.1140588,512.3609186,,541.1449483,495.3660379,778.3425791,,,
1400000US06037107020,365.9010014,314.8611473,394.6879471,614.1790405,542.2077151,554.0038792,316.3921617,,438.8574703
1400000US06037108101,226.1839531,251.3459954,,,,,,,
1400000US06037108102,401.089655,376.0844327,107.9318673,,,,,,276.771265
1400000US06037108103,157.3536968,152.180835,,,,,,,159.8286728
1400000US06037108104,137.3460201,134.517504,,,,,,,
1400000US06037108202,361.7772374,580.2874534,920.8082359,,,,715.8075929,,505.8221534
1400000US06037108203,235.4160843,172.922189,,,,,,,260.5017513
1400000US06037108204,68.16015984,75.96702115,,,,,,,196.7844619
1400000US06037109100,393.7607988,411.6294229,,139.9748679,,,,,
1400000US06037109200,514.5957078,525.754953,643.9893593,527.8250481,,840.2313938,,,
1400000US06037109300,739.8391867,709.6063602,787.3394024,,,,,,
1400000US06037109400,330.7708416,312.5447799,304.0414969,256.4206314,305.3424429,158.7905572,154.1917638,,427.9927946
1400000US06037109500,325.3570117,309.4134232,360.5617786,355.1253385,300.5747349,113.8345202,408.89458,,
1400000US06037109601,389.40459,385.5927633,,472.6693423,506.3664623,,,,
1400000US06037109603,982.5667489,864.5199522,1376.07037,1386.547702,,,1347.041452,,
1400000US06037109604,756.0882377,759.3805511,639.4368866,491.3346647,499.5656778,,394.1428728,,
1400000US06037109700,1113.861282,1151.735007,1069.368727,1081.573542,,,,1051.542479,
1400000US06037109800,1548.403541,1446.532558,1510.313959,1470.27995,1670.040004,,1515.776645,,
1400000US06037111100,523.7308287,536.7059833,,,,,,,
1400000US06037111201,977.3572423,976.4118199,900.6677897,,,,,,
1400000US06037111202,1180.523871,1132.335711,1096.568478,1370.580191,1532.736897,1589.362118,789.5842515,961.843277,
1400000US06037111204,427.6616488,492.6053468,,,,,,,265.5050314
1400000US06037111205,310.8866894,364.2990853,142.1834719,467.8905956,416.5156652,,,107.0471073,
1400000US06037111206,672.6915538,642.9402071,,,,,,,
1400000US06037111302,1287.910159,1257.11905,860.5763722,1414.36199,,,790.9298872,,
1400000US06037111303,1150.772231,1164.63495,895.2009789,1304.182995,1516.011631,1135.448705,1188.73878,,
1400000US06037111304,,,395.5325878,,,,690.6113339,,
1400000US06037111401,864.6173046,908.8448589,,,1206.481964,,438.2756232,,
1400000US06037111402,321.1409653,283.565852,252.1905228,,,,271.2681449,,
1400000US06037113101,759.5882104,649.0404589,,891.4412732,,,,,479.1282345
1400000US06037113102,209.2802139,282.0473327,,,,,,,309.9973627
1400000US06037113211,256.3149863,344.1627329,122.7689977,83.72561382,,,,,
1400000US06037113212,712.1346318,786.2501478,1130.336789,488.9103835,,,785.6330471,,
1400000US06037113213,834.7828818,630.2667047,1069.685465,1220.524409,,1004.081225,1289.24917,1242.759366,
1400000US06037113231,124.7423861,123.9363736,,115.6851119,,,52.56563192,,288.7704294
1400000US06037113232,268.7506746,285.6572427,,205.627401,,,,,
1400000US06037113234,737.1875393,692.3889763,992.201086,525.6025206,,1113.314065,275.5329668,789.576446,
1400000US06037113235,129.697848,57.67129173,,180.2006679,,,,,
1400000US06037113237,524.3259955,351.8408515,59.19118116,552.0153098,,,122.5916823,,
1400000US06037113238,453.1245007,496.791526,78.502147,,,,497.1966701,,
1400000US06037113239,,,,,,,350.919032,,
1400000US06037113301,1258.451167,1120.636595,1099.864381,,,,,,
1400000US06037113303,1520.814291,1558.30109,,,,,,,
1400000US06037113322,797.4003927,809.9737611,481.3242169,546.5944421,,,347.9263347,,
1400000US06037113323,1488.524904,1490.42221,1321.842398,1319.211748,,,1313.023426,1115.454421,
1400000US06037113324,731.839377,,621.4078207,,,765.4639379,1135.418258,,
1400000US06037113423,512.1158188,548.4195788,102.350944,,212.7933942,,218.8520982,,
1400000US06037113424,947.7392228,904.9507271,,1076.999916,,,840.0314454,,
1400000US06037113425,,,726.4672874,,,,819.1271185,511.7568787,
1400000US06037113426,724.0975654,822.0016839,,,,,,,
1400000US06037113427,1111.880642,1097.828866,963.8096443,,,610.9330857,633.7606211,679.4323787,
1400000US06037113428,629.5086726,610.3166394,1112.986053,195.0582416,,773.7144986,,,
1400000US06037115101,690.0457985,666.3618683,1220.617504,1012.903211,,,627.1202827,,1258.051035
1400000US06037115103,,,,,,,,,
1400000US06037115104,1247.550167,1293.58531,1217.910779,,,,1136.336315,,
1400000US06037115202,743.9350626,736.1088928,1139.702825,959.0892698,179.1863753,161.4055787,1100.429868,,
1400000US06037115203,693.3799294,594.9180163,1159.473274,,,,1151.396069,,
1400000US06037115204,847.0157212,854.4228028,598.8245486,,,,1026.236454,,
1400000US06037115301,811.0025503,976.543051,65.53227031,,,,283.2897433,,
1400000US06037115302,977.7893701,833.0741875,,,,528.8870847,480.5725511,,
1400000US06037115401,1500.712759,1385.885562,1472.861945,1361.720265,,,2105.364783,1544.738798,
1400000US06037115403,1593.29402,1653.709305,1309.92401,1542.128564,,,1841.247009,,
1400000US06037115404,870.4377218,941.3919454,,822.4013259,,1160.350361,1147.251666,,
1400000US06037117101,738.0339423,762.5034727,557.8040075,,,,871.0716634,,
1400000US06037117102,996.0725318,1051.002965,1494.868252,1160.004125,959.9795442,,1546.977942,1453.536159,
1400000US06037117201,1568.210418,1556.100261,1458.70304,1260.841267,830.2051523,832.0300509,832.7761578,,
1400000US06037117202,1626.320569,1631.318836,,1388.267783,,,,,
1400000US06037117301,1662.382684,1660.139134,,1797.224745,,,,,
1400000US06037117302,1096.35598,961.3710077,1181.817569,,1121.893085,,,,
1400000US06037117303,1688.958923,1676.290017,,,,,,,
1400000US06037117404,1297.19476,1278.388788,1862.69609,1159.386763,,,,,1684.537999
1400000US06037117405,321.2530135,,559.9120844,,,,535.6656209,,
1400000US06037117407,224.0707615,,,,,,409.029166,401.7080469,
1400000US06037117408,586.9013807,574.9427367,683.4346825,686.9041873,489.9338489,,715.0183678,,
1400000US06037117510,258.732861,242.6369395,413.1667616,293.2554354,,,321.7103431,,
1400000US06037117520,192.5963983,98.01201268,277.3472394,243.226004,,75.12308741,130.4595637,283.8377228,
1400000US06037117530,422.7619564,406.3189165,622.1365711,727.8187961,,692.3724096,568.9833734,285.4539679,
1400000US06037119001,414.8416196,384.6679895,,,,,,,
1400000US06037119003,1123.88618,1179.782576,624.3973716,1450.671551,1272.01942,605.6661129,633.438385,,
1400000US06037119004,929.6936705,821.4968339,,1043.213928,,,,,
1400000US06037119201,1129.467388,1082.910983,,,,,660.0395908,,
1400000US06037119202,393.3139463,392.7569572,433.5503085,561.9663692,,582.3552916,,,
1400000US06037119310,872.3946697,861.2202196,882.0504438,1024.15056,,732.6140167,968.7929946,,1016.866427
1400000US06037119320,455.0193149,460.0690213,127.9759548,190.0564307,,,191.9281001,324.8972569,
1400000US06037119340,,,,195.4860349,,,349.4753125,,
1400000US06037119341,579.0720037,619.4566892,425.4493623,554.0500728,,750.8670154,535.2113817,179.6116068,
1400000US06037119342,587.7917914,492.6864094,402.7639687,,,,472.3781694,,636.8643115
1400000US06037119400,1196.130668,1131.758305,668.5976942,995.803923,,,,,
1400000US06037119700,789.9305274,1090.276257,,1435.663104,,,1460.572273,,
1400000US06037119801,715.7312157,699.6528372,,655.7901532,,,,,
1400000US06037119802,439.1822511,301.2070922,,,,,583.1975931,,
1400000US06037119900,299.7875795,293.0739476,,,,,400.451303,,
1400000US06037120010,410.6295192,433.2537726,,135.4111917,114.1150441,,462.3591656,,
1400000US06037120020,419.1340362,394.0047391,564.0142306,315.7112807,,217.8929921,177.1501436,,
1400000US06037120030,222.8034584,174.0887778,,86.70197045,,93.32392675,84.78790551,,
1400000US06037120103,,,419.035129,,555.0235231,,576.3182227,418.9839497,
1400000US06037120104,489.4287545,498.6850535,619.0633688,595.0756012,,589.7837345,599.3950109,,
1400000US06037120105,477.024191,475.310366,,538.2178996,,,632.5255881,,
1400000US06037120106,568.8210991,558.0893703,,492.5361809,,461.6317393,683.4539673,610.2467049,
1400000US06037120107,219.8174894,294.9011902,84.99398113,374.6267741,,,356.8824981,409.3880828,
1400000US06037120108,94.39307561,166.3262862,286.5671282,,93.90804737,,254.8222092,155.3882837,
1400000US06037120300,995.6660843,1206.192837,,652.1481293,582.6201687,,620.4137574,,
1400000US06037120400,930.963538,950.034767,1502.92339,749.2263921,778.7881664,1045.738694,1496.894191,1596.333504,
1400000US06037121010,336.2133219,342.1392029,,87.77663477,,,355.9416347,,
1400000US06037121020,396.7554277,280.5488509,871.5884921,695.8870451,,,112.7422971,,
1400000US06037121101,736.3272435,686.907121,860.5781702,705.7796567,,826.0797217,987.9685006,,
1400000US06037121102,632.673312,366.6436857,,853.3355751,1178.137771,1234.30283,1186.569015,,
1400000US06037121210,694.8639813,627.1065949,,982.7454221,1071.447741,,639.9505522,,
1400000US06037121221,586.2838953,553.6440628,,422.3082778,,157.3336536,75.38097006,,
1400000US06037121222,836.2157677,707.1983271,862.0201528,992.905272,,788.0347912,977.1249037,,
1400000US06037121600,217.7250919,275.2516852,,283.2706811,37.72013155,,,,
1400000US06037121801,1165.821801,1167.951577,892.7865966,1294.865001,,,954.6755159,,
1400000US06037121802,1119.514163,1074.370986,,1321.920833,,,1379.347707,,
1400000US06037121900,1042.974063,992.6547748,,1181.642841,1047.11889,1288.711252,1378.98091,,
1400000US06037122000,724.8994829,776.7146575,,832.2369009,811.2467851,,1141.905626,,
1400000US06037122120,807.052665,842.6377541,466.3040727,690.2361827,500.5868331,,466.3170568,,
1400000US06037122121,443.3721339,487.6440021,356.5973568,620.7640639,550.4049923,584.8195965,356.5519149,,
1400000US06037122122,208.8027968,196.1883041,64.02829756,207.6029339,159.8083341,311.0365396,199.3562129,,
1400000US06037122200,426.1159019,396.7764179,,465.8676448,197.2266099,54.53611204,378.8892881,,
1400000US06037122410,1143.149634,1157.55606,952.5554249,1054.513238,1015.17359,1044.763258,1071.833397,,
1400000US06037122420,1541.314398,1594.865894,,1473.175087,1480.780031,1573.197336,1500.554705,,
1400000US06037123010,1339.120946,1345.897189,,1121.649912,1440.031428,1523.401658,1474.939314,,
1400000US06037123020,1446.081692,1457.415112,1078.65992,1379.867803,1482.117969,1424.760502,1225.156771,,
1400000US06037123103,548.3722446,605.9647067,871.4572869,734.1485344,468.9878414,527.7996632,466.7404467,,
1400000US06037123104,423.0702738,444.1994884,751.529092,395.1402839,449.9528924,332.8400716,337.864922,,
1400000US06037123203,873.5327954,803.9230211,1013.239101,985.1890667,972.8084403,939.0383084,972.8120014,1031.232467,
1400000US06037123204,567.7524874,584.3743171,439.7611921,576.5309229,675.7666216,673.0332133,576.4020529,,
1400000US06037123205,952.5588213,923.7132579,,930.0014436,984.264134,1073.498427,1078.257739,,
1400000US06037123206,298.0257818,332.482141,184.0457649,360.2035685,430.3814797,398.9508657,464.4637888,,
1400000US06037123301,193.7020777,135.8770205,433.120194,74.62527957,191.9856067,191.9865439,279.996762,,
1400000US06037123303,574.8392876,565.0354979,,452.2466551,544.8166069,510.9794309,604.7622026,,
1400000US06037123304,265.871414,236.5722534,44.69798634,365.9734838,141.9970997,237.0480946,80.4777216,,
1400000US06037123410,419.8409139,415.0314757,154.1924807,103.6034289,,567.4128053,307.6369493,,
1400000US06037123420,364.6295501,309.9764585,756.7606341,508.1862383,462.9901541,553.4335831,574.6997839,,
1400000US06037123510,249.8971441,275.3518234,589.8142803,138.4318617,,148.5168723,255.3761986,,
1400000US06037123520,187.5591626,190.351375,,266.3759198,415.537096,340.5643694,356.1847401,,
1400000US06037123601,133.1455548,102.21156,49.82890934,265.1273103,175.0481137,94.45100215,195.3721754,248.4041543,
1400000US06037123602,609.0191072,636.2745882,254.4036679,830.968907,333.7416294,414.1826507,438.8863752,,
1400000US06037123700,481.5449296,475.9133025,495.2957687,327.7418293,236.3363289,132.3399835,418.1684615,,
1400000US06037123800,403.7214256,578.3842442,831.1569574,298.3314593,412.6182127,467.3237034,495.6788863,377.8535593,
1400000US06037123901,575.3941595,566.1399927,712.9378383,711.1679626,763.5398087,659.6867314,785.4397272,,
1400000US06037123902,676.3615556,667.9087632,580.2710541,474.3629014,558.3874272,813.6642951,633.656406,,
1400000US06037124000,803.7962104,819.6793156,967.0727367,950.6720814,973.1628951,724.0589725,884.3674725,698.9200968,
1400000US06037124102,394.7864464,402.6571082,205.7515856,311.6452749,381.7179938,212.3936154,256.7517563,,
1400000US06037124103,809.0643705,809.6778227,1112.890266,1079.753627,996.8840411,994.0844323,1077.952111,,
1400000US06037124104,639.4577739,651.7023488,923.9924764,738.6605111,846.4535228,824.7544595,709.7494383,,
1400000US06037124105,384.0723274,383.3609002,356.0029587,559.7468506,409.1865128,479.324566,364.8321324,,
1400000US06037124201,447.1745084,398.9554931,291.4095043,473.9957964,249.5564184,454.3788358,313.2021174,,
1400000US06037124203,572.1777331,652.5449528,,447.6581106,403.2582667,436.5539346,355.3628749,,
1400000US06037124204,667.6449085,706.3315477,763.8587687,669.1062012,628.1641204,673.5479392,662.7007191,,
1400000US06037124300,256.5991139,285.1357287,590.9353542,380.6239931,224.7769669,134.3731053,131.2532284,,
1400000US06037124400,430.8917743,384.3110736,638.0379036,468.0315376,344.0603111,233.4588706,221.445211,110.2180073,
1400000US06037124500,1104.109972,1031.49509,1024.06836,1224.548182,1169.558466,1281.82659,1112.928101,1070.33954,
1400000US06037124600,1158.702919,1120.202971,855.2514751,1123.493917,985.5043071,,889.4141431,,
1400000US06037124700,811.6636757,774.1317454,250.5754959,811.0817935,,823.690563,862.3738966,664.6045639,
1400000US06037124902,861.9660647,937.1071027,981.0161923,850.0132308,921.0482686,1003.496655,931.9519219,1024.787268,
1400000US06037124903,859.7898174,908.22322,907.4965449,880.5799661,890.3436609,877.7599675,899.6041161,906.8522101,
1400000US06037125101,338.3158311,301.7575969,284.8177065,358.8115326,235.0588748,393.6443331,356.690022,246.0024982,
1400000US06037125102,577.383344,627.9323588,652.0822584,286.4484028,237.4123538,654.2996264,518.8614158,337.5721857,
1400000US06037125200,215.4134175,213.4399534,271.8311227,195.652095,231.6604828,212.3424634,226.7966486,302.2316042,
1400000US06037125310,544.6225961,521.4820534,670.9195648,585.2173247,533.1253146,686.7395876,598.0210626,,
1400000US06037125321,996.1165138,931.7724667,1052.160171,995.6854011,830.3097758,938.3514089,940.2176727,745.1808733,
1400000US06037125322,941.5512838,941.4318502,,941.406537,83.04223085,941.8338139,692.143448,,
1400000US06037125402,524.6448763,555.0483493,412.3068365,345.8631044,295.6084293,376.5658632,378.804988,253.156805,
1400000US06037125403,207.6813299,,199.5794341,258.1534168,158.5968772,192.1331724,133.1059891,114.4159188,
1400000US06037125404,,,747.6794941,707.4064208,531.7720918,661.606541,691.8604769,379.1538287,
1400000US06037125501,1205.365227,1313.738472,1030.753479,1092.547606,1155.235402,1131.317273,1176.567991,,
1400000US06037125502,1078.249106,1145.265559,1185.246602,1186.70859,1031.395838,1048.256545,1041.80658,948.7215318,
1400000US06037125600,1132.570748,1228.632344,1104.228354,1026.370998,1037.773661,1008.641749,1068.475131,1122.821073,
1400000US06037127102,441.4929528,520.9602239,480.4542336,329.4192992,306.6114772,,512.2830104,,
1400000US06037127103,921.1188936,945.0461673,983.4310997,985.6189291,958.0081884,966.5206192,912.2068723,,
1400000US06037127104,571.3323329,454.7824137,490.5247204,680.6580741,,,479.4965258,401.7235588,
1400000US06037127210,1146.105004,1199.302892,1508.053655,1238.329024,737.9573334,1367.620558,956.5740631,1506.213715,
1400000US06037127220,969.5056314,1040.798451,1240.027164,1223.455633,1038.567777,963.4499124,908.5802369,,
1400000US06037127300,1009.027003,978.2507574,1570.95223,1173.680256,,1467.503437,1368.526361,1532.462359,
1400000US06037127400,1411.79067,1476.585659,1379.415029,1371.343686,1096.187265,1125.99332,1237.860875,,
1400000US06037127520,,,163.6539981,,,,322.374466,,
1400000US06037127603,708.7874764,777.2032147,853.3439271,607.114438,613.4788927,509.4119364,494.4633757,1048.812725,
1400000US06037127604,852.8722433,971.4748446,983.9580847,,774.3396245,1175.057531,807.7232399,611.8025228,
1400000US06037127605,211.2686132,215.0205158,265.0946734,440.8322897,226.4878285,260.4558602,257.7129515,,
1400000US06037127606,518.089525,534.1331745,557.8171007,568.0114974,286.0595177,754.8103112,681.7536346,,
1400000US06037127711,465.818528,565.7498443,,455.6335307,842.5062878,935.8012707,864.4534344,,
1400000US06037127712,1348.208627,1245.120887,1478.589919,1358.228681,,1497.291134,1292.149816,,
1400000US06037127803,836.4262008,843.8434507,,600.3610355,530.9405088,761.7691492,551.7902035,928.5154675,
1400000US06037127804,1467.930606,1546.96369,1552.855083,1273.706132,1200.439117,1177.67814,1227.296556,,
1400000US06037127805,934.1953188,961.638984,,932.6095016,658.3277499,968.3187791,954.5104109,,
1400000US06037127806,720.4186744,687.8569366,704.0134159,804.2471163,823.5007765,799.2771886,730.9234373,,
1400000US06037127910,250.0499892,207.8121914,363.3493005,179.9303712,136.5854006,307.9090387,205.1318059,178.6174662,
1400000US06037127920,453.7292343,449.2950434,151.4242415,489.1148287,409.5718208,377.2473209,447.4401137,184.9414342,
1400000US06037128101,625.7133748,624.9700008,823.5085412,634.2495083,675.7733563,484.9089009,517.2434541,498.1407588,
1400000US06037128102,371.7308328,428.059651,498.7092251,574.3553206,746.9934521,747.2300585,463.8735836,,745.8193549
1400000US06037128210,1101.532643,1146.420675,1453.397241,1155.406414,1024.993135,1128.623853,1194.359485,,
1400000US06037128220,1151.984106,1106.349998,796.7735774,1457.43503,1381.673285,1257.050717,1199.425022,1020.391569,
1400000US06037128302,281.2152682,197.2200371,387.2544201,661.0011096,698.4041652,481.1079093,605.9040368,,
1400000US06037128303,871.0216753,,973.1878625,780.4659149,742.9806265,859.7947539,840.0295795,,
1400000US06037128400,802.4556247,679.9829386,544.8441996,742.8801434,1078.43359,936.6136667,805.508022,,
1400000US06037128500,746.4495642,592.0022993,625.4173018,307.141591,851.1897642,815.565155,850.3899912,477.7939266,
1400000US06037128601,1393.274579,1392.175669,1525.825884,1482.45398,1492.746582,1371.796057,1463.202409,1467.059282,
1400000US06037128602,1147.985886,931.8469088,1132.950361,1243.251334,1111.367254,1179.853518,1159.736089,1228.30063,
1400000US06037128703,152.7090363,117.8553342,176.3405559,251.6423677,,228.2801928,92.97637065,63.99134421,
1400000US06037128704,354.3414304,479.3367066,534.8749037,254.634432,,,69.03339972,472.3893546,
1400000US06037128801,515.0738303,483.6802314,393.0730927,,562.5818769,138.316454,221.1598574,85.15291964,
1400000US06037128802,781.7160295,735.2814758,597.194136,1011.96272,861.0770937,757.7611811,618.9526381,610.3690386,
1400000US06037128910,286.9112378,280.3032042,361.0085437,58.17963711,180.9815228,154.2002087,364.4713366,331.6461222,
1400000US06037131021,1509.365732,1490.387738,,1754.138187,,,1616.195907,,
1400000US06037131022,1979.064275,1973.06389,1911.147106,2098.593884,,1804.165435,1816.924307,1747.395203,
1400000US06037131023,1387.009072,1454.880975,1139.648833,1336.075752,1365.361729,,1114.415366,1117.983219,
1400000US06037131024,407.4912742,418.6667503,454.7710167,696.5083344,840.9208389,757.8373732,612.0924603,777.6861698,
1400000US06037131100,1606.479185,1608.067636,,1305.707272,,,1680.196038,,
1400000US06037131200,1659.659876,1559.221901,,,,,856.5530504,,
1400000US06037131300,1713.09208,1442.124753,,,,,,,
1400000US06037131400,1898.058212,1935.215961,1748.33466,2014.209488,1919.496407,,1941.299567,,
1400000US06037131600,1572.644514,1490.685629,949.7132984,1835.428345,,,1686.872947,,
1400000US06037131701,1293.365192,1171.184993,1154.293085,1267.42814,1245.635169,1329.869414,1344.960225,,1338.428272
1400000US06037131702,1267.175868,1266.67074,934.0502183,1456.089916,,,889.3640915,,
1400000US06037131801,1318.287328,1324.227545,1696.996842,1330.410703,,1662.462564,1575.618684,,
1400000US06037131802,709.0787724,775.478397,422.3968942,643.5883533,,,397.3459398,,
1400000US06037131900,531.0032509,552.9224918,609.7395096,214.5625732,171.2105006,,665.5419051,,
1400000US06037132001,388.259362,394.6115948,627.2696376,357.4936788,,,654.6671294,,
1400000US06037132002,254.087948,216.2960092,303.0685008,90.47460962,,,331.8368922,,
1400000US06037132101,328.1939414,334.1337538,158.8306472,94.77626585,449.1662401,438.7065855,102.652854,,
1400000US06037132102,902.3958302,835.2556064,658.0445238,752.4445984,760.0124712,884.6938339,746.307811,1140.085587,379.9267963
1400000US06037132301,493.8087127,778.0488627,869.332039,,,,956.1205076,401.7785838,
1400000US06037132302,634.8214677,652.0156854,,473.6336448,,,,,
1400000US06037132501,445.4689813,485.4353559,752.4417507,581.8059037,670.3408499,717.6738747,824.4144635,,
1400000US06037132502,402.7541476,452.9373394,365.4825808,,,,98.51220363,,
1400000US06037132700,412.9513112,428.6859173,,766.0101643,,,136.8810423,,
1400000US06037132900,270.0144065,263.8509638,,335.9301251,,,,,
1400000US06037133000,1061.546952,1124.6904,1054.247409,1125.06579,,,,,
1400000US06037133101,722.5660524,729.7519923,,,,,,669.0729178,
1400000US06037133102,345.5957982,446.9968169,139.5823871,604.584765,507.735143,,411.4178886,520.17937,
1400000US06037134001,584.8334106,306.5871313,287.7280029,276.0758206,,138.0185696,508.4759208,320.4158045,
1400000US06037134002,442.3400952,319.0678037,498.8702016,,,,254.3287679,,
1400000US06037134101,795.7479096,765.1913687,,766.3622782,,,354.2245303,,
1400000US06037134103,899.7539779,900.5503759,308.922658,616.7271787,,,244.0875193,,887.427364
1400000US06037134104,750.6640406,773.6645448,460.0947021,854.3759518,,637.9108363,500.4488606,428.0478368,
1400000US06037134201,1091.218836,1098.282802,,1118.81547,,,1040.879384,,
1400000US06037134302,991.2185614,1022.257965,,,,,,,
1400000US06037134303,987.5570836,934.3620102,701.7022702,1092.515981,,1135.396538,,,
1400000US06037134304,553.2860452,551.2571103,149.0623232,,,,264.3925947,805.6969085,
1400000US06037134305,,,176.6882035,,,,44.22345979,,
1400000US06037134306,357.4300339,187.0229874,652.354299,179.062856,,,786.345013,291.7696094,
1400000US06037134421,419.615839,473.2454123,,,,,,,651.8221894
1400000US06037134422,490.1312389,443.8741659,352.2225593,,,,,,841.3440949
1400000US06037134423,652.0496507,376.4579754,,691.5282339,,,,,
1400000US06037134424,106.4220248,109.791629,,,,,,,
