TRACT_FIPS,GEOID,FIPS,MedinaSqFtVal_0100,MedinaSqFtVal_0101,MedinaSqFtVal_010C,MedinaSqFtVal_0200,MedinaSqFtVal_0300,MedinaSqFtVal_0400,MedinaSqFtVal_0500,MedinaSqFtVal_010E,MedinaSqFtVal_010D
117405,1400000US06037117405,06037117405,150.73986486486487,,60.76236559139785,,,,76.07333196626077,,
117407,1400000US06037117407,06037117407,217.1328513613488,,,,,,92.48410518053375,154.11937128292269,
117408,1400000US06037117408,06037117408,126.536875,143.67,43.82575173477255,27.99789385004212,90.15095003046923,,36.84680728432791,,
117510,1400000US06037117510,06037117510,142.92455357142856,141.54022988505747,61.153069153069154,115.88502454991817,,,68.61319807169247,,
117520,1400000US06037117520,06037117520,97.9202657807309,115.33385328761526,57.025577043044294,0.0,,96.98743102391171,42.26363273117285,53.676923076923075,
117530,1400000US06037117530,06037117530,120.42574109206737,131.4705393050775,65.04845814977973,71.91883116883118,,70.85802469135803,36.72770123277738,119.49762282091918,
119001,1400000US06037119001,06037119001,124.9704708699122,138.60837914610704,,,,,,,
119003,1400000US06037119003,06037119003,119.80476667450144,149.2521268368136,53.584417350601704,138.6532590972171,45.66428571428571,31.658373205741626,165.90271810609383,,
119004,1400000US06037119004,06037119004,124.83476334509606,108.08276959808994,,96.80586592178771,,,,,
119201,1400000US06037119201,06037119201,122.3262099308611,144.30991561595124,,,,,143.28536828608063,,
119202,1400000US06037119202,06037119202,117.24336557044826,131.18525728413317,59.90797041906327,182.7967213114754,,42.53262955854127,,,
119310,1400000US06037119310,06037119310,148.7509091281519,112.11111111111111,75.472,341.7448559670782,,70.76102833771546,69.71912041572362,,104.32805755395684
119320,1400000US06037119320,06037119320,114.30015432098766,161.72490566610162,45.16717482398258,290.4845422116528,,,30.193965417516758,8.528147389969293,
119340,1400000US06037119340,06037119340,,,,29.911321206318814,,,46.31057725544417,,
119341,1400000US06037119341,06037119341,151.30822711471612,122.90263647717497,64.95150624540778,76.66412490922295,,36.165308201732046,88.11533013953701,70.56620795795374,
119342,1400000US06037119342,06037119342,179.31045716112533,71.2990791261886,76.79615384615384,,,,32.55448584064418,,125.05245649948823
119400,1400000US06037119400,06037119400,124.40129402104495,121.91321656050955,44.792270531400966,85.89752490473475,,,,,
119700,1400000US06037119700,06037119700,110.42332361516036,111.9494961454115,,93.95240193918026,,,37.878569847243746,,
119801,1400000US06037119801,06037119801,129.89495114006516,131.7012614678899,,61.94394765173865,,,,,
119802,1400000US06037119802,06037119802,123.82773109243698,114.19354766252759,,,,,112.91507081356528,,
119900,1400000US06037119900,06037119900,155.79683467741935,154.86152728085867,,,,,33.698387935517424,,
120010,1400000US06037120010,06037120010,172.29657027572293,181.175,,126.67168338907469,96.11859561487327,,73.40525826981444,,
120020,1400000US06037120020,06037120020,124.96571906354515,133.86718994520933,92.27744680851063,21.91255230125523,,75.87399193548387,64.77918056217246,,
120030,1400000US06037120030,06037120030,167.87915652879155,185.80521582338326,,161.58775684931507,,177.94200626959247,71.55813012130608,,
120103,1400000US06037120103,06037120103,,,28.63287965616046,,59.40660474716202,,83.45117561309327,73.07928557778061,
120104,1400000US06037120104,06037120104,165.0966469428008,160.2985926243676,112.01714285714286,78.55332194841372,,204.97291407222914,82.33949771689498,,
120105,1400000US06037120105,06037120105,132.52626164619602,137.8017316017316,,120.54101591008612,,,58.32583667470339,,
120106,1400000US06037120106,06037120106,124.35167837626854,98.17067307692308,,96.16091954022988,,125.87983425414365,38.76934120928706,58.209396923769205,
120107,1400000US06037120107,06037120107,139.30446796002352,241.89178240740742,30.205293737895417,53.78129713423831,,,91.07519958794747,72.03004609154367,
120108,1400000US06037120108,06037120108,113.99274761383195,112.72567001929534,52.53134613484404,,0.0,,30.179143254768555,74.9811715788951,
120300,1400000US06037120300,06037120300,162.98197115384616,159.39527720739218,,76.64350728155341,78.42936288088643,,87.84864244884247,,
120400,1400000US06037120400,06037120400,144.19721646041344,148.1513067400275,51.76326530612245,155.25176470588235,107.55404935696906,151.30332986472425,74.9128602466487,83.55563847897183,
121010,1400000US06037121010,06037121010,125.80909272201586,126.52862362971986,,128.40380725234314,,,17.999395063719955,,
121020,1400000US06037121020,06037121020,135.51806530272393,153.22612813195775,49.2228813559322,25.274672641392986,,,113.74046268717613,,
121101,1400000US06037121101,06037121101,135.03132147200785,194.71065787634535,158.87251655629137,68.21695278743252,,154.38325791855203,21.416869989543393,,
121102,1400000US06037121102,06037121102,186.30049212852026,212.63630041724616,,123.4488231555906,200.411866759195,63.75209205020921,83.23634592812726,,
121210,1400000US06037121210,06037121210,113.91973199706035,125.8007330939918,,111.95375784891559,138.56647075286872,,61.793598578799944,,
121221,1400000US06037121221,06037121221,132.40930743243243,168.531072683944,,153.67077948478607,,51.37976737895591,10.741463032581454,,
121222,1400000US06037121222,06037121222,131.4545909743067,117.21479099678457,86.52790178571429,182.12893108480947,,57.70866921590678,43.79171501335439,,
121600,1400000US06037121600,06037121600,123.46311475409836,111.41342476706996,,98.595585643797,91.42725968436154,,,,
121801,1400000US06037121801,06037121801,144.59576138147565,175.69999225586616,73.61206896551724,86.96931217901688,,,41.60773266800453,,
121802,1400000US06037121802,06037121802,141.44294294294295,112.79307911407216,,188.57649253731344,,,94.48163701067615,,
121900,1400000US06037121900,06037121900,140.37102473498234,168.23479087452472,,90.55891553701773,122.47150476078227,125.52320075757575,66.64768722066785,,
122000,1400000US06037122000,06037122000,120.6532615202261,121.72085844649071,,121.2932076383853,234.83747044917257,,210.43145337362233,,
122120,1400000US06037122120,06037122120,123.79520089285714,127.31174135782527,48.03472222222222,73.74878587196469,84.21553258417666,,28.84600630223318,,
122121,1400000US06037122121,06037122121,122.6640505274178,203.67951939746223,99.712274799699,118.78471834913553,60.38666239179224,31.334457019022395,102.66733769501761,,
122122,1400000US06037122122,06037122122,150.20194174757282,206.35943899363002,52.00610485385057,163.8016137791312,81.60892707836997,27.883552631578947,72.5603630595909,,
122200,1400000US06037122200,06037122200,145.63153435567227,89.62123684275093,,107.26250290602127,94.63947217272403,87.14222222222222,62.77698627146387,,
122410,1400000US06037122410,06037122410,123.15982617093192,115.8970695970696,25.362666666666666,108.59665229017301,160.77613719859897,49.93878848042874,97.78462201198707,,
122420,1400000US06037122420,06037122420,125.64620531400966,129.88259668508286,,92.40508170745954,86.97943758127438,167.19795120436152,41.14551020408163,,
123010,1400000US06037123010,06037123010,131.77958387516256,147.4918884220355,,177.70712952673432,167.44429893367268,136.62298886138615,98.53584407003633,,
123020,1400000US06037123020,06037123020,132.68628334866605,142.71539379474942,92.41922120961061,138.59408602150538,135.4197255246632,91.9887808526552,42.486023356922914,,
123103,1400000US06037123103,06037123103,167.87958115183247,126.73102529960053,178.99115044247787,112.0253086419753,99.20366666666666,125.8085419095348,87.79753697980357,,
123104,1400000US06037123104,06037123104,162.21905697445973,172.0618783220376,204.04321728691477,124.11284137803952,155.68348348348349,157.1508507853403,89.89250658367249,,
123203,1400000US06037123203,06037123203,143.90854870775348,123.48408972352634,102.4572864321608,117.93930765595462,69.41466083150985,66.70066733162345,63.281825975139306,35.63646286047354,
123204,1400000US06037123204,06037123204,152.46711145340072,237.27214953145136,186.44222624533683,131.76033591731266,103.88025401956614,81.00800707039896,110.59937580561673,,
123205,1400000US06037123205,06037123205,195.82521489971347,187.01503268910938,,124.50063312361982,88.18668831168831,121.1924677077638,83.15571485463958,,
123206,1400000US06037123206,06037123206,163.04499612102404,129.14050303555942,85.48275862068965,109.55466877868486,177.6549707602339,99.8157825283716,10.225983165663958,,
123301,1400000US06037123301,06037123301,116.71177021289711,90.28378378378379,79.93589150178695,60.33868613138686,150.62288271013102,53.96083385975995,127.71560534591195,,
123303,1400000US06037123303,06037123303,150.97007654836466,147.56233912104472,,145.98204607046068,33.24169555236057,136.94168232276652,86.62987700859622,,
123304,1400000US06037123304,06037123304,157.97074113620187,151.13067353663598,61.630340017436794,55.870843373493976,83.03185271440523,106.1429780033841,79.58250753985351,,
123410,1400000US06037123410,06037123410,140.57901390644753,136.80887616320686,69.72879377431906,45.8755980861244,,81.94073107049608,86.87198706643152,,
123420,1400000US06037123420,06037123420,150.96901412796774,173.1734219269103,114.4605072463768,226.95944705941898,34.26915444551068,142.75496503496504,55.15238943967918,,
123510,1400000US06037123510,06037123510,153.52891986062718,133.4001079913607,60.791869918699184,37.669361831482846,,58.060049893086244,66.61234567901235,,
123520,1400000US06037123520,06037123520,140.8966049382716,145.37576875768758,,220.6836867157075,185.32918988426917,128.4800074972417,90.88217291507269,,
123601,1400000US06037123601,06037123601,168.93719412724306,173.820664692333,65.32264336432529,75.5033407572383,202.38493919550982,148.5495977143294,45.74321678321678,236.33683326875888,
123602,1400000US06037123602,06037123602,193.73050717457738,183.9112554112554,147.83502538071065,116.0854898336414,85.72,95.39786645594627,46.33673469387755,,
123700,1400000US06037123700,06037123700,161.99479166666666,159.0561555075594,159.115234375,40.4785391566265,104.52473415737829,139.28263724717627,61.19656699889258,,
123800,1400000US06037123800,06037123800,187.41466797307083,166.67037944374647,133.74886784685054,164.13392918469674,112.20888286201853,168.71113127646703,56.81484906649602,109.23617511520737,
123901,1400000US06037123901,06037123901,148.35168345102576,222.25067543740613,74.08310626702998,193.77407336316222,83.5796349907028,93.19951303351475,93.52445155393053,,
123902,1400000US06037123902,06037123902,202.6978196646553,172.5015346838551,98.43846205477,68.27576754385964,226.49658291449234,242.09606986899564,43.40617115445886,,
124000,1400000US06037124000,06037124000,223.96993524514338,236.28453038674033,201.62025316455697,46.57582800697269,118.53475627343525,94.67007478277088,109.76158769608676,140.17676100166418,
124102,1400000US06037124102,06037124102,222.01980198019803,221.98458712006408,137.12179487179486,148.56728780943274,125.53880821231847,157.14364919354838,85.166211790393,,
124103,1400000US06037124103,06037124103,165.6040044493882,190.98522622345337,55.871428571428574,116.20406665287805,140.16304785542286,87.98894032921811,87.04513564078579,,
124104,1400000US06037124104,06037124104,150.84945900117083,182.03755868544602,24.610953058321478,64.79109499001899,inf,58.60217809096733,128.80598401784056,,
124105,1400000US06037124105,06037124105,180.04727623727624,127.12810873047658,123.5746835443038,158.04186491248055,56.73395721925134,130.9138597459967,102.54286128704733,,
124201,1400000US06037124201,06037124201,157.71885871394903,158.6937889235739,124.69402985074628,142.84800136972277,147.11232323232323,45.515093435553425,51.858767975960504,,
124203,1400000US06037124203,06037124203,187.29818880788685,198.42983179797426,,120.72288261515602,117.52046783625731,171.07438880376154,89.3594042557734,,
124204,1400000US06037124204,06037124204,190.4945701357466,158.48701754385965,141.90420560747663,105.03951807228916,129.65538945712038,196.74804244724564,107.07686553600799,,
124300,1400000US06037124300,06037124300,192.48729446935724,191.18873909595558,247.13427730730766,136.48642133286745,139.85983650794302,112.96740172579099,102.65922619047619,,
124400,1400000US06037124400,06037124400,223.7881830475378,206.15977494706974,153.45454545454547,220.04207436399219,116.6028955532575,44.309037900874635,82.39645366343258,175.84402079722705,
124500,1400000US06037124500,06037124500,234.25113464447807,198.6999854853673,120.07021791767555,129.01557573510522,263.02129629629627,127.81441267706246,81.91037641904003,257.5277970116618,
124600,1400000US06037124600,06037124600,232.0890022675737,238.2614513638703,85.21843207660083,197.8637352041495,103.48717948717949,,19.34032983508246,,
124700,1400000US06037124700,06037124700,220.6326932545544,217.89399205596203,190.11180186705298,38.967207792207795,,87.97955922077992,84.5288645734059,213.97070405805533,
