TRACT_FIPS,GEOID,FIPS,MedinaSqFtVal_0100,MedinaSqFtVal_0101,MedinaSqFtVal_010C,MedinaSqFtVal_0200,MedinaSqFtVal_0300,MedinaSqFtVal_0400,MedinaSqFtVal_0500,MedinaSqFtVal_010E,MedinaSqFtVal_010D
212306,1400000US06037212306,06037212306,89.98012100259291,,212.33333333333334,178.59819393035377,167.19347466989183,112.07623914146711,104.03260086455332,,
212410,1400000US06037212410,06037212410,119.5259336099585,,208.48676893576223,,,85.90688684015755,101.21334203229489,,
212420,1400000US06037212420,06037212420,225.77869879247817,,228.98389261744967,145.72815813803243,77.7030303030303,95.0485728251027,86.14841498559078,,
212501,1400000US06037212501,06037212501,104.73642533936652,,332.4030684500393,,146.55775169857938,,57.8801266495299,239.36594417110553,
212502,1400000US06037212502,06037212502,794.8424508663113,,209.3958549222798,,,,69.69844383972571,,
212610,1400000US06037212610,06037212610,214.62350230414748,143.23463232120844,167.61824593202672,194.2025939177102,156.51112119836586,94.43128916040101,60.74282296650718,,
212620,1400000US06037212620,06037212620,192.65294262753915,148.34472573839662,231.41055084193664,182.02734663710274,532.3634333238888,84.22447078192926,61.80799220546733,,
212701,1400000US06037212701,06037212701,206.92008303061755,266.8275870181254,156.0740179824494,242.69521497919555,55.13352617166869,157.63113744760977,107.38486451612903,,
212702,1400000US06037212702,06037212702,235.98281545805196,328.486386279767,237.8118479880775,177.65969162995594,131.5902530952266,176.54707893101306,63.0147239106402,250.8907049161528,
212800,1400000US06037212800,06037212800,205.22525661007256,268.00537412153784,,169.7529224229543,174.9462897526502,144.73703849175178,77.53421914816163,,
212900,1400000US06037212900,06037212900,167.88466381375036,209.3793371310202,156.0464984978763,200.6053806007052,175.3984208928029,113.05831265508685,100.81375,,
213100,1400000US06037213100,06037213100,213.46611001964638,229.52062217079362,266.81617647058823,85.1976663821404,101.55023707383157,121.94320045417786,106.15025906735751,,
213201,1400000US06037213201,06037213201,157.75,,245.9192821067821,404.40350247381565,132.06797167003702,73.52021576930832,81.53862515597459,,
213202,1400000US06037213202,06037213202,221.20953870211102,,278.1538448707256,141.9851253718657,111.75875639512003,153.58385964219644,83.41805697749311,,
213310,1400000US06037213310,06037213310,237.99662698412698,,286.72009685230023,164.24888229878516,247.28919697706004,169.2170988125068,137.3188622754491,,
213320,1400000US06037213320,06037213320,150.37236936739737,,188.80851063829786,151.24972590605998,135.55165114309906,145.88942307692307,72.88379487179488,,
213401,1400000US06037213401,06037213401,172.12831125827816,,234.59684523809523,,102.99247292087388,117.66788499025341,81.53140300523384,,
213402,1400000US06037213402,06037213402,134.04254295968616,,223.68425387596898,176.54854597084886,94.44794754166617,110.48518327515075,88.2457559822342,105.83460726481452,
214000,1400000US06037214000,06037214000,228.16834910438328,210.39195071967293,211.778211584045,127.86044317850887,201.57893242475865,75.10244286840032,47.1076071922545,,
214100,1400000US06037214100,06037214100,238.886346083802,321.15167953265177,386.94358697825896,164.53874983713715,244.9520870553841,150.4412032816773,66.17297915607524,270.9455576547721,
214400,1400000US06037214400,06037214400,625.6623427252041,,,79.84709821428571,290.73301174496646,111.67573147444324,60.76014412057937,,
214501,1400000US06037214501,06037214501,435.7220203982516,625.1694915254237,,,,,60.578435221751725,,
214503,1400000US06037214503,06037214503,,,,,,,58.033841417790796,,
214504,1400000US06037214504,06037214504,,,,,,69.99366110080396,42.639054917951626,,
214505,1400000US06037214505,06037214505,,,,,,,41.95130117181555,,
214600,1400000US06037214600,06037214600,287.7843819159026,514.7005649717514,254.92776203966005,162.23577712609972,158.8990194662096,127.90043823743437,74.27858393769455,495.29487179487177,
214700,1400000US06037214700,06037214700,233.53261402648357,411.6828345373237,317.572934973638,172.29205020920503,106.1423097708264,92.83161275744075,85.94947848761409,,
214800,1400000US06037214800,06037214800,271.9939727016871,422.00309878605367,344.0138686131387,152.79865449066006,87.75320566194837,86.07970629986411,60.70086260012323,260.0947603121516,
214902,1400000US06037214902,06037214902,317.2280701754386,415.0923204921036,358.5885922330097,178.6975871313673,251.2971875,208.098943140985,156.76660649819493,,
214903,1400000US06037214903,06037214903,356.89906597491824,613.0240818783865,366.49297297297295,107.7461439588689,,229.74844333748445,135.5587467543874,285.81432014954737,
214904,1400000US06037214904,06037214904,360.748196811029,538.35205364627,366.20048019207684,161.38384879725086,175.86761904761906,113.87635761982129,83.48881873191266,512.2198134092347,
215101,1400000US06037215101,06037215101,,,417.76632338517584,,,,72.35048528732091,386.4434628975265,
215102,1400000US06037215102,06037215102,376.416180514486,,,361.55219364599094,528.4274691358024,91.00710304603578,59.931594385082754,,
216100,1400000US06037216100,06037216100,227.20695902498892,311.0016882386044,,118.68238213399503,130.9274661508704,75.57780695994747,64.00630219001103,,
216201,1400000US06037216201,06037216201,265.69108069300967,342.4600323123233,318.125,182.27865657407858,118.18176254589963,69.71005005775895,58.12364802434915,,
216202,1400000US06037216202,06037216202,243.2785898538263,331.11929026271264,216.93588676103246,150.62514633575276,254.04849275263217,112.42406951468371,82.2293955800808,420.46153846153845,
216301,1400000US06037216301,06037216301,218.70209339774559,319.8925370669682,,236.21142764364313,120.02759294111831,231.61453634085214,23.034424717413568,,
216302,1400000US06037216302,06037216302,280.59965063373414,306.80865017084557,154.6613149847095,205.57069432860717,105.04961918256672,148.5500478927203,70.23487728899337,,
216401,1400000US06037216401,06037216401,428.55628012540456,327.03622715404697,223.89749798224375,191.6425084856122,152.49393548387096,241.5854158131913,97.73955817982119,104.50416281221092,
216402,1400000US06037216402,06037216402,256.34283862605315,,253.0743400080468,194.88832807570978,242.62097409770342,88.87131912302766,109.08658405996634,178.22480058013053,
216700,1400000US06037216700,06037216700,244.4865,174.54933116574017,319.760475913576,152.1865972115557,184.46204809634003,71.7517550702028,72.76695065672702,380.56378600823047,
216800,1400000US06037216800,06037216800,301.03162911611787,341.13572101790766,,169.841741135774,138.88176691729322,60.194529361231034,71.58951204055766,,
216901,1400000US06037216901,06037216901,257.38734738819267,373.55564777041064,,147.10919248349416,35.9708742402992,142.3011272141707,136.10517325524646,,
216902,1400000US06037216902,06037216902,260.9357990230286,429.7735042735043,412.2456982399259,156.23373083475298,142.74989733059547,130.73663596439326,75.32825062378708,,
217001,1400000US06037217001,06037217001,330.2238934250108,404.15074441687347,337.972412087037,221.75262368815592,147.7699363293298,165.5938779909463,70.80874060150376,313.8355586788475,
217002,1400000US06037217002,06037217002,312.2813432872697,256.3039182282794,224.23849291542416,181.17541880895175,172.27265207832113,309.3253712072305,89.19550164442506,188.78256130790191,
217101,1400000US06037217101,06037217101,307.374297188755,146.16638655462185,,172.664979757085,106.55578175895765,115.08065156932857,118.31280224105828,,
217102,1400000US06037217102,06037217102,385.60263034288397,405.7878365831012,,143.50343292029072,245.74934979299667,127.50142222393447,99.48046688899475,,
217200,1400000US06037217200,06037217200,207.89415620501364,226.24061081304168,,162.80634203774645,142.35759781619655,155.99572227960672,73.7421841767632,7.286235662148071,
218110,1400000US06037218110,06037218110,149.8457532051282,94.48684210526316,,108.97562246670526,91.71377743458046,115.25798200791263,102.03464696223317,,
218120,1400000US06037218120,06037218120,136.62876419714493,212.86293203857198,,116.43335552042599,112.18315495537368,134.54509151414308,101.4110775692348,242.35099444056112,
218210,1400000US06037218210,06037218210,223.49523125890312,,,151.20375562700963,88.41477272727273,119.58799313893654,98.32560195909252,,
218220,1400000US06037218220,06037218220,144.1324599708879,104.07954545454545,269.4551341350601,128.74072138003137,114.65976714100906,146.50790444330073,51.42885802469136,,
218300,1400000US06037218300,06037218300,221.79229600336868,207.6887373814622,333.876330977335,139.64990328820116,138.1204816461078,116.3228743784536,58.16738299904489,,
218400,1400000US06037218400,06037218400,160.48760099995536,70.93449381584975,,153.10209667687738,105.22676039656461,123.37353600797408,80.44203091684435,,
218500,1400000US06037218500,06037218500,162.61144190375688,131.0612489771828,,156.09243295019158,145.43774114345842,130.54375,69.193000868949,,
218600,1400000US06037218600,06037218600,201.5886752136752,1030.0856781837767,,121.3583860925289,131.64445072013555,104.43482352941176,156.00424020593675,,
218701,1400000US06037218701,06037218701,156.83330091663018,279.50689127105665,16.638683127572016,90.58660624370594,132.58397277086857,54.396370331404526,97.86320889142206,,
218702,1400000US06037218702,06037218702,173.34821428571428,369.4821323960164,,157.5474965348185,109.4122840661054,56.865276476101215,72.07658227848101,,
218800,1400000US06037218800,06037218800,135.92685435594396,108.85237471037118,,115.51956699346405,129.899100214541,80.27523647262296,85.87137081729452,,
218900,1400000US06037218900,06037218900,178.04651162790697,131.01458721291124,,93.51809720785936,107.99239659367396,61.041498993963785,42.660249150622874,,
219010,1400000US06037219010,06037219010,154.08934169278996,487.7346469622332,,119.06878306878306,93.81277777777778,92.24237918215613,79.48123980424144,,
219020,1400000US06037219020,06037219020,165.63936236642473,195.00344679017664,,135.94010416666666,128.50305748063596,106.05512649800266,109.05284552845528,,
219300,1400000US06037219300,06037219300,191.45977917981074,22.654859218891918,,123.60395012028502,112.56923890063425,72.83212272101161,92.99080042976095,,
219500,1400000US06037219500,06037219500,157.1448275862069,152.2020725388601,,437.14285714285717,71.55718806509947,112.87310979618672,19.304721591057174,,
219700,1400000US06037219700,06037219700,181.62927174202616,,,123.02724704057323,120.00763081395348,129.03439716312056,89.02106353591161,,
219800,1400000US06037219800,06037219800,164.87427597955707,94.72521865889213,,131.3356531627199,146.85099349842937,89.0043575483117,74.0534793814433,,
219901,1400000US06037219901,06037219901,179.34651162790698,109.66524816722782,,127.22428419936372,100.58696619787756,102.31865392604902,70.06695960007063,,
219902,1400000US06037219902,06037219902,158.0064062799194,363.7505262488535,,112.16911045943304,131.0974153315712,80.95161290322581,62.97659323367427,,
220000,1400000US06037220000,06037220000,170.74941084053418,178.45545977011494,,106.84310955453626,123.46595744680852,105.30119206912289,50.136584563310294,,
220100,1400000US06037220100,06037220100,139.46170365068002,170.9117318435754,37.47994652406417,18.5188927943761,,254.2510793756227,75.07749072243556,260.1918316831683,
221110,1400000US06037221110,06037221110,111.85618836291913,,,90.13375796178345,122.66759963113797,70.66203230423227,77.26034974807382,,
221120,1400000US06037221120,06037221120,177.21769573520052,,,91.20738636363636,62.21457943925234,176.19346733668343,38.67009694445229,,
221210,1400000US06037221210,06037221210,139.89615076182838,169.2236574840569,,121.41216216216216,113.82494914831032,82.09566714223683,108.7983286908078,206.87454545454545,
221220,1400000US06037221220,06037221220,151.23960295122004,,264.31412732053843,153.04194078947367,111.3793352819464,58.986790070336696,77.24043763803482,,
221302,1400000US06037221302,06037221302,125.40898345153664,165.86451084731888,,127.26112345756925,123.18108831400535,112.58858283845008,119.79346891523102,,
221303,1400000US06037221303,06037221303,136.11808624644055,,,119.17665879017014,55.95454545454545,94.08936612400416,145.17669270597287,,
221304,1400000US06037221304,06037221304,206.48687423687423,,196.57647058823528,98.1220603886843,52.17961904761905,83.87025080382408,63.144315753932744,,
221401,1400000US06037221401,06037221401,124.04336167864393,327.70200573065904,,106.1344537815126,112.14981785063752,77.67140800383629,58.68171069620345,,
221402,1400000US06037221402,06037221402,108.18237250554324,199.4704121549653,,83.46076736951262,99.7432657249015,105.66903587456338,84.31151897190792,,
221500,1400000US06037221500,06037221500,133.40980735551665,,,101.47383592943463,80.62561682149635,86.66874742284391,37.829765961728114,,
221601,1400000US06037221601,06037221601,114.81644054269752,83.14324917672887,,106.52292387543253,87.7062608016737,77.0476,71.31681046713723,,
221602,1400000US06037221602,06037221602,146.63606258737082,,46.5875456167383,96.09417989417989,79.09966153785565,116.74011478966653,92.54889610326327,,
221710,1400000US06037221710,06037221710,119.29483333333333,46.18339253996447,,103.13905388779665,146.34636108803986,87.1185763888889,41.60510750898682,,
221810,1400000US06037221810,06037221810,97.78744493392071,,,109.48827667057445,104.23139702352377,121.68492811105602,66.62082789914683,,
221820,1400000US06037221820,06037221820,110.71195207413706,207.9598914354644,,281.1247216035635,150.4786079182631,56.26174494094146,89.23930087031576,,
221900,1400000US06037221900,06037221900,97.14721195707199,,,98.17077315208157,121.53151378728194,126.27721774193549,108.01915204678363,,
222001,1400000US06037222001,06037222001,141.77914951989027,154.9841176470588,,127.64271186440678,117.13210671798149,66.04653401797177,93.33137119113573,,
222002,1400000US06037222002,06037222002,167.60117056856188,193.28006691252898,,125.19432918395574,126.00963302752294,124.20370370370371,59.31243298368298,,
222100,1400000US06037222100,06037222100,122.92957521716536,261.01177130044846,43.04639175257732,108.94746700407383,126.70220588235294,73.66316388511774,84.84293580790907,,
222200,1400000US06037222200,06037222200,121.60196084979577,324.79457364341084,,106.63387599584344,86.49443233204134,112.13156877897991,43.537969703789116,,
222500,1400000US06037222500,06037222500,156.59795918367348,172.9654867256637,,125.5031545741325,106.54764638346728,102.60074635743979,79.17252707141988,,
222600,1400000US06037222600,06037222600,134.06222232866708,106.9218523878437,,131.8963070651949,121.44125895917732,115.48345235375521,95.26135517498139,,
222700,1400000US06037222700,06037222700,,,,,,,54.12118388356407,,
224010,1400000US06037224010,06037224010,,,,,,,42.979085380244356,,
224020,1400000US06037224020,06037224020,85.39022256345618,,,93.50224885309143,48.848335481608416,78.39832941790655,46.401832599227724,,
224200,1400000US06037224200,06037224200,137.69205292038305,,,141.65865221808332,130.20591680030847,112.92145111133588,77.28493723849373,,
224310,1400000US06037224310,06037224310,131.52276407573493,,,68.18309339239572,42.6662737377531,69.08958294370674,85.48953080170416,,
224320,1400000US06037224320,06037224320,79.64581640942323,,,85.44234874518379,161.39309203613624,76.24842105263158,64.41962821213778,,
224410,1400000US06037224410,06037224410,109.84830408446375,96.86213408876299,,109.21472585006616,94.95474613686534,74.42136171301686,61.0040886113589,,
224420,1400000US06037224420,06037224420,111.48088405500238,,,73.38676816659887,151.5754884547069,83.65314949986482,34.05328476779271,,
224600,1400000US06037224600,06037224600,98.73832684824903,,,87.48448782199895,64.60192339214079,64.90274118603374,49.54113524877365,,
224701,1400000US06037224701,06037224701,154.95929923907272,,103.60295670538542,35.5515810487795,282.5959552495697,,11.406827880512092,,
224702,1400000US06037224702,06037224702,138.55338429983217,,,64.34396874078986,175.3897521821577,455.0769230769231,121.08652069034048,,
226001,1400000US06037226001,06037226001,109.78964438431619,,,85.3594006888674,50.420496438762676,73.0166037735849,33.24698923389262,,
226002,1400000US06037226002,06037226002,121.65261781360974,,,,44.1482905982906,,28.866876075087877,,
226410,1400000US06037226410,06037226410,112.94847605224963,,,81.45753715498938,68.33825701624815,60.21764705882353,48.391979666760804,,
226420,1400000US06037226420,06037226420,92.6858407079646,,,81.80665813060179,68.88602785985648,59.86436340371081,35.30782345648229,,
226701,1400000US06037226701,06037226701,108.63564356435644,,,82.03011677934849,70.34643314822725,46.13094475450696,37.221605995316594,,
226702,1400000US06037226702,06037226702,99.64529220779221,48.02629931120852,,71.9948296836983,55.31818181818182,62.75513043478261,56.58569164591351,,
227010,1400000US06037227010,06037227010,99.66938775510204,,,87.23251028806584,73.0916172106825,73.8468045112782,37.13495643303335,,82.19416157501698
227020,1400000US06037227020,06037227020,109.84523249179861,,,85.06666666666666,57.57226107226107,71.85887949260042,57.07654639175258,,
228100,1400000US06037228100,06037228100,119.68480909829407,,,109.32440485449982,58.06887304576141,71.51617873651772,54.32315406976744,,184.67852593187212
228210,1400000US06037228210,06037228210,117.63356164383562,,,99.10923403184646,73.29213143714897,61.14485559566787,59.72893587824351,,
228220,1400000US06037228220,06037228220,121.7189215843062,,,97.2007926023778,68.28582145536384,61.28686543110395,52.9737474202365,,
228310,1400000US06037228310,06037228310,122.98842105263158,,,83.6631972842613,53.772505871320604,76.65476875443989,55.152542372881356,,
228320,1400000US06037228320,06037228320,116.3324358974359,,,106.15201793721972,88.87252753168451,73.86883343006384,57.32857733664185,,
228410,1400000US06037228410,06037228410,105.21504813002058,,,102.30852050571374,66.27104262815575,70.87787356321839,74.99078783359874,,
228420,1400000US06037228420,06037228420,107.84763810619393,67.66032350142721,,87.73771773186076,63.21830357142857,72.78977007469655,88.4264049955397,,
228500,1400000US06037228500,06037228500,122.34691629955947,,,100.47607309725575,89.16500783108366,51.002382212811014,39.8843589454427,,
228600,1400000US06037228600,06037228600,105.1388270230141,,,87.94862147987148,62.49491830862753,56.48992029929673,38.44477698941985,,
228710,1400000US06037228710,06037228710,114.81622284878864,,,88.98212843372576,66.39083918421933,56.608973706430156,46.990927196103144,,
228720,1400000US06037228720,06037228720,119.05684210526316,,,90.60492991209313,77.61385099685205,67.0700288184438,62.23414940364093,,
228800,1400000US06037228800,06037228800,120.36367652702305,,,103.51223934723481,86.0118778280543,104.28539234401225,101.69891598915989,,
228900,1400000US06037228900,06037228900,128.86094674556213,,,100.32076446280992,166.38114488548328,,80.8370697821282,,
229100,1400000US06037229100,06037229100,110.77530134257117,,,98.16933880261516,71.14397784956161,43.25303863115076,49.0841560883874,,
229200,1400000US06037229200,06037229200,117.36652853319521,102.31898462548283,,98.24574753804835,63.612278761061944,64.38640124021458,55.37580993520518,,
229300,1400000US06037229300,06037229300,113.48312611012433,,,89.50954962318747,92.32410296411857,75.01844879518072,61.82835918037023,,
229410,1400000US06037229410,06037229410,115.75760382140768,,,104.24426007866273,65.6484375,59.76876971608833,59.27513964241618,,
229420,1400000US06037229420,06037229420,118.25019757196664,,,95.45179691956646,78.05507955936352,58.86366518706404,53.67985771453979,,
231100,1400000US06037231100,06037231100,88.28225806451613,,,78.50423349653501,54.077589764754435,107.11715481171548,60.693200392285064,,
231210,1400000US06037231210,06037231210,143.14734592322083,100.3539402173913,,103.41171292608277,111.18729641693811,127.94374548842231,63.14166168559474,,
231220,1400000US06037231220,06037231220,142.33622057356567,,,138.97928836962294,93.35847085400712,126.88866630936738,85.57729088488077,,164.41784989858013
231301,1400000US06037231301,06037231301,137.60696920583467,,,123.82151835093012,92.74810044700268,101.22481481481482,48.26108851099182,,
231302,1400000US06037231302,06037231302,151.6124567554932,98.2677966101695,,132.578319265144,87.92455947136564,123.64053728819336,85.46300773694391,,
231400,1400000US06037231400,06037231400,147.9906191369606,122.22619047619048,,123.2463389121339,83.41543974894047,84.69111217769901,116.16493699036323,,
231500,1400000US06037231500,06037231500,138.49112490149724,324.5479107142857,,111.0273788150808,121.36798839458415,141.8343195266272,53.11349841723268,,
231601,1400000US06037231601,06037231601,116.62277091906722,17.816930488644186,,118.17594154019112,76.70708748615725,100.2904694167852,51.98309700744177,,
231602,1400000US06037231602,06037231602,132.01222421400993,196.97500443883288,,120.80438235294118,68.77123695976155,103.40336879432624,64.4017316017316,,
231603,1400000US06037231603,06037231603,118.63069414316703,,,97.66348709956009,96.92123585726719,78.74629380053908,55.242741913206814,,
231710,1400000US06037231710,06037231710,104.12276785714286,,,109.75090909090909,104.84116948276866,82.82212359166951,83.2652587890625,,
231720,1400000US06037231720,06037231720,144.4909090909091,,97.75868372943327,110.76357560568087,104.5835603996367,85.60235029035718,65.31045689160773,,
231800,1400000US06037231800,06037231800,91.8058540155422,,,72.583726044612,63.38096020476989,50.68715953307393,52.08207206198056,,
231901,1400000US06037231901,06037231901,98.11120996441281,,,84.78349797365755,74.30738636363637,97.09801994340752,41.237989457831326,,
231902,1400000US06037231902,06037231902,107.39295697617891,,,101.80028945165071,76.19854881266491,59.450760784800615,27.178066793064083,,
232110,1400000US06037232110,06037232110,129.97916666666666,,,116.80182002022245,76.11242471296819,101.29948407434132,73.91419425521985,,
232120,1400000US06037232120,06037232120,143.2783882783883,,,118.80489034534914,111.06757369614512,112.48016701461378,89.61937517913442,,
232200,1400000US06037232200,06037232200,122.35906642728905,209.66166896356543,,96.17159382387652,92.21010789193325,84.54405737704919,35.541528239202655,,
232300,1400000US06037232300,06037232300,132.88722067222562,380.5090909090909,,103.64963171341597,92.62294491545391,95.45859020170985,71.65052540170592,,
232401,1400000US06037232401,06037232401,143.26178747361013,,,117.69851517107811,97.99846625766871,97.00801220854169,61.40008947215259,,
232402,1400000US06037232402,06037232402,148.6611316113161,162.11099899091826,,132.47940691927514,87.7014244026162,67.28075995174909,90.75096277278563,,
232500,1400000US06037232500,06037232500,152.4764949838588,,,115.31883053221289,98.20720221606648,105.16233309908644,73.12206707596854,,
232601,1400000US06037232601,06037232601,158.2209920218961,,,115.76510051438203,152.40308019118427,156.39930798389526,201.40555164943754,,
232602,1400000US06037232602,06037232602,153.44117062615913,121.47451274362818,,116.17794229213206,132.27371541501975,110.32890527847442,86.78334239818065,,
232701,1400000US06037232701,06037232701,129.67113095238096,,,125.27416712179136,115.86346444780635,66.27457264957265,107.35103207762319,,135.14126032109723
232702,1400000US06037232702,06037232702,124.91455518018017,,,122.20113047574188,108.7890791985584,91.4590909090909,57.49455984174085,,
232800,1400000US06037232800,06037232800,121.47175901537283,,,110.73637218045113,81.84548985757445,69.82188772360166,55.20687992647967,,
234001,1400000US06037234001,06037234001,142.25967492090678,176.82781997805694,,77.91884393816154,150.96532788921743,27.00265369305617,58.512272246459574,,103.54956896551724
234002,1400000US06037234002,06037234002,145.21678321678323,90.75774318820447,,127.78137651821862,100.33967649857279,86.37924208144797,61.72124115841625,,
234200,1400000US06037234200,06037234200,159.00435729847496,118.57192821956369,,90.68578115857227,70.70336749633968,74.00751366120218,62.27653237438116,,
234301,1400000US06037234301,06037234301,146.77843750112658,115.56997691642137,,71.95595637283512,93.44528294256675,72.68073878627969,35.258513931888544,,
234302,1400000US06037234302,06037234302,149.60534218752304,479.41546304163126,,89.42237687366168,94.98393021120293,89.91877584542775,65.07629063097514,,
234501,1400000US06037234501,06037234501,150.04792053835962,108.22996608527131,,107.20668044077135,99.50978896516654,36.68358815836325,69.41421421421421,,
234502,1400000US06037234502,06037234502,154.10674452861952,216.52781226384542,,106.75190210310814,92.2665591931217,83.29538799414348,60.09923817922624,,
234600,1400000US06037234600,06037234600,151.0527950310559,157.1935556802702,,113.90640457191266,76.66624149659864,80.62939453125,74.61568708609272,,
234700,1400000US06037234700,06037234700,146.58198380566802,215.55163474595537,,148.15482263513513,113.67188836002964,105.28862847222223,46.275618374558306,,
234800,1400000US06037234800,06037234800,150.1548148148148,65.91333939126923,,151.40075075075077,115.50256040581654,101.16025641025641,74.9472931365612,,
234901,1400000US06037234901,06037234901,172.72993827160494,33.15972222222222,,163.51046358076172,129.4606585973471,88.5178446252952,72.82232704402516,,
234902,1400000US06037234902,06037234902,150.5930761857851,119.53971830985915,,125.35055060078014,95.34137796808096,107.99817771641389,77.82899159663866,,
235100,1400000US06037235100,06037235100,172.62244364557523,142.75070183660935,,78.05211710861249,115.47464660711486,48.87289370455415,86.79342529115388,,
235201,1400000US06037235201,06037235201,150.4532786885246,170.96350442403593,,154.8723821989529,119.29601648351648,167.49904786475994,67.87437834313593,,
235202,1400000US06037235202,06037235202,157.25387689145373,158.37885140902586,57.09090909090909,114.1386046511628,84.86714770797963,76.14224369296834,37.6371974522293,66.46428571428571,
236001,1400000US06037236001,06037236001,155.39228007181327,155.8664383561644,176.3298791427817,,,,66.49429527512359,160.29927884615384,
236101,1400000US06037236101,06037236101,144.44302002382437,219.09045226130652,,,,,89.33898626763947,,
236102,1400000US06037236102,06037236102,,,120.70677570093457,,33.105489553461695,59.07045573598743,89.01920289855073,109.46810462656107,
236203,1400000US06037236203,06037236203,116.24631478839753,,,,,,76.22358063975884,,
236204,1400000US06037236204,06037236204,,,,,,,75.91903259726604,,
236205,1400000US06037236205,06037236205,,,,,,,33.32856550580431,,
236206,1400000US06037236206,06037236206,,,,,,,42.54219441816066,,
236400,1400000US06037236400,06037236400,166.6410323370717,164.1555938037866,107.68003144654088,344.17555868733643,83.06053053238901,47.0044158506732,116.85157024793388,78.55179840376579,
237101,1400000US06037237101,06037237101,102.0652253861511,,,139.0090335051998,76.54088774181548,111.22864145658264,72.76383760475034,,
237102,1400000US06037237102,06037237102,127.35949764521193,105.12444983044836,,130.5403900961881,113.48127366506355,118.18569742175421,82.27343059239611,,
237201,1400000US06037237201,06037237201,161.315168250993,36.22563599460771,,130.93765743073047,133.803493217349,116.1256129078759,94.81941359395825,,
237202,1400000US06037237202,06037237202,166.8675,227.74699759807845,,151.10585390946503,121.70804710068344,114.41046588029764,109.22481937951551,,
237300,1400000US06037237300,06037237300,156.45770065075922,82.55159124911414,,128.46714522363334,131.018105006105,83.08606921029282,109.14555052790347,,
237401,1400000US06037237401,06037237401,176.5576845906902,220.1618898425237,,152.75215487637365,114.60696745599743,137.0302441131994,100.25935436537051,,
237402,1400000US06037237402,06037237402,169.88967661392695,,,145.22742474916387,195.21784522365616,109.40634615384616,70.60707090400987,,
237500,1400000US06037237500,06037237500,136.6060606060606,,,122.75579710144928,151.6558533145275,38.77010658914729,70.680512297312,,
237600,1400000US06037237600,06037237600,141.4320062746795,,,148.31566809089145,89.32586552358428,105.63589015151516,141.56495098039215,,
237710,1400000US06037237710,06037237710,145.80332899026678,,,149.8362745098039,121.06507490636704,109.0229793977813,94.00284292821607,,
237720,1400000US06037237720,06037237720,174.114898989899,,,115.9085749438178,102.00634249471459,102.19072894550601,105.16789648001232,,
237800,1400000US06037237800,06037237800,143.27925814320565,163.87590282337493,,177.55154758011577,130.17112760750373,221.33234126984127,117.34789744659382,,
237900,1400000US06037237900,06037237900,133.66478190630048,113.9986962190352,,130.47492020955326,169.16960183767227,121.22018111254852,112.38972746331237,,
238000,1400000US06037238000,06037238000,131.7539484621779,145.0485607775263,,139.5321955263989,61.33882783882784,103.14780970127833,67.00354632929383,,
238100,1400000US06037238100,06037238100,138.53425925925927,137.33988245172122,,131.3690888119954,98.90951601955308,85.394783377542,100.94029075804777,,
238200,1400000US06037238200,06037238200,136.6852846076702,190.6512901642389,50.3678431372549,125.12535312292354,108.11194620253164,82.51295246046368,53.568526486629295,,
238310,1400000US06037238310,06037238310,151.83412021498975,,,133.13280116110306,127.58029937975408,120.94828451517105,83.7298277425204,,
238320,1400000US06037238320,06037238320,121.55315747402078,288.891495601173,,147.07932330827066,108.59895052473763,100.625,92.10378729793285,,
238400,1400000US06037238400,06037238400,130.30983847283406,131.20585051135197,,133.0707428804855,116.90865268755238,89.66722803579057,33.27699041267195,,
239201,1400000US06037239201,06037239201,108.44773175542406,,,105.85002307337332,74.47870015011065,82.45381707914727,60.174691952844164,,
239202,1400000US06037239202,06037239202,118.36145996860283,,,98.84495192307692,83.41348837209303,81.32954214056576,70.76418933070042,,
239310,1400000US06037239310,06037239310,129.7475993836672,136.83186813186813,,106.81566772713401,98.87462630792227,50.38910194992525,45.48760227640763,,
239320,1400000US06037239320,06037239320,115.16115194822935,,107.9122157930951,108.9445205479452,76.40632621552311,89.45259595082584,56.09137426900585,,
239330,1400000US06037239330,06037239330,128.18094321462945,,,128.97852760736197,111.0358707935519,99.20181968569065,24.31382978723404,,
239501,1400000US06037239501,06037239501,118.33690157718434,,,100.7674264787791,100.15818584070796,59.81234139045689,36.71996685998343,,
239502,1400000US06037239502,06037239502,128.74580335731414,,,111.59735973051318,83.19138152428218,76.97828059812063,65.61263586956522,,
239601,1400000US06037239601,06037239601,120.74972938734484,,,111.78658844835898,67.93643421172544,135.43771043771045,33.60763293310463,,
239602,1400000US06037239602,06037239602,123.68485671836203,,,96.88130968622102,85.31348653606932,67.2228287841191,75.78795025728988,,
239701,1400000US06037239701,06037239701,121.10768958364952,,,117.83125000000001,107.26009615384615,74.74483856181902,69.89429293859062,,
239702,1400000US06037239702,06037239702,125.5184162062615,,,125.79625425652668,93.89455095862765,62.21632504836647,31.023370497427102,,
239801,1400000US06037239801,06037239801,126.96941338809577,,,118.49006977992485,99.82515991471216,97.49705321735436,55.63080357142857,,
239802,1400000US06037239802,06037239802,114.73225806451613,227.3868835790544,,106.89041095890411,72.6863195586401,74.46699438202248,75.78138888888888,,
240010,1400000US06037240010,06037240010,119.91179882357082,,,113.10315815649867,81.66105417276721,66.02696021190816,36.23727859348598,,
