GEOID,Median_Housing_Price_2022
1400000US06037123010,592400
1400000US06037123020,584000
1400000US06037123103,627300
1400000US06037123104,770900
1400000US06037123203,595300
1400000US06037123204,788700
1400000US06037123205,831500
1400000US06037123206,613600
1400000US06037123301,622900
1400000US06037123303,704700
1400000US06037123304,815700
1400000US06037123410,783300
1400000US06037123420,708300
1400000US06037123510,881800
1400000US06037123520,841500
1400000US06037123601,792700
1400000US06037123602,924300
1400000US06037123700,789300
1400000US06037123800,963100
1400000US06037123901,898500
1400000US06037123902,946800
1400000US06037124000,1338200
1400000US06037124102,930700
1400000US06037124103,781900
1400000US06037124104,833300
1400000US06037124105,705500
1400000US06037124201,713200
1400000US06037124203,825000
1400000US06037124204,406500
1400000US06037124300,849200
1400000US06037124400,1079600
1400000US06037124500,925600
1400000US06037124600,1214900
1400000US06037124700,1227100
1400000US06037124902,854800
1400000US06037124903,633200
1400000US06037125101,611500
1400000US06037125102,1594400
1400000US06037125200,1099000
1400000US06037125310,967400
1400000US06037125321,577800
1400000US06037125322,NA
1400000US06037125402,898900
1400000US06037125403,507800
1400000US06037125404,NA
1400000US06037125501,724000
1400000US06037125502,691500
1400000US06037125600,1542600
1400000US06037127102,528000
1400000US06037127103,357300
1400000US06037127104,646500
1400000US06037127210,598400
1400000US06037127220,601400
1400000US06037127300,678100
1400000US06037127400,593200
1400000US06037127520,NA
1400000US06037127603,680600
1400000US06037127604,621300
1400000US06037127605,660800
1400000US06037127606,655400
1400000US06037127711,832300
1400000US06037127712,832400
1400000US06037127803,688800
1400000US06037127804,498500
1400000US06037127805,931800
1400000US06037127806,689200
1400000US06037127910,698500
1400000US06037127920,682300
1400000US06037128101,814500
1400000US06037128102,619500
1400000US06037128210,NA
1400000US06037128220,757700
1400000US06037128302,666000
1400000US06037128303,410500
1400000US06037128400,937900
1400000US06037128500,822900
1400000US06037128601,938700
1400000US06037128602,1101900
1400000US06037128703,689800
1400000US06037128704,1123300
1400000US06037128801,674700
1400000US06037128802,1037600
1400000US06037128910,1119700
1400000US06037131021,718800
1400000US06037131022,653400
1400000US06037131023,622300
1400000US06037131024,641300
1400000US06037131100,734500
1400000US06037131200,649000
1400000US06037131300,653000
1400000US06037131400,623600
1400000US06037131600,647400
1400000US06037131701,646200
1400000US06037131702,597700
1400000US06037131801,620300
1400000US06037131802,639000
1400000US06037131900,708300
1400000US06037132001,694300
1400000US06037132002,759200
1400000US06037132101,752300
1400000US06037132102,659900
1400000US06037132301,492900
1400000US06037132302,652700
1400000US06037132501,619400
1400000US06037132502,564800
1400000US06037132700,702500
1400000US06037132900,887200
1400000US06037133000,604400
1400000US06037133101,755200
1400000US06037133102,829800
1400000US06037134001,571400
1400000US06037134002,614500
1400000US06037134101,784900
1400000US06037134103,633200
1400000US06037134104,710000
1400000US06037134201,660700
1400000US06037134302,731400
1400000US06037134303,693500
1400000US06037134304,670700
1400000US06037134305,NA
1400000US06037134306,560100
1400000US06037134421,1003000
1400000US06037134422,903700
1400000US06037134423,934600
1400000US06037134424,1153400
1400000US06037134520,480000
1400000US06037134521,675000
1400000US06037134522,545500
1400000US06037134710,631800
1400000US06037134720,578000
1400000US06037134801,647400
1400000US06037134802,570300
1400000US06037134901,834600
1400000US06037134904,671300
1400000US06037134905,652400
1400000US06037134906,NA
1400000US06037134907,NA
1400000US06037135102,797600
1400000US06037135111,728800
1400000US06037135113,370700
1400000US06037135115,612900
1400000US06037135116,NA
1400000US06037135201,912900
1400000US06037135202,834600
1400000US06037135204,816400
1400000US06037135205,1026300
1400000US06037137000,1086800
1400000US06037137103,539000
1400000US06037137104,842500
1400000US06037137202,925000
1400000US06037137203,1047000
1400000US06037137301,1107500
1400000US06037137302,1139400
1400000US06037137401,977500
1400000US06037137402,1236800
1400000US06037137501,1516800
1400000US06037137502,991200
1400000US06037137504,1633500
1400000US06037138000,974600
1400000US06037139001,855200
1400000US06037139200,771900
1400000US06037139301,1032100
1400000US06037139302,361600
1400000US06037139303,496500
1400000US06037139401,1049400
1400000US06037139402,1735000
1400000US06037139502,1005200
1400000US06037139504,627900
1400000US06037139505,416000
1400000US06037139506,473000
1400000US06037139600,1385900
1400000US06037139701,1544700
1400000US06037139703,2000001
1400000US06037139704,2000001
1400000US06037139705,2000001
1400000US06037139801,1589000
1400000US06037139802,1623500
1400000US06037141101,1009200
1400000US06037141102,1298800
1400000US06037141201,1054300
1400000US06037141202,934200
1400000US06037141303,606100
1400000US06037141304,1284200
1400000US06037141305,1082000
1400000US06037141306,1066900
1400000US06037141400,1524500
1400000US06037141500,2000001
1400000US06037141600,1543300
1400000US06037141700,1689900
1400000US06037143101,1599200
1400000US06037143102,821000
1400000US06037143200,939700
1400000US06037143301,842200
1400000US06037143302,1277300
1400000US06037143401,1280100
1400000US06037143402,1032000
1400000US06037143500,1520000
1400000US06037143602,951100
1400000US06037143603,942700
1400000US06037143605,1047600
1400000US06037143606,713200
1400000US06037143700,1704900
1400000US06037143801,1852500
1400000US06037143802,2000001
1400000US06037143901,2000001
1400000US06037143902,1661300
1400000US06037181000,1178500
1400000US06037181300,1038700
1400000US06037181400,1011100
1400000US06037181500,1045600
1400000US06037181600,1048000
1400000US06037183101,862200
1400000US06037183103,NA
1400000US06037183104,935700
1400000US06037183220,783800
1400000US06037183221,930800
1400000US06037183222,949000
1400000US06037183300,944000
1400000US06037183401,969100
1400000US06037183402,1057200
1400000US06037183510,915700
1400000US06037183520,912700
1400000US06037183610,932200
1400000US06037183620,915300
1400000US06037183701,519600
1400000US06037183702,967900
1400000US06037183810,927400
1400000US06037183820,945200
1400000US06037185101,735100
1400000US06037185102,1115900
1400000US06037185202,1165800
1400000US06037185203,893600
1400000US06037185204,1111600
1400000US06037185310,734400
1400000US06037185320,689800
1400000US06037186100,918400
1400000US06037186201,889500
1400000US06037186202,855600
1400000US06037186203,968900
1400000US06037186301,922200
1400000US06037186302,1056800
1400000US06037186401,747200
1400000US06037186403,843100
1400000US06037186404,827800
1400000US06037187101,1081300
1400000US06037187102,898800
1400000US06037187200,799100
1400000US06037187300,1188700
1400000US06037188100,1020700
1400000US06037188201,1184900
1400000US06037188202,2000001
1400000US06037188300,1104600
1400000US06037189101,1082300
1400000US06037189102,1890000
1400000US06037189201,940800
1400000US06037189202,2000001
1400000US06037189300,2000001
1400000US06037189400,1840800
1400000US06037189501,1059600
1400000US06037189502,1233000
1400000US06037189600,1619000
1400000US06037189702,2000001
1400000US06037189703,1600500
1400000US06037189704,1561500
1400000US06037189801,1167200
1400000US06037189802,1013200
1400000US06037189903,620400
1400000US06037189904,NA
1400000US06037189905,868500
1400000US06037189906,892600
1400000US06037189907,1067400
1400000US06037190101,NA
1400000US06037190102,819100
1400000US06037190201,NA
1400000US06037190202,NA
1400000US06037190302,933300
1400000US06037190303,NA
1400000US06037190401,NA
1400000US06037190402,NA
1400000US06037190510,NA
1400000US06037190520,597200
1400000US06037190701,1784700
1400000US06037190702,1183000
1400000US06037190801,690500
1400000US06037190802,892200
1400000US06037190901,812500
1400000US06037190902,1131800
1400000US06037191000,480000
1400000US06037191110,662500
1400000US06037191120,1129200
1400000US06037191201,1038300
1400000US06037191203,1009600
1400000US06037191204,1079500
1400000US06037191301,905100
1400000US06037191302,862500
1400000US06037191410,725000
1400000US06037191420,1114400
1400000US06037191500,918500
1400000US06037191610,1297900
1400000US06037191620,757400
1400000US06037191710,476300
1400000US06037191720,1113600
1400000US06037191810,NA
1400000US06037191820,833300
1400000US06037191901,1524400
1400000US06037191902,1479200
1400000US06037192001,1502000
1400000US06037192002,1446300
1400000US06037192300,1140600
1400000US06037192410,1517900
1400000US06037192420,1018400
1400000US06037192510,947700
1400000US06037192520,718400
1400000US06037192610,1168800
1400000US06037192620,696400
1400000US06037192700,950000
1400000US06037194101,2000001
1400000US06037194102,2000001
1400000US06037194200,2000001
1400000US06037194300,2000001
1400000US06037194401,2000001
1400000US06037194402,1113200
1400000US06037194500,2000001
1400000US06037195100,1808600
1400000US06037195201,1557400
1400000US06037195202,1485800
1400000US06037195300,1059900
1400000US06037195400,1435200
1400000US06037195500,1094500
1400000US06037195600,1066200
1400000US06037195710,1122800
1400000US06037195720,760000
1400000US06037195802,1091300
1400000US06037195803,1160200
1400000US06037195804,1159300
1400000US06037195901,1577400
1400000US06037195902,1205800
1400000US06037195903,1093000
1400000US06037197200,771200
1400000US06037197300,1124000
1400000US06037197410,1213900
1400000US06037197420,938200
1400000US06037197500,1133800
1400000US06037197600,906300
1400000US06037197700,642200
1400000US06037199001,625000
1400000US06037199002,645500
1400000US06037199110,635700
1400000US06037199120,594900
1400000US06037199201,494500
1400000US06037199202,771400
1400000US06037199300,846900
1400000US06037199400,707500
1400000US06037199700,655500
1400000US06037199801,602000
1400000US06037199802,547200
1400000US06037199900,638600
1400000US06037201110,743300
1400000US06037201120,777800
1400000US06037201200,696700
1400000US06037201301,766600
1400000US06037201302,627100
1400000US06037201401,623700
1400000US06037201402,685300
1400000US06037201501,704200
1400000US06037201503,580400
1400000US06037201504,677900
1400000US06037201601,699200
1400000US06037201602,789600
1400000US06037201700,663700
1400000US06037203100,691100
1400000US06037203200,584700
1400000US06037203300,635400
1400000US06037203500,698500
1400000US06037203601,533800
1400000US06037203602,720000
1400000US06037203710,667200
1400000US06037203720,655900
1400000US06037203800,489600
1400000US06037203900,588300
1400000US06037204110,606100
1400000US06037204120,597400
1400000US06037204200,551800
1400000US06037204300,578700
1400000US06037204410,597200
1400000US06037204420,436500
1400000US06037204600,517500
1400000US06037204700,588200
1400000US06037204810,592300
1400000US06037204820,546900
1400000US06037204910,645500
1400000US06037204920,600600
1400000US06037205110,NA
1400000US06037205120,622700
1400000US06037206010,850000
1400000US06037206020,NA
1400000US06037206050,NA
1400000US06037206051,938200
1400000US06037206052,734600
1400000US06037206053,658900
1400000US06037206054,728300
1400000US06037206201,599700
1400000US06037206202,617100
1400000US06037206301,NA
1400000US06037206302,NA
1400000US06037206303,NA
1400000US06037207101,NA
1400000US06037207102,NA
1400000US06037207103,750000
1400000US06037207303,723200
1400000US06037207304,NA
1400000US06037207305,635200
1400000US06037207306,786600
1400000US06037207307,NA
1400000US06037207308,NA
1400000US06037207400,NA
1400000US06037207501,790700
1400000US06037207502,NA
1400000US06037207711,830400
1400000US06037207712,695500
1400000US06037207901,932700
1400000US06037207902,1074100
1400000US06037208001,NA
1400000US06037208002,939700
1400000US06037208301,NA
1400000US06037208302,933800
1400000US06037208401,NA
1400000US06037208402,805600
1400000US06037208501,862300
1400000US06037208502,NA
1400000US06037208610,778600
1400000US06037208620,800900
1400000US06037208710,482900
1400000US06037208720,NA
1400000US06037208801,NA
1400000US06037208802,NA
1400000US06037208902,NA
1400000US06037208903,NA
1400000US06037208904,NA
1400000US06037209103,NA
1400000US06037209104,NA
1400000US06037209105,NA
1400000US06037209106,NA
1400000US06037209201,669900
1400000US06037209202,NA
1400000US06037209300,NA
1400000US06037209401,NA
1400000US06037209402,378000
1400000US06037209403,NA
1400000US06037209510,NA
1400000US06037209520,NA
1400000US06037209810,NA
1400000US06037209820,873000
1400000US06037210010,437900
1400000US06037211000,2000001
1400000US06037211121,NA
1400000US06037211122,NA
1400000US06037211123,NA
1400000US06037211124,490300
1400000US06037211201,648300
1400000US06037211202,825000
1400000US06037211310,768500
1400000US06037211320,NA
1400000US06037211410,1539500
1400000US06037211420,704800
1400000US06037211500,2000001
1400000US06037211701,862200
1400000US06037211703,646500
1400000US06037211704,643000
1400000US06037211802,517900
1400000US06037211803,509100
1400000US06037211804,NA
1400000US06037211910,407400
1400000US06037211921,NA
1400000US06037211922,NA
1400000US06037212101,648100
1400000US06037212102,NA
1400000US06037212202,672500
1400000US06037212203,NA
1400000US06037212204,NA
1400000US06037212303,NA
1400000US06037212304,NA
1400000US06037212305,NA
1400000US06037212306,504600
1400000US06037212410,680600
1400000US06037212420,NA
1400000US06037212501,650900
1400000US06037212502,1080900
1400000US06037212610,849100
1400000US06037212620,943000
1400000US06037212701,1138300
1400000US06037212702,1285200
1400000US06037212800,1215400
1400000US06037212900,1268500
1400000US06037213100,1159300
1400000US06037213201,740000
1400000US06037213202,775400
1400000US06037213310,648600
1400000US06037213320,681800
1400000US06037213401,NA
1400000US06037213402,954500
1400000US06037214000,2000001
1400000US06037214100,2000001
1400000US06037214400,2000001
1400000US06037214501,NA
1400000US06037214503,NA
1400000US06037214504,NA
1400000US06037214505,NA
1400000US06037214600,1132100
1400000US06037214700,2000001
1400000US06037214800,1634600
1400000US06037214902,1142400
1400000US06037214903,713500
1400000US06037214904,1179400
1400000US06037215101,863100
1400000US06037215102,NA
1400000US06037216100,1766300
1400000US06037216201,2000001
1400000US06037216202,1344700
1400000US06037216301,2000001
1400000US06037216302,1e+06
1400000US06037216401,891600
1400000US06037216402,833800
1400000US06037216700,1394500
1400000US06037216800,1708700
1400000US06037216901,1276100
1400000US06037216902,1625000
1400000US06037217001,1641800
1400000US06037217002,1362000
1400000US06037217101,1455900
1400000US06037217102,1168100
1400000US06037217200,1330600
1400000US06037218110,1052600
1400000US06037218120,787400
1400000US06037218210,910700
1400000US06037218220,1185400
1400000US06037218300,967100
1400000US06037218400,814400
1400000US06037218500,904800
1400000US06037218600,770400
1400000US06037218701,1004500
1400000US06037218702,781300
1400000US06037218800,938500
1400000US06037218900,1197200
1400000US06037219010,848500
1400000US06037219020,800700
1400000US06037219300,849600
1400000US06037219500,878300
1400000US06037219700,756700
1400000US06037219800,696300
1400000US06037219901,763800
1400000US06037219902,956600
1400000US06037220000,840500
1400000US06037220100,1051700
1400000US06037221110,1078900
1400000US06037221120,947100
1400000US06037221210,889800
1400000US06037221220,701600
1400000US06037221302,872400
1400000US06037221303,1214300
1400000US06037221304,651700
1400000US06037221401,955400
1400000US06037221402,1209000
1400000US06037221500,929100
1400000US06037221601,766700
1400000US06037221602,671900
1400000US06037221710,677500
1400000US06037221810,978300
1400000US06037221820,931800
1400000US06037221900,NA
1400000US06037222001,871800
1400000US06037222002,635100
1400000US06037222100,879200
1400000US06037222200,855200
1400000US06037222500,719900
1400000US06037222600,730000
1400000US06037222700,NA
1400000US06037224010,NA
1400000US06037224020,NA
1400000US06037224200,858500
1400000US06037224310,975000
1400000US06037224320,NA
1400000US06037224410,808100
1400000US06037224420,1052600
1400000US06037224600,574100
1400000US06037224701,NA
1400000US06037224702,NA
1400000US06037226001,5e+05
1400000US06037226002,631000
1400000US06037226410,808300
1400000US06037226420,563600
1400000US06037226701,445200
1400000US06037226702,536000
1400000US06037227010,471900
1400000US06037227020,503700
1400000US06037228100,561000
1400000US06037228210,484300
1400000US06037228220,538800
1400000US06037228310,415600
1400000US06037228320,489700
1400000US06037228410,548200
1400000US06037228420,692900
1400000US06037228500,470200
1400000US06037228600,559700
1400000US06037228710,428700
1400000US06037228720,498900
1400000US06037228800,497300
1400000US06037228900,583700
1400000US06037229100,565200
1400000US06037229200,504600
1400000US06037229300,579700
1400000US06037229410,549500
1400000US06037229420,490000
1400000US06037231100,618100
1400000US06037231210,650400
1400000US06037231220,580000
1400000US06037231301,643700
1400000US06037231302,715900
1400000US06037231400,664800
1400000US06037231500,666500
1400000US06037231601,699100
1400000US06037231602,593400
1400000US06037231603,783100
1400000US06037231710,638500
1400000US06037231720,479200
1400000US06037231800,629500
1400000US06037231901,469000
1400000US06037231902,670500
1400000US06037232110,548600
1400000US06037232120,566100
1400000US06037232200,611100
1400000US06037232300,592400
1400000US06037232401,631200
1400000US06037232402,606800
1400000US06037232500,580800
1400000US06037232601,583800
1400000US06037232602,644300
1400000US06037232701,613200
1400000US06037232702,596900
1400000US06037232800,574900
1400000US06037234001,941400
1400000US06037234002,822300
1400000US06037234200,907500
1400000US06037234301,1048600
1400000US06037234302,777100
1400000US06037234501,721400
1400000US06037234502,713100
1400000US06037234600,761400
1400000US06037234700,667300
1400000US06037234800,638200
1400000US06037234901,495700
1400000US06037234902,793200
1400000US06037235100,878800
1400000US06037235201,583300
1400000US06037235202,686100
1400000US06037236001,806600
1400000US06037236101,734700
1400000US06037236102,556200
1400000US06037236203,NA
1400000US06037236204,NA
1400000US06037236205,NA
1400000US06037236206,NA
1400000US06037236400,1111800
1400000US06037237101,628300
1400000US06037237102,533900
1400000US06037237201,536000
1400000US06037237202,600700
1400000US06037237300,611700
1400000US06037237401,488800
1400000US06037237402,484800
1400000US06037237500,457800
1400000US06037237600,442800
1400000US06037237710,495000
1400000US06037237720,431600
1400000US06037237800,555900
1400000US06037237900,626400
1400000US06037238000,578100
1400000US06037238100,629500
1400000US06037238200,588600
1400000US06037238310,617200
1400000US06037238320,595200
1400000US06037238400,651400
1400000US06037239201,562500
1400000US06037239202,577100
1400000US06037239310,598500
1400000US06037239320,600400
1400000US06037239330,471900
1400000US06037239501,484500
1400000US06037239502,512700
1400000US06037239601,480000
1400000US06037239602,503100
1400000US06037239701,470100
1400000US06037239702,543900
1400000US06037239801,488800
1400000US06037239802,506300
1400000US06037240010,402500
1400000US06037240020,496800
1400000US06037240200,442800
1400000US06037240301,499300
1400000US06037240302,502400
1400000US06037240401,494600
1400000US06037240402,454100
1400000US06037240500,483000
1400000US06037240600,454100
1400000US06037240700,470100
1400000US06037240800,472000
1400000US06037240901,489800
1400000US06037240902,466400
1400000US06037241001,480200
1400000US06037241002,564900
1400000US06037241110,473600
1400000US06037241120,544500
1400000US06037241201,509700
1400000US06037241202,551000
1400000US06037241300,577700
1400000US06037241400,473700
1400000US06037242000,517400
1400000US06037242100,NA
1400000US06037242201,438900
1400000US06037242202,442600
1400000US06037242300,452700
1400000US06037242600,541700
1400000US06037242700,496700
1400000US06037243001,457800
1400000US06037243002,463300
1400000US06037243100,373700
1400000US06037261102,2000001
1400000US06037261103,2000001
1400000US06037261104,2000001
1400000US06037261200,2000001
1400000US06037262100,2000001
1400000US06037262200,2000001
1400000US06037262301,2000001
1400000US06037262302,2000001
1400000US06037262303,2000001
1400000US06037262400,2000001
1400000US06037262501,2000001
1400000US06037262601,2000001
1400000US06037262604,2000001
1400000US06037262704,2000001
1400000US06037262706,2000001
1400000US06037262802,2000001
1400000US06037264000,2000001
1400000US06037264102,1057000
1400000US06037264103,888000
1400000US06037264303,1036900
1400000US06037264304,1013900
1400000US06037264305,1686000
1400000US06037264306,1786800
1400000US06037265100,2000001
1400000US06037265201,1521200
1400000US06037265203,1441600
1400000US06037265204,NA
1400000US06037265301,NA
1400000US06037265303,937500
1400000US06037265304,NA
1400000US06037265306,NA
1400000US06037265307,NA
1400000US06037265410,2000001
1400000US06037265420,2000001
1400000US06037265521,892900
1400000US06037265522,2000001
1400000US06037265523,940400
1400000US06037265524,1036300
1400000US06037265601,1618300
1400000US06037265602,1475500
1400000US06037265701,2000001
1400000US06037265702,1485500
1400000US06037267101,1123100
1400000US06037267102,1222000
1400000US06037267201,1294600
1400000US06037267202,1295300
1400000US06037267300,656300
1400000US06037267403,851100
1400000US06037267404,936000
1400000US06037267405,898200
1400000US06037267406,864200
1400000US06037267502,1199200
1400000US06037267503,1039900
1400000US06037267504,859800
1400000US06037267600,1208300
1400000US06037267700,1089800
1400000US06037267800,1534900
1400000US06037267901,1529200
1400000US06037267902,1778100
1400000US06037269000,2000001
1400000US06037269100,2000001
1400000US06037269300,2000001
1400000US06037269500,2000001
1400000US06037269601,NA
1400000US06037269602,1266400
1400000US06037269700,1298300
1400000US06037269800,1279200
1400000US06037269903,956900
1400000US06037269905,NA
1400000US06037269906,785100
1400000US06037269907,802100
1400000US06037269908,NA
1400000US06037269909,933300
1400000US06037270101,350300
1400000US06037270102,853400
1400000US06037270200,1198100
1400000US06037270300,1477800
1400000US06037271100,1579300
1400000US06037271200,899500
1400000US06037271300,1410600
1400000US06037271400,1577300
1400000US06037271500,2000001
1400000US06037271600,1836300
1400000US06037271702,977500
1400000US06037271703,1454500
1400000US06037271704,1531900
1400000US06037271801,1198500
1400000US06037271803,580400
1400000US06037271804,1523600
1400000US06037271901,1692100
1400000US06037271902,2e+06
1400000US06037272100,1580300
1400000US06037272201,1205400
1400000US06037272202,1091000
1400000US06037272301,1470100
1400000US06037272302,680200
1400000US06037273100,1986700
1400000US06037273200,1728700
1400000US06037273300,2000001
1400000US06037273403,2000001
1400000US06037273404,1526500
1400000US06037273502,2000001
1400000US06037273600,2000001
1400000US06037273700,2000001
1400000US06037273800,1864600
1400000US06037273902,2000001
1400000US06037274100,1466200
1400000US06037274202,1494500
1400000US06037275101,1127700
1400000US06037275102,1418800
1400000US06037275200,1231800
1400000US06037275311,1286100
1400000US06037275312,1093400
1400000US06037275313,1199700
1400000US06037275400,1191600
1400000US06037275500,1001500
1400000US06037275603,1129500
1400000US06037275604,1233400
1400000US06037275605,1520300
1400000US06037276000,1255400
1400000US06037276101,NA
1400000US06037276102,1154000
1400000US06037276400,1533400
1400000US06037276500,1339600
1400000US06037276601,1760000
1400000US06037276605,780100
1400000US06037276606,828400
1400000US06037276607,1250000
1400000US06037276608,631000
1400000US06037277000,1510800
1400000US06037277100,1090600
1400000US06037277200,462900
1400000US06037277400,NA
1400000US06037278001,1034100
1400000US06037278102,1827600
1400000US06037291110,798200
1400000US06037291120,573400
1400000US06037291130,576200
1400000US06037291210,656100
1400000US06037291220,639000
1400000US06037291300,647300
1400000US06037292001,697900
1400000US06037292002,748600
1400000US06037293203,770000
1400000US06037293204,649000
1400000US06037293205,401100
1400000US06037293206,706000
1400000US06037293301,676200
1400000US06037293302,610800
1400000US06037293304,652700
1400000US06037293306,791800
1400000US06037293307,484200
1400000US06037294110,582400
1400000US06037294120,511500
1400000US06037294200,609300
1400000US06037294301,598500
1400000US06037294302,435300
1400000US06037294410,498700
1400000US06037294421,429900
1400000US06037294510,600100
1400000US06037294520,611600
1400000US06037294610,574000
1400000US06037294620,557400
1400000US06037294701,494900
1400000US06037294810,556800
1400000US06037294820,352900
1400000US06037294830,484400
1400000US06037294900,496600
1400000US06037295103,692800
1400000US06037296210,614100
1400000US06037296220,478900
1400000US06037296300,677500
1400000US06037296401,814700
1400000US06037296402,731600
1400000US06037296500,678600
1400000US06037296600,630400
1400000US06037296901,718800
1400000US06037296902,700900
1400000US06037297001,903800
1400000US06037297002,850900
1400000US06037297110,635600
1400000US06037297120,659400
1400000US06037297201,610400
1400000US06037297202,725800
1400000US06037297300,868900
1400000US06037297400,969000
1400000US06037297501,857900
1400000US06037297502,725400
1400000US06037297601,928100
1400000US06037297602,686200
1400000US06037300100,1270100
1400000US06037300200,1093600
1400000US06037300301,998200
1400000US06037300400,900200
1400000US06037300501,920100
1400000US06037300503,899800
1400000US06037300601,689700
1400000US06037300602,1047700
1400000US06037300701,1485500
1400000US06037300702,1381100
1400000US06037300800,1094700
1400000US06037300901,1357000
1400000US06037300902,1251300
1400000US06037301000,1127500
1400000US06037301100,1050000
1400000US06037301203,727800
1400000US06037301204,631800
1400000US06037301205,1108000
1400000US06037301206,972200
1400000US06037301300,1502900
1400000US06037301400,1194000
1400000US06037301501,1073800
1400000US06037301502,782400
1400000US06037301601,876100
1400000US06037301602,881300
1400000US06037301701,892100
1400000US06037301702,721100
1400000US06037301801,552200
1400000US06037301802,609000
1400000US06037301901,574700
1400000US06037301902,810200
1400000US06037302002,573400
1400000US06037302003,613000
1400000US06037302004,477200
1400000US06037302102,821300
1400000US06037302103,904900
1400000US06037302104,700900
