TRACT_FIPS,GEOID,FIPS,Median_0,Median_1,Median_2,Median_3,Median_4,Median_5,Median_6,Median_7,Median_8
143606,1400000US06037143606,06037143606,247.90539298662074,718.3425880267135,499.13412917188185,,,,,658.3793421603864,407.1247425727654
143700,1400000US06037143700,06037143700,155.9996588411127,356.925754711532,334.77046420350047,371.4605105559797,,,,464.8625345146245,160.1347289264998
143801,1400000US06037143801,06037143801,640.9373529602632,790.9447995966583,540.288262126206,922.3399036630769,,,,,633.3775873840945
143802,1400000US06037143802,06037143802,422.73868797642484,631.4240933352116,449.2768197431873,238.04265014588117,,,,,243.63846425292962
143901,1400000US06037143901,06037143901,235.78785003567347,103.66322809056652,44.293388439256304,10.717036330084985,,,188.51412599393444,315.10642443609964,159.09079408220208
143902,1400000US06037143902,06037143902,514.163439305745,870.67525375328,706.8153086513591,805.9733739105509,,,,64.90285930899319,825.0174816344061
181000,1400000US06037181000,06037181000,572.0527200049083,677.3091888219506,752.690671063131,788.5459500194099,,,649.656161641626,434.66474562046153,75.05166118677363
181300,1400000US06037181300,06037181300,993.6057267397111,316.3672726407227,444.09213084379365,727.8115468982671,,,,892.0147807835256,1018.0566995469353
181400,1400000US06037181400,06037181400,397.0722053528167,703.456179686791,712.3825132889025,783.2336628975435,,,643.6514697959747,608.6377127595888,639.8492004204616
181500,1400000US06037181500,06037181500,571.801683048093,536.5176053500795,643.0319721724258,806.8677755457326,,,,637.1864575463983,637.9480820319187
181600,1400000US06037181600,06037181600,438.1525040070408,693.7272173934748,727.0801012804906,731.3909202896641,,,631.0807673505276,509.231992825991,298.73256029817543
183101,1400000US06037183101,06037183101,463.35116315486306,165.1005926354163,104.16739589774733,,,,,209.71651913640568,102.55686788114363
183103,1400000US06037183103,06037183103,170.61795176594347,227.91996886932253,247.99505284411353,,,,201.39763046536183,246.15725238851584,45.48620075530983
183104,1400000US06037183104,06037183104,290.2946301257387,,228.25686288549156,,,,,215.7163230660063,134.62961267856522
183220,1400000US06037183220,06037183220,556.9545585457395,502.75599145050757,425.52139275068777,,,,,442.6621950648782,451.35181554541555
183221,1400000US06037183221,06037183221,863.9134342110085,575.6862230186892,588.8247602046048,,,,,723.7972258345317,
183222,1400000US06037183222,06037183222,725.6743579361845,474.7409822960394,404.53955384822797,,,,,383.39795400843167,466.17922667412586
183300,1400000US06037183300,06037183300,424.9881206175767,364.72124895966954,339.66920366157194,348.3944732237451,,,,300.2756111135524,505.4170761280646
183401,1400000US06037183401,06037183401,268.71262245995996,139.45287000283665,193.0882261075118,,,,,122.24223604636803,207.87487906419892
183402,1400000US06037183402,06037183402,827.010295238573,884.8466191172256,768.6228818386269,919.8203326862729,,,824.5687489708675,807.2099016091554,938.1247628591171
183510,1400000US06037183510,06037183510,311.6318888873202,356.94696919977326,344.2646705161162,,,,,343.8956609757006,133.44072577320904
183520,1400000US06037183520,06037183520,519.8714006030932,590.9729365183206,645.940360406704,,,,,592.2530918344991,465.56511930411614
183610,1400000US06037183610,06037183610,388.74131014996954,381.54545620122383,375.8023763516834,319.10746110082704,,,340.4762501701493,450.053710214141,414.3115029666233
183620,1400000US06037183620,06037183620,276.6082003588231,304.09445285780487,232.67609649784308,41.23486357528436,,,,195.97742737235598,96.01815312872996
183701,1400000US06037183701,06037183701,116.50864271285329,234.400076485479,218.94110629963814,122.47083523542781,,,250.19875654623124,245.2767630442991,283.35287867232074
183702,1400000US06037183702,06037183702,136.889879223149,84.2067628877841,60.84385517434244,,,,,107.08537925733758,55.901546142952334
183810,1400000US06037183810,06037183810,355.6013083641728,390.804880465156,350.8358453306325,370.5926261050014,,,525.969654223912,385.31432016947474,426.77797641089586
183820,1400000US06037183820,06037183820,144.85377979275347,260.9780921916145,,199.72132596165918,,,,48.76466086464754,80.3648843321738
185101,1400000US06037185101,06037185101,360.60324250377084,278.4881153940654,159.41755857957568,368.7001284029903,,,153.05677755685292,65.61193447602095,149.5700146253564
185102,1400000US06037185102,06037185102,160.0181888895557,295.1711967894583,,,,,,172.07002702828777,267.8046256476491
185202,1400000US06037185202,06037185202,376.3868687767094,89.39708629285613,,149.52430290709884,,,,257.64709540071334,418.92288152453676
185203,1400000US06037185203,06037185203,314.8793648557134,170.66669205239697,68.31458840773264,64.7320681417513,,,,299.6127077313778,120.55296417648404
185204,1400000US06037185204,06037185204,148.71948721954197,,,,,,,,346.17388293996436
185310,1400000US06037185310,06037185310,416.92396714011693,398.2576351233884,240.41155701694746,221.5053820508079,,,,336.1690038250228,338.6564081323729
185320,1400000US06037185320,06037185320,215.12805461682754,148.66966249346365,146.72851288650304,173.10831574703298,,,,221.52649345103976,191.8374372413496
186100,1400000US06037186100,06037186100,927.2914707995445,942.860126534178,809.795524269569,,,,,919.7786167356181,1035.2078342240634
186201,1400000US06037186201,06037186201,967.7581067950525,1056.6914415165986,1165.0995302214687,1037.841303225201,,,1223.0253120224559,1170.370005015024,1062.8336571328266
186202,1400000US06037186202,06037186202,712.1429320855817,734.4552386194216,607.9280455788223,661.3839638861157,,,,712.786558490805,584.771547951917
186203,1400000US06037186203,06037186203,386.0721758517171,310.1884432003214,310.88816967920025,,,,,,
186301,1400000US06037186301,06037186301,332.331188528682,636.6174268739624,680.4179426281913,245.25972380649551,,,,304.1580344834098,310.6718535788156
186302,1400000US06037186302,06037186302,187.0765231327455,226.1234566322018,162.58541210572048,184.28420252663747,228.1277734520773,,,236.95026987109634,115.98003888805172
186401,1400000US06037186401,06037186401,150.07757387105215,259.6823300475631,295.12362123074973,306.23569422853933,,,,197.41812174151625,117.42040061941807
186403,1400000US06037186403,06037186403,398.9672016660498,252.15682345924913,286.6452986162139,273.93440144819175,,,,309.04177427398434,
186404,1400000US06037186404,06037186404,519.1254018783626,490.19525758342905,341.01403313411305,463.2671525877483,,,,504.3864466358149,382.8401707312058
187101,1400000US06037187101,06037187101,585.4494962669426,541.3155183986418,628.3667233367344,378.80243834135194,,,,472.9795731189121,572.338353575979
187102,1400000US06037187102,06037187102,310.2717677616328,195.6588306568354,215.1576029307274,177.20102086992404,,,,179.16244607640203,96.53956835912768
187200,1400000US06037187200,06037187200,148.85075859307327,167.28005004998548,220.96693060714014,169.47258438836104,225.01795580999342,,,205.7001653785435,99.48352906418828
187300,1400000US06037187300,06037187300,477.2355565528072,410.52851479865683,436.9040893986729,479.94131583406124,,,,448.4476846148794,568.8958284762356
188100,1400000US06037188100,06037188100,226.60537195209076,251.88092973283497,292.6659589923677,252.15496218049748,,,60.06201765134992,130.22762719015043,235.28791562884356
188201,1400000US06037188201,06037188201,297.7505282047177,420.61837548416713,388.17510421976004,252.28148052287423,,,441.96963525692627,281.25363804486875,324.1480565432751
188202,1400000US06037188202,06037188202,273.80824473435706,,,,,,,,
188300,1400000US06037188300,06037188300,472.94460481901194,544.3886944737028,422.0137508094025,404.93690186989835,,,216.23633106842274,686.4265286284937,169.0739528603971
189101,1400000US06037189101,06037189101,541.4137932208013,598.0421275031,496.92515193870236,,,,411.88074319933366,315.3155068531329,683.3581128175049
189102,1400000US06037189102,06037189102,384.09727792716785,431.96649948656614,430.5269442657546,,,,,222.55968333958305,
189201,1400000US06037189201,06037189201,319.51060980464155,196.81825536569008,197.09532244165692,,,,,303.9415229477107,150.21673017507047
189202,1400000US06037189202,06037189202,366.407194216554,,,,,,,488.56014495258444,
189300,1400000US06037189300,06037189300,314.3731382649077,542.8810635097072,264.44147717505194,,,,,144.42562923994024,217.18270205096624
189400,1400000US06037189400,06037189400,196.95745136458106,186.41401325641527,166.4560926622375,,,,,461.5373466841012,160.73186249109125
189501,1400000US06037189501,06037189501,740.2837702284469,501.70215609520017,511.35982147814445,,,,,,577.3364682251532
189502,1400000US06037189502,06037189502,458.11143699755894,300.06559560854436,415.259522790916,,,,335.02850878590704,451.11646639751586,
189600,1400000US06037189600,06037189600,226.14215739431148,214.3426864723016,179.97108314766336,,,,,159.28156589194214,110.87841790912606
189702,1400000US06037189702,06037189702,97.69826727418267,221.34762773738365,186.63948069228323,,,,80.66696717332621,186.0350953881197,108.91882200853652
189703,1400000US06037189703,06037189703,74.71762264471164,408.92095188846633,75.48711713937954,348.0026867018748,,,378.4837916693607,460.0625865580542,8.434818225889597
189704,1400000US06037189704,06037189704,340.9566506324299,463.4730853764015,552.0112050882807,194.5694934515363,,,611.9999153147206,389.45270992056976,330.48119988505675
189801,1400000US06037189801,06037189801,460.35170023799446,378.9410518016444,373.6120191603428,,,,,,
189802,1400000US06037189802,06037189802,326.8540650373607,447.8033941626061,387.36511045313637,363.36067579589763,,,384.50244201395003,508.3742418444694,
189903,1400000US06037189903,06037189903,273.2365070052156,,,,,,280.33406837082515,290.86663411449496,
189904,1400000US06037189904,06037189904,390.3429678153843,445.32732583964656,537.1309006958381,,,,,,
189905,1400000US06037189905,06037189905,255.44061257726764,394.1738382045388,407.1850826759945,,,,,337.5576670933272,422.84951222414503
189906,1400000US06037189906,06037189906,368.7505590349054,462.5203264918134,564.4683427432498,,,,,,610.7323841368927
189907,1400000US06037189907,06037189907,238.45690631617123,419.7787194461856,425.9561151578171,,,,,411.2776400753477,406.7545694968941
190101,1400000US06037190101,06037190101,127.14759385039187,242.92537306071134,270.6180731104215,,,,286.30915731609616,184.57456027842804,266.43824057363156
190102,1400000US06037190102,06037190102,493.06593467292987,446.77205449796196,507.66000721256995,466.17825060821895,,,345.17766895054086,655.9418718133943,526.1059217565399
190201,1400000US06037190201,06037190201,257.1677731585989,247.23836719565696,255.99260693168756,268.6450883627958,,,328.6134352485301,,
190202,1400000US06037190202,06037190202,466.3506590760705,381.08624150920895,355.68870417025585,310.1991521382549,,,428.50164324191627,397.91220609011253,421.61417335506036
190302,1400000US06037190302,06037190302,461.8592072673016,392.600189961148,444.5924369792719,,,,,388.8158956007776,317.6778716004202
190303,1400000US06037190303,06037190303,486.4105812340912,494.49086343425097,457.86698927823795,,,,,527.5408281569395,
190401,1400000US06037190401,06037190401,612.8827248934667,658.5776664423422,577.5832817222408,,,,,,
190402,1400000US06037190402,06037190402,482.96950472795714,640.8046051248172,,,,,,451.4059959618271,
190510,1400000US06037190510,06037190510,425.08341450744854,497.94927499470566,456.22747471460536,459.41024297802494,,,,191.25109031238674,322.1673905979011
190520,1400000US06037190520,06037190520,642.2340878703986,573.4027444438224,724.2131996287267,,,,534.249628844409,506.8632595374993,
190701,1400000US06037190701,06037190701,485.2401387229763,294.4158465060877,244.7107938731457,342.85500996423974,,,331.2708441911151,239.31040761669135,129.8557255419491
190702,1400000US06037190702,06037190702,104.35655077790624,286.1229046490792,289.2740170211254,180.7063747892534,,,211.3066167123777,,122.29738424788793
190801,1400000US06037190801,06037190801,548.9809582452657,534.0267161269924,490.2089196050864,428.81814139487415,,,617.6874977486352,574.128018634954,594.8031636134186
190802,1400000US06037190802,06037190802,240.99116373591121,294.4391802533364,300.96260693695785,244.4685562515111,,,505.969373558864,208.44383449783862,283.00625222097574
190901,1400000US06037190901,06037190901,105.95327619210298,196.97171174312314,157.66129693843325,77.93430876693331,,,,215.99096074959914,187.5215426043938
190902,1400000US06037190902,06037190902,381.0543413549559,368.21175118941164,369.67454540429844,423.7603734715411,,,,340.99703430300946,124.25737694490118
191000,1400000US06037191000,06037191000,410.0699811522661,427.422354249632,329.6088100573504,295.1033062614514,,,395.28776587992485,325.85413365388007,191.2006813111863
191110,1400000US06037191110,06037191110,318.2194672612813,371.4721178312776,412.2460689724612,406.93747666994307,,,,236.12103005211208,
191120,1400000US06037191120,06037191120,305.0385421652139,319.33295245330874,240.85963020200387,404.43491473482584,,,281.00277580543263,174.4337441767743,
191201,1400000US06037191201,06037191201,390.3208376222977,254.377640693459,324.9665646574813,32.92889407286623,,,,288.63507550685944,7.628638976318289
191203,1400000US06037191203,06037191203,382.10217847285685,362.2431602823533,337.30757617791,322.9766722295512,,,,345.17187270596446,260.90734171135625
191204,1400000US06037191204,06037191204,648.7820450669547,654.0735744012583,676.0003778088713,,,,654.4253953522855,,642.7880991193081
191301,1400000US06037191301,06037191301,382.6107445951674,466.00228737906616,551.9935357761713,414.8202940919529,,,,255.62662726467732,180.9167125650897
191302,1400000US06037191302,06037191302,287.8671372102213,323.2887688156932,391.6661297315671,458.81889493615586,,,,267.2610004056346,175.92994571107513
191410,1400000US06037191410,06037191410,446.4909805048109,418.55098062948804,461.2953876508095,262.4604068084444,,,,438.3685093619049,390.0025826888292
191420,1400000US06037191420,06037191420,221.82152465369845,230.0006761107909,328.1064233913572,86.68629580828703,,,,205.3573574051457,248.67917384713357
191500,1400000US06037191500,06037191500,573.8438902031944,573.6689134394011,562.3996806780775,535.3255341744695,,,547.5888563439221,612.7296526196152,517.109246494804
191610,1400000US06037191610,06037191610,217.99379457587122,346.52310277685484,350.7482070106763,347.6799964803798,,,302.00270577264394,345.5687211301141,401.32086134629895
191620,1400000US06037191620,06037191620,229.84699876518624,343.45256168306344,311.96656138971343,,,,362.1707200610893,337.57196251977575,
191710,1400000US06037191710,06037191710,693.8507248258054,562.6561961697912,844.9410871468108,873.7731165333067,,,,637.3872028761574,878.9401605412219
191720,1400000US06037191720,06037191720,495.9066654214429,293.71794379734035,371.9350945582919,502.84593494260054,,,,317.6390901958729,435.095790518467
191810,1400000US06037191810,06037191810,417.3472479948542,288.2433426889953,336.53571193960954,277.24098530573985,,,,341.87172446331647,236.8589712854387
191820,1400000US06037191820,06037191820,632.7847597647609,790.3145711922609,742.361525809657,653.9826455091447,,,611.0013184472028,752.9887263643424,575.8394709583387
191901,1400000US06037191901,06037191901,342.050543452739,484.3112227156538,504.02008188757935,500.4276998045143,,,455.53871460021685,481.3039238111408,529.3469160680088
191902,1400000US06037191902,06037191902,885.4379150441453,802.1380869559268,895.3507513311689,918.392458281053,,,867.8552784250593,820.2670207903327,871.3281746735001
192001,1400000US06037192001,06037192001,316.60273993664117,489.30665957925396,410.13658316046093,367.8768130139765,,,,233.50749844682906,286.47750213114944
192002,1400000US06037192002,06037192002,387.6678387632862,380.8813340981971,374.9714957085657,,,,376.48733525097856,376.3089759962751,17.499406782008695
192300,1400000US06037192300,06037192300,962.586728614632,805.0340447754952,738.8269856100337,926.2056855343978,,,930.387991238523,946.420008903506,
192410,1400000US06037192410,06037192410,450.6144147124153,858.1247283402819,811.7949722100925,776.8734128664746,,,,,505.20237423992876
192420,1400000US06037192420,06037192420,560.4453861070058,604.8014274010706,630.4751968220687,709.9429571456261,,,,607.7380454998964,711.2961243410001
192510,1400000US06037192510,06037192510,736.1190538722742,675.6350220412257,700.6992814430475,493.61099914234575,,,723.6256576893024,698.8238538543015,
192520,1400000US06037192520,06037192520,746.6610529065733,350.900707951197,1088.9241386627223,389.2693708682824,,,,,
192610,1400000US06037192610,06037192610,647.5573782517636,427.84993297143836,350.03690347754764,353.4292169603392,,,646.1781473765212,429.7267945534405,
192620,1400000US06037192620,06037192620,740.4748043113079,822.5961487580738,605.328657634459,532.5084804253585,,,,762.1182725967531,909.1550799503234
192700,1400000US06037192700,06037192700,180.13606401704874,323.99183152595265,278.33278470231346,295.10986248752636,,,389.7796807332432,225.39953651115474,221.5507220032078
194101,1400000US06037194101,06037194101,105.52103478826686,,136.06301070100753,,,,,,132.6420321858554
194102,1400000US06037194102,06037194102,207.88334213233327,61.14309863891785,,17.902798514614148,,,,,128.800362211034
194200,1400000US06037194200,06037194200,196.82038863666781,192.23586805540197,239.70075365622404,,,,,,133.39712816580814
194300,1400000US06037194300,06037194300,404.4665413413421,597.6338812933432,540.5479832725879,,,,,,378.75767223793827
194401,1400000US06037194401,06037194401,450.8909240163679,377.2361793028624,496.32424767531563,388.65366776139695,,,67.49465693382203,239.90717387893028,628.7965164125704
194402,1400000US06037194402,06037194402,437.65353509809705,601.0722794141409,609.7420941764652,630.2074446379291,,,,,
194500,1400000US06037194500,06037194500,763.0872705306149,794.1635059737025,746.1643133121387,,,,,452.947206458215,838.2850765757508
195100,1400000US06037195100,06037195100,291.0160708501287,432.1040767161993,508.830431191413,621.6066333062797,,,,457.29221725065156,139.77255297692832
195201,1400000US06037195201,06037195201,394.4045179488118,331.7581660569813,195.95228047906033,303.4307766366081,,,284.0205048347785,44.245533145988176,101.01459756266783
195202,1400000US06037195202,06037195202,674.3523633082176,748.6595275727368,898.0421422975479,774.7554886131769,,,,561.6098917673759,
195300,1400000US06037195300,06037195300,857.3199481333133,547.4949902820297,544.0142116041146,638.2730013048456,,,548.2736834708915,546.0379105792114,483.12622553622543
195400,1400000US06037195400,06037195400,474.0849390268398,574.3517319301766,654.6720462898711,725.7699923889732,,,694.2840559558512,359.903856988487,264.2621989262115
195500,1400000US06037195500,06037195500,366.8995766414072,346.6432837385222,332.62651548048325,443.5288729639285,,,,65.75340264872766,852.0442055169985
195600,1400000US06037195600,06037195600,630.9920339699487,348.76487183844927,355.84429200942225,323.76939279308596,,,,311.69256412860767,379.4640270567505
195710,1400000US06037195710,06037195710,549.0378570032257,360.2290722673231,411.8775505519807,429.9843325594826,,,,433.6951218389361,334.2625148836958
195720,1400000US06037195720,06037195720,163.56119731859266,246.33379601776147,235.63335475784748,306.39075599831114,,,,,
195802,1400000US06037195802,06037195802,697.8766628948167,646.6809690502739,632.5304492159042,536.9186553697485,,,699.8487187630751,688.34182430938,
195803,1400000US06037195803,06037195803,219.31217117590052,91.63152749437577,150.47854701457254,94.45603137936749,,,,208.3956344916658,268.23081975368757
195804,1400000US06037195804,06037195804,496.12341202099617,527.0604751121189,149.6795673586903,,,,,,368.09580119098354
195901,1400000US06037195901,06037195901,335.021836154495,584.3267459239489,545.3752759043307,541.6804505372786,,,,101.28709135394355,
195902,1400000US06037195902,06037195902,143.86814619269933,398.91788349318307,349.37048129559577,,,,,,7.902996937371013
195903,1400000US06037195903,06037195903,289.1716185195044,272.4987124236835,271.23507512159773,358.9907323257883,,,,367.81661076886706,
197200,1400000US06037197200,06037197200,183.43792890560047,144.2348389853567,168.6505433365825,141.60004885368664,,,,241.2697798484604,81.7273367605867
197300,1400000US06037197300,06037197300,191.72875425323278,319.92836001201186,307.1711499379336,,,,,234.81570932694314,298.0815614759659
197410,1400000US06037197410,06037197410,263.826880578869,153.43615115767628,217.5281484462184,191.05988765035843,,,,382.0031122721911,227.18149383954932
197420,1400000US06037197420,06037197420,484.38335124105316,361.1693910092755,384.98193133662,446.7220044794684,,,304.9820148367836,593.8405176308937,458.87570908050833
197500,1400000US06037197500,06037197500,237.28794016879925,207.20585908118295,241.31093015850504,,,,209.95064163242375,84.83891192958384,163.54988087703813
197600,1400000US06037197600,06037197600,370.65649827527807,205.34586559485612,290.49692278701104,274.5173714971765,,,,364.24406221238337,353.7603100337418
197700,1400000US06037197700,06037197700,343.10324111222025,172.1939244957652,269.8906454563437,187.94173896552834,,,274.9288281524641,344.37379650321384,445.57280311604177
199001,1400000US06037199001,06037199001,496.6003889610304,353.63365076538065,360.0536689117083,412.59017965343355,,,586.5576903201116,368.65675033069544,300.1299020140518
199002,1400000US06037199002,06037199002,190.83191874725205,189.95472425369138,160.9056655249522,175.55901520927796,,,206.04184491062773,126.46953011682466,105.9402008882459
199110,1400000US06037199110,06037199110,342.1293252792939,288.04411474898825,358.93718505489585,315.5702266359469,,,,417.5651772794977,366.6593830117804
199120,1400000US06037199120,06037199120,256.8039940770773,121.51954813537554,288.2063518680346,271.21318725868474,,,,98.93737086224783,167.79963917367405
199201,1400000US06037199201,06037199201,308.0182065533458,327.8519204122131,303.95841572371626,342.0940758038847,,,,352.3487233275105,371.3017261702189
199202,1400000US06037199202,06037199202,240.8479833985737,285.4190542839448,284.19441535800576,313.5007523123743,,,,231.64582572062903,126.17944796832205
199300,1400000US06037199300,06037199300,128.84775704610004,110.54623340948066,157.96752890690044,,,,,99.45754795409397,86.142146907383
199400,1400000US06037199400,06037199400,111.2274007748841,141.69298442269167,127.87477595328176,135.6179431553922,,,,95.28166209999539,103.75730007025044
199700,1400000US06037199700,06037199700,229.29090800391504,130.83823354230987,136.74922226389862,265.0223350008572,,,,352.48711338436726,218.0271541056079
199801,1400000US06037199801,06037199801,333.4243757199791,229.1387401803905,,,,,,244.24661138420856,417.2740479389365
199802,1400000US06037199802,06037199802,438.7749409219017,300.1142515200794,358.0024884451462,367.61129566648447,,,359.57615110510517,270.485369323632,217.58710957688197
199900,1400000US06037199900,06037199900,430.05707229403265,331.2695790513359,605.469027048395,454.54765587865006,,,,557.123559296341,408.8098118075899
201110,1400000US06037201110,06037201110,163.43530481144117,620.3238972672266,,,,,,382.8839004860656,226.74260561509396
201120,1400000US06037201120,06037201120,318.22072607591383,213.09879213116378,322.82562532136984,,,,,362.07564596532154,419.9927365981812
201200,1400000US06037201200,06037201200,631.9712883670718,759.3604779508864,710.2334525844037,908.9214280949067,,,,,741.8838045922855
201301,1400000US06037201301,06037201301,231.43392304268482,285.60919568263216,244.3311480531056,171.01037724808089,,,,45.99233819783251,244.0890627662895
201302,1400000US06037201302,06037201302,249.58980809761098,,,,,,,287.3178913405737,200.21310502838872
201401,1400000US06037201401,06037201401,452.82873197892746,631.7494819770237,734.674577011592,356.62056626338483,,,833.6294654385093,749.8030713046728,208.56883133286644
201402,1400000US06037201402,06037201402,375.48699263787887,849.5383540220207,808.01254010989,511.08770762616405,,,,604.260568993857,244.20625683616612
201501,1400000US06037201501,06037201501,510.7325790552818,395.5294324483093,288.3255284351303,265.43855585908506,,,,465.29744408717266,
201503,1400000US06037201503,06037201503,894.5590227472208,796.4552274264004,813.0689830641892,,,,,981.0786488160393,913.9167162717287
201504,1400000US06037201504,06037201504,579.672193710071,249.0726099692019,196.38198628709856,,,,,,
201601,1400000US06037201601,06037201601,481.49695066224797,699.5145370106494,710.6452011306878,686.4565339009629,,,,,147.32249809989477
201602,1400000US06037201602,06037201602,601.7431994126084,455.15146130382794,706.4358098689532,706.9316846477581,,,,712.3202187773388,321.1929377149331
201700,1400000US06037201700,06037201700,1008.6304588579803,847.7403915991802,887.178598610277,910.1664760242685,,,922.3824218757086,941.4929708832877,952.6224238045028
203100,1400000US06037203100,06037203100,158.23772058505202,39.415114578191094,102.71260186750007,220.87442429977446,,,,85.35536729686561,113.4224609579138
203200,1400000US06037203200,06037203200,261.1421644479948,193.83636982045016,442.26334613007526,126.8692858115947,,,,245.59845455658922,38.141700605153936
203300,1400000US06037203300,06037203300,313.59002792597454,426.383986144572,374.09542229675685,28.513516978485907,,,,168.3148240251592,297.1178572966544
203500,1400000US06037203500,06037203500,194.58870553323823,222.11740202482926,246.14469940181488,290.09608342078695,,,,223.88351984082814,463.4147451244239
203601,1400000US06037203601,06037203601,420.614587020249,460.2525006464001,458.19695765992327,,,,,534.305638475582,497.4581336141549
203602,1400000US06037203602,06037203602,191.24331435196194,382.61209290008577,345.74293767118036,,,,,50.530266871103564,99.98451678749798
203710,1400000US06037203710,06037203710,351.4117947549001,384.8000190708352,237.12347511942667,,,,,332.6212004035319,
203720,1400000US06037203720,06037203720,644.3338177751862,635.1329935937856,632.3085369980275,644.0638505780685,,,711.6286420832449,611.9474883859557,
203800,1400000US06037203800,06037203800,691.8819955680601,620.9080417142247,712.850802285014,952.7629057980669,,,,638.2913365411922,796.1467072124058
203900,1400000US06037203900,06037203900,912.8840001321457,969.1499034336658,1000.875697344329,1014.4588961057073,,,,878.1276292667969,1074.8278413201149
204110,1400000US06037204110,06037204110,456.5310129273886,223.70297290658124,351.997581353475,,,,,223.43383083984128,738.1418283672294
204120,1400000US06037204120,06037204120,538.1047001178669,395.6223296660004,659.2478372093847,362.700659841771,,,,205.66863119358095,307.3489631006228
204200,1400000US06037204200,06037204200,449.8478732387457,544.1712366807675,565.0941993672545,614.3713435303805,,,569.6578647413247,355.86774104260655,460.0134531381221
204300,1400000US06037204300,06037204300,205.08609723696782,184.59611508216327,94.60948716926887,,375.81013307653046,,,90.41979928820784,117.69131048552848
204410,1400000US06037204410,06037204410,300.0034737826555,391.8585370448353,376.3024286430407,513.600085565536,,,,357.28451198935096,223.8753135869756
204420,1400000US06037204420,06037204420,190.00188403892497,304.97439177185026,133.90007648350513,,,,132.88267807505858,213.81821825935376,104.19048135226916
204600,1400000US06037204600,06037204600,219.9826868121215,227.30283072424095,225.45767788120554,371.08061712048664,,,232.5845316582632,107.51496881281622,
204700,1400000US06037204700,06037204700,359.6709089978748,148.8118928358477,171.6187581781182,256.60174052050246,,,394.40273835188754,368.5592875464656,271.26347039048665
204810,1400000US06037204810,06037204810,375.5580274059404,342.6871535752747,472.8032139671356,237.9830729429081,,,,633.8623663811247,494.04849994329913
204820,1400000US06037204820,06037204820,327.23121229532114,415.02681379702943,,,,,,419.8423412415914,308.33752784087477
204910,1400000US06037204910,06037204910,569.9323628209892,225.20617404669224,406.88893384045457,359.3743850588867,,,,369.4631486988988,437.21800906955906
204920,1400000US06037204920,06037204920,642.4268100653418,565.941041153402,664.3917964674017,894.438243395111,,,,476.7683921021009,993.6697553912329
205110,1400000US06037205110,06037205110,374.5017654408063,679.5971612590774,659.4898370736151,,,,,366.6658428821655,64.93131665574211
205120,1400000US06037205120,06037205120,500.3256674282642,442.0873979097631,459.7829737234481,503.5758176014329,,511.690383838392,538.4278214540335,,562.6527156618081
206010,1400000US06037206010,06037206010,73.10415467406828,106.7091895434605,95.57862415091685,152.16229826671898,,,89.50406505816164,93.429340269937,319.75931262009635
206020,1400000US06037206020,06037206020,197.96514886761014,482.0614536634579,429.35999313544926,480.1391112740951,,,,,404.9219953230625
206050,1400000US06037206050,06037206050,148.20291731128202,325.1628368532982,578.0506105030335,452.4572099629292,,,424.4497365814367,123.22924348127813,464.1002949425798
206051,1400000US06037206051,06037206051,147.89083249175806,781.4324997665017,693.8346862546948,949.7096132748973,,,540.4497018890323,,691.8652689973967
206052,1400000US06037206052,06037206052,725.8182995414932,503.5895549045362,595.343724284131,641.6876740716219,,,,706.8030498808578,584.7090591599317
206053,1400000US06037206053,06037206053,167.18287814198933,271.6373930704247,313.1502347141016,393.98324822160276,,,,78.03690973030116,558.0830333498105
206054,1400000US06037206054,06037206054,133.7301992279906,254.5524036438066,429.08739151161797,480.2711639556368,,,,369.4324501606847,157.24783312316362
206201,1400000US06037206201,06037206201,438.43088321863826,240.30328343987878,283.58034549557675,240.68193028589195,,,,119.18922617081364,282.2348467793667
206202,1400000US06037206202,06037206202,568.3174303916858,422.09481039477083,370.7190655241342,347.8680071334491,,,501.93946629503165,451.0943907884212,427.6120321755344
206301,1400000US06037206301,06037206301,277.0446726603038,163.64928063182242,232.95573709154868,248.34835448752108,,,,240.74925022222266,116.50846541805272
206302,1400000US06037206302,06037206302,273.4483774031243,54.911118334697186,266.6761130718062,110.25831944222739,,,,96.59685281192888,24.566727427888843
206303,1400000US06037206303,06037206303,173.76542948235647,176.0778803738731,157.5935403497041,168.91497915039463,,,155.22083606335656,68.582066441407,415.2131289103506
207101,1400000US06037207101,06037207101,152.79991314983323,216.17715089940285,137.4001164663353,,,,,138.89407476403005,193.46017659549398
207102,1400000US06037207102,06037207102,92.33824645826346,106.0346026764246,230.47203034363417,266.03020119641315,,,145.46433622856648,65.36193868979115,102.67585872898735
207103,1400000US06037207103,06037207103,154.3617433690185,233.11781056551445,216.8705489152451,266.3619674134796,,,198.88079029383755,214.9981652933648,196.238952694345
207303,1400000US06037207303,06037207303,388.2527721109849,391.96853245399535,502.0919641249581,613.066404630852,,,465.86009168089515,,549.9054976226903
207304,1400000US06037207304,06037207304,226.47099470712712,233.0476482181767,241.97470555967683,,,,176.03757010613484,,
207305,1400000US06037207305,06037207305,101.80117783530389,139.44170155409697,241.3769192883589,,,,,,327.20997265086726
207306,1400000US06037207306,06037207306,11.416624045123589,216.88164432112876,238.8898129894594,164.56120806450411,,,332.2032547223644,144.71772424850593,312.0136004339688
