GEOID,MedinaSqFtVal_0100_Total,MedinaSqFtVal_0101_Total,MedinaSqFtVal_010C_Total,MedinaSqFtVal_0200_Total,MedinaSqFtVal_0300_Total,MedinaSqFtVal_0400_Total,MedinaSqFtVal_0500_Total,MedinaSqFtVal_010E_Total,MedinaSqFtVal_010D_Total
1400000US06037191820,470.7799452861953,,545.0944592198582,241.5480338678299,311.96070420743126,275.18471715730317,185.0726995989045,560.5476832601775,
1400000US06037191901,583.9764957264957,647.3781811280943,538.1336477987421,284.6041295701257,260.43092247726287,331.3965568417928,115.47074303405573,,
1400000US06037191902,526.8998907,674.6251907892806,705.1716417910447,419.1672493525712,270.37872696139993,298.2646264626463,237.93681588769124,583.5926989664363,440.72992373261553
1400000US06037192001,492.95710267229254,687.6448705833545,596.4518842753978,260.84941887952095,157.3464566929134,262.70047543581614,175.89803362382156,423.1914893617021,
1400000US06037192002,490.74118837270953,832.8745193417869,524.3560849967804,398.33758956536667,188.18151950718686,158.79567988668555,130.5444473,,
1400000US06037192300,484.3704784095204,561.7434262948207,543.9090909090909,854.3085542550805,,129.52160591472406,254.5691566703017,656.9835164835165,
1400000US06037192410,429.33644674014533,702.8876825159116,514.6634831460674,271.4401794612056,210.28176229508196,255.0281242912225,189.37564499484003,922.5495780590717,
1400000US06037192420,575.1651315789474,,467.32624999999996,252.09669874489322,219.84433462760325,345.62613636363636,192.0770493944795,469.86756756756756,
1400000US06037192510,319.99575931168226,915.2803566745345,458.26543681085667,255.95744293005777,222.3610802050469,212.70723684210526,136.7131246,485.2327284450995,
1400000US06037192520,226.5501145123929,,,218.2419260177537,258.2386363636364,352.7259221311475,164.68512919186367,,
1400000US06037192610,165.16732869910626,571.402832,453.0208333333333,216.50941079341192,144.29334406870638,182.2286346326165,135.07050887607085,,
1400000US06037192620,454.84669780828915,,,312.26843083000347,105.54714123438092,143.9920480993018,120.19606003752345,,
1400000US06037192700,223.5961010073296,462.0851926977688,477.11611111111114,156.93315212504496,194.38900069528188,198.14627308056498,146.43217784476263,,
1400000US06037194101,620.8154680281548,726.9224833391793,491.0094317592112,294.7688918339892,432.13067944977075,61.50747835213855,133.7241089846628,481.09617522792973,94.97140163419233
1400000US06037194102,537.3780660896746,567.7968842,,520.0621212121212,244.00597014925373,247.09345794392524,162.84413744243713,,
1400000US06037194200,674.7140921409214,875.4071661237786,655.9123711340206,400.32126921170055,293.8315557190143,,448.1460976547482,,
1400000US06037194300,709.0457293,965.4347455217514,inf,274.0218832891247,187.69015748031495,294.3253139654444,155.91702713330713,,
1400000US06037194401,601.6770833333334,813.7490226739641,794.8638297872341,426.798892,169.04727820234592,332.88573232323233,125.90451956601646,346.0225598935226,
1400000US06037194402,589.6498015873016,893.7824787669078,898.8421694,267.8414063,308.67334254143645,282.5675769602557,195.687735,682.3063186813187,
1400000US06037194500,460.625,812.1927155371138,695.1272285740845,336.44764720374474,92.34702159531862,164.2897638496999,123.28304006343691,,
1400000US06037195100,402.9457286169271,565.5044678165934,564.3358778625955,276.27291450285566,182.8380084080943,198.8189319435928,128.14184088269454,635.6801529611259,
1400000US06037195201,430.25983146067415,488.62301216089804,546.8504237041634,295.58460343567253,251.62344342327975,148.76193708983934,122.38002114164905,245.74676258992807,
1400000US06037195202,515.7288136,605.9147025037313,949.0475609756097,371.6003575883576,319.9116475896585,192.33566433566435,112.51430641072075,,
1400000US06037195300,516.8140791,527.2245370370371,501.87731092436974,242.36475409836066,208.61618444846292,172.03393656080914,147.51098559202325,,
1400000US06037195400,512.3454639234812,457.4190434401053,507.5099118942731,292.0794523,274.50523876295085,221.5872180451128,221.98824930892403,,
1400000US06037195500,407.62241887905606,385.1096900315032,409.3198581,286.1086375779163,240.39665471923536,183.41999177293295,141.52643878933048,696.4431017119839,
1400000US06037195600,439.90102782208044,542.7380087209302,623.1597938,292.49803536345775,199.1535618,160.53414507716326,127.26045296167247,,
1400000US06037195710,308.6370645239441,576.1919932850125,239.94775766639165,185.5932759420769,234.18402975343764,237.29651162790697,141.68742978499264,,
1400000US06037195720,278.0041928721174,1076.129574678536,586.1398186988979,298.0701473884279,307.39972851057973,165.10043397396157,319.4527483,510.54567022538555,
1400000US06037195802,249.68527918781726,,191.89227053140095,215.14179112059333,192.51586041256826,167.57204169221336,171.01824761920852,,
1400000US06037195803,495.8187134502924,662.524531,434.7785954889449,242.69535519125682,308.3846578366446,115.91963849535907,200.412669,,
1400000US06037195804,236.72345679012346,724.7727272727273,,301.642376,156.18375311862923,221.21147101299772,164.90678975580704,,
1400000US06037195901,486.6096491,348.50742574257424,562.7397545709396,297.09683954619123,265.82760085330995,250.0508675163906,245.31403224536564,583.6818181818181,
1400000US06037195902,456.65317619720264,312.8640454034155,663.6751515679442,306.3194715325121,125.37962962962963,101.00160327539885,206.4217610768368,545.7325419553131,984.5255681818181
1400000US06037195903,282.93935792376834,852.014932,529.4302610114192,317.0218340611354,193.93793355239137,229.59094790777112,180.22639879023546,,
1400000US06037197200,219.71064467766118,582.8414496,,193.0068444699852,180.7794547794548,115.83162833296711,128.78315612758814,,
1400000US06037197300,459.9417146974064,574.8244443,176.53650793650795,196.11847988077497,196.52986776105791,199.06321155613654,207.9759305210918,,
1400000US06037197410,413.8547631988405,662.2807018,408.30121951219513,338.6594298003072,216.43399044205495,204.03708133971293,159.8868103409837,,
1400000US06037197420,359.56331360946746,168.7710371819961,444.7409090909091,204.13317757009347,135.82828445375947,133.34771653543308,125.0037971739463,,
1400000US06037197500,284.93226863509994,474.65254076248624,90.75913043,225.87684150086318,176.46449615651886,201.10498687664042,165.56459627329193,,
1400000US06037197600,140.60291039671682,323.8793880075359,520.1911764705883,130.22576906310871,120.17601043024771,121.890625,157.91711140760506,,
1400000US06037197700,331.0195313,,296.1922865013774,161.2172619047619,124.03967846759022,116.79958692029992,120.56526446349594,479.98130841121497,
1400000US06037199001,189.44235436893203,,157.1410891089109,161.0778564206269,193.89006642112395,146.18799212598427,121.81629224300256,,
1400000US06037199002,230.88402848423195,69.84087694483735,423.41782945736435,173.21612064589593,145.1120103593396,159.50382838112088,102.7785709596591,,
1400000US06037199110,248.4247048611111,,,176.57351709221354,311.9692332474227,252.13923805062154,257.4962758555863,,
1400000US06037199120,200.54531829623744,,328.79324324324324,177.00354027721067,195.18499765274402,177.57587758441173,122.53742870177683,,
1400000US06037199201,202.93229166666666,,,144.92298550828184,156.12593322590226,122.52305608059805,142.0695654300018,,
1400000US06037199202,281.2059294871795,518.1081258434548,,201.0495,142.9098762516059,227.87163955287699,114.56844713745502,,
1400000US06037199300,286.3328590196419,385.7717842323651,,199.65307427151913,171.09363091997824,115.20746174867998,98.57746327212021,,
1400000US06037199400,209.47420327304047,60.66617772750125,218.05263098079325,140.18376068376068,153.74827925270404,127.58231884057972,146.10271966527196,,
1400000US06037199700,189.87963919675292,,184.81044148563421,147.4197049605961,124.16189427312776,148.38654805237806,139.04110772861435,,
1400000US06037199801,241.0211789691345,145.5229180116204,,179.6306598,144.17771883289126,140.21014611605136,124.46112301149175,,
1400000US06037199802,201.1027506390284,,,168.47732513451191,176.5201044386423,137.6554566949675,118.5077611118184,,
1400000US06037199900,231.0803886925795,,,169.94285714285715,143.18687618797594,125.8852140077821,165.82829533122737,,
1400000US06037201110,234.71626984126985,206.88689217758986,,193.6437837837838,142.04615384615386,126.62519963307112,204.06552510782814,,
1400000US06037201120,237.08636836628511,409.60109750949766,,203.9042416452442,204.69213166696005,115.55786415096914,161.99387056782427,,
1400000US06037201200,229.22252626174867,595.8650461022632,,203.8143113151529,169.51278269419862,151.6625441696113,176.06637545934134,,
1400000US06037201301,211.04273504273505,229.8731884057971,228.7223848,198.06,199.42675126730853,205.0391378150554,122.82211756695415,,
1400000US06037201302,260.2697099,376.89381933438983,364.6243513513514,159.38429256594725,235.44946722634808,324.8506097560976,169.06754899093303,360.6019637462236,
1400000US06037201401,234.934375,225.3615219403752,239.84139100932995,247.7233616808404,173.74240331491714,273.5003164475556,191.1204919,,
1400000US06037201402,201.17173648793587,245.7802732404294,,165.6829219733933,158.5875508514234,133.63925312925616,118.84416410315384,,
1400000US06037201501,207.01359980065564,237.3650586701434,,175.43993296921548,119.02574349157544,156.38507577228478,178.08971553610505,,
1400000US06037201503,225.13910761154855,131.87638121546962,356.18292829532635,192.58609271523179,165.06799442824638,216.71119227758936,151.3495319489409,,
1400000US06037201504,243.87559672652876,331.96836969675223,,167.0967505854801,142.42447495961227,253.22314099356805,139.4406534325889,,
1400000US06037201601,226.83436835144613,177.93033509700177,181.94665373423862,194.4830813534917,199.94700214132763,195.76424042060677,144.8352775237343,,
1400000US06037201602,221.50277998411437,159.19572861761668,,198.4342834790166,122.23502871205906,184.6778422189777,195.00864341601346,,
1400000US06037201700,247.55502392344496,283.02424809779006,258.7047970479705,231.3617529880478,186.23502311655267,156.05811623246493,173.9723258,,
1400000US06037203100,209.1860811602191,526.0896430116712,,202.8697318007663,169.49645012224823,186.08841463414635,196.56646985149402,,
1400000US06037203200,221.80376344086022,168.7330226364847,,171.23845380715215,149.3298216534218,142.24516129032259,115.09427304804126,,
1400000US06037203300,170.82340425531916,,,148.86461318051576,95.96017584,133.71191910192445,147.61880733944955,,
1400000US06037203500,200.51470588235293,,,155.16064327036145,178.0941893158388,151.77282200917048,118.4256252,,
1400000US06037203601,187.90527065527064,,,151.3162313432836,120.68920187793427,132.65,87.09619399,,
1400000US06037203602,221.98636718407786,,,166.48334162108404,154.74686431014823,114.41424699961286,125.47620593692022,,
1400000US06037203710,212.29978813559322,,,153.16114897760468,158.49633778445263,120.5131054,132.26309255079008,,
1400000US06037203720,189.01023255813953,235.5142857142857,,164.0370709382151,187.33202665621326,142.76114453463066,115.07618787547788,,
1400000US06037203800,223.3706536713754,735.1754385964912,,182.4530327428878,198.4322839087006,159.08182602943074,122.70142122845104,,
1400000US06037203900,203.84607218683652,193.0869905956113,,194.33789715430308,149.6871227364185,123.13456616334864,121.80674846625767,,
1400000US06037204110,214.97626841243863,24.073863636363637,,164.2496533,143.88917525773195,143.8543613707165,131.46250616674888,,
1400000US06037204120,215.06986301369864,,,170.05555555555554,109.33572819005244,150.1879734848485,128.4620253164557,,
1400000US06037204200,225.1015217783002,204.02892885066458,,179.97532508191378,184.762736,93.61861213517665,151.5048442,,
1400000US06037204300,197.2128682584937,142.54389028859367,,179.61106309420916,144.42797039570726,154.5841908325538,113.1916097890918,,
1400000US06037204410,183.87255001010305,,,186.74255065554232,101.71192411924119,114.48522267206478,102.58072449732964,,
1400000US06037204420,163.57457161779595,323.27472952086555,,148.20870265914584,163.2175027462468,126.53486104339346,92.72965220509143,,
1400000US06037204600,206.88644965934898,,,165.81561238223418,158.8159762683169,160.08706622210258,117.45189950980392,,
1400000US06037204700,202.89162561576356,109.05086206896551,,177.0005868544601,132.99349259303386,154.81499429874572,220.92307692307693,,
1400000US06037204810,202.16473988439307,38.21487603305785,,191.0257116620753,148.54607801114446,138.70441071265083,157.3099367,,
1400000US06037204820,204.84593093822065,204.2761780104712,,169.95232558139534,165.32465753424657,167.10076406015764,84.63440939013523,,
1400000US06037204910,212.00078369905955,,,173.09837158899168,156.69022017409114,144.56060830077092,200.84059411177824,,
1400000US06037204920,219.69169164169165,331.85158252604947,,184.43987915407854,224.40073529411765,,130.0450182216531,,
1400000US06037205110,,,,,,,39.89104671586384,,
1400000US06037205120,220.11354166666666,,,197.15815485996706,162.47592592592594,261.0457105001656,43.029943477480714,,
1400000US06037206010,207.99660441426147,472.62940058933003,511.6187747425515,222.3388966156699,134.92437057133736,47.037920638648174,128.65720546343113,,
1400000US06037206020,,,,,,,,,
1400000US06037206050,116.52647062805072,137.88802756244615,,215.4149734520674,312.7072054898971,188.9579274611399,94.10978326919182,,
1400000US06037206051,,,530.2098360655738,,,,85.92456600847103,600.2343137254902,
1400000US06037206052,,,494.7395510835913,,,,,643.2908045977011,
1400000US06037206053,214.32011212624585,,,224.53262430242015,112.17202757036186,146.88078489448353,124.5161326320484,,
1400000US06037206054,138.40880503144655,,,179.51546041454299,,206.96237674270395,122.81575286074661,,
1400000US06037206201,,,470.2540322580645,,,,194.7213990898508,,
1400000US06037206202,,,374.4457627118644,,,,107.82289548960388,538.5714285714286,
1400000US06037206301,,,,,,,145.72568204391285,,
1400000US06037206302,,,,,,,136.79126529702847,,
1400000US06037206303,,,,,79.09937888198758,,203.57816941444003,,
1400000US06037207101,234.539,,395.0330809328807,144.70408153784075,121.34276716506317,136.12386331186894,118.34738884612759,,
1400000US06037207102,203.1769531,,,126.08239882983911,164.58015415118433,94.27320221266135,173.61482411043193,,
1400000US06037207103,135.44003115264798,,239.6943793911007,213.88721997398468,146.5867469879518,98.54598893499309,140.00104821802935,,
1400000US06037207303,,,,,,,48.90432847489045,,
1400000US06037207304,,,53.13636363636363,,,,,,
1400000US06037207305,,,303.1030769230769,,,,,inf,
1400000US06037207306,,,,,,,,,
1400000US06037207307,,,,,,,,,
1400000US06037207308,,,123.98654970760234,,,,,,
1400000US06037207400,,,,,,,,,
1400000US06037207501,,,444.94104308390024,,,,,548.7147487844409,
1400000US06037207502,,,188.44120734908137,,,,,,
1400000US06037207711,,,670,,,,199.60853739245533,,
1400000US06037207712,,,,,,,,655.3258516905737,
1400000US06037207901,,,526.0744985673352,,,,488.9177362337071,,
1400000US06037207902,,,709.1225724194206,,,,156.97133333333332,176.58196721311475,
1400000US06037208001,0,,,119.83525789068514,291.29073941134243,78.43869853745609,153.51811846689895,,
1400000US06037208002,255.87640449438203,,,192.0069290465632,139.8657985722942,175.78259102638722,151.0591564658358,,
1400000US06037208301,323.73210588094605,,,135.93041526374859,155.68152031454784,157.89626276575794,134.75934764943378,,
1400000US06037208302,181.0263888888889,,,253.8105497771174,125.76803927811105,149.22017815646785,117.78882738460743,579.83,
1400000US06037208401,276.3028850222128,,,194.0617020204649,491.8342508,227.5445205479452,194.17007307250708,,
1400000US06037208402,234.82908817996656,,,196.53074433656957,178.42645241038318,178.73435634672072,159.00888625592418,,
1400000US06037208501,175.35487959442332,,381.3709401709402,276.5069721798612,161.38807130215685,234.5868757738341,134.51131586544292,562.0408163265306,
1400000US06037208502,311.12784349408554,,,222.00410273736088,290.32238282961015,143.64801928093965,147.17509632438382,,
1400000US06037208610,191.20511049723757,170.06903898704041,236.03649649297617,160.2562417871222,262.1282721,219.69848664464178,169.91767971541492,,
1400000US06037208620,221.0393029726272,inf,294.45515786479564,179.58935989065532,153.1485672623017,247.87128205128204,165.89017933904626,,
1400000US06037208710,64.22257053291536,,335.88634686346865,,,,112.27724461505652,426.5155297126673,
1400000US06037208720,310.14074074074074,,,282.08583913708594,219.75751421608447,89.46270818247646,153.19425255595468,,
1400000US06037208801,433.29549754067347,,,92.37897043,90.16533912623703,211.51799485861181,151.43093485651977,,
1400000US06037208802,185.88809523809525,,,164.20235198702352,318.13329314518836,138.98067885117493,106.05524615727333,,
1400000US06037208902,123.1579391891892,,,0,0,,150.61064806939956,,
1400000US06037208903,204.9480582834449,,,80.68810289389067,,286.57444025556885,104.96272303670872,,
1400000US06037208904,310.07741080841146,,,145.72810087106663,246.40318342359313,151.03990923873366,172.3110638088196,,
1400000US06037209103,99.05619233994967,,,0,254.18351403588525,34.502279270633395,133.26331810567814,,
1400000US06037209104,,,,,,,99.73905214,,
1400000US06037209105,,,,,287.58941084868934,59.90508753,140.29266386818523,,
1400000US06037209106,0,,598.8508771929825,,,,88.32529610829103,,
1400000US06037209201,,,,,,,inf,,
1400000US06037209202,,,,,,351.79260450160774,163.42639454076487,,
1400000US06037209300,96.99759615384616,,,139.84170854271358,303.28083613108174,161.86766014234877,147.93308788218346,,
1400000US06037209401,357.8357062,,,,339.62264150943395,108.30649798734905,159.66822406609072,,
1400000US06037209402,,,310.2381316098707,627.6639118,,146.95030661873545,141.32387152777778,303.3885093167702,
1400000US06037209403,216.66520278997675,,,203.18410876801966,207.30672268907563,76.56313835,136.0031528411705,,
1400000US06037209510,268.1762157,,524.0185185185185,421.9619771863118,338.26056561804893,205.17044358727097,122.35633362232628,,
1400000US06037209520,197.92835481425323,,,204.4200965086574,59.152398299939286,203.7194687522275,159.2425356506239,,
1400000US06037209810,146.77380952380952,,,272.0164233576642,134.99789014895222,203.24165522258738,104.57152346247724,,
1400000US06037209820,234.77309065131766,,,219.15596355303362,165.3546762589928,181.27633577343215,116.99810685738326,,
1400000US06037210010,319.7102615694165,,287.28607277289836,244.87899686520376,240.28093675283077,141.77799058133184,159.98098218584497,,
1400000US06037211000,472.00462534690104,582.0627565507414,488.4630317401659,338.0619891008174,,103.05141397616522,193.00023274758524,,
1400000US06037211121,306.5932868015649,150.54453877179287,,170.21842410196987,189.53292033980455,109.70982390576333,123.92420337394564,,
1400000US06037211122,238.23426975323525,,,327.08994640807134,123.99886073428362,142.29130901287553,163.10943427625557,359.8318161219056,
1400000US06037211123,,,,,,,83.07784013939559,,
1400000US06037211124,173.12798428448616,521.3891087397105,354.39082372745156,74.51531862745098,,119.08061153578875,205.78070211999164,,
1400000US06037211201,267.9695290858726,,,170.78314659626798,238.80214533790536,194.4172712396361,184.24461290680884,,
1400000US06037211202,368.4584923243417,,453.5300274066461,216.0046332046332,338.28782710340374,150.74991255683807,144.0823353293413,,
1400000US06037211310,303.57176196032674,,523.1496350364963,191.5240552290287,248.40676732311744,193.97306910569105,152.67168478260868,,
1400000US06037211320,162.3117254528122,,,,318.62848050914874,149.18076749801492,107.78078263074624,,
1400000US06037211410,260.37801778907243,272.56469951272334,588.8308895,192.15571834687483,139.54547677261613,109.1864016133679,143.25427294999278,,
1400000US06037211420,263.09375374205774,398.2382495922763,300.68594182825484,184.26989426822482,240.42773722627737,239.32546074625446,211.77781408714566,,
1400000US06037211500,391.175,640.3337365021051,472.8329192546584,203.55792745179122,143.60470784808524,119.30116465103202,143.23384122335318,,
1400000US06037211701,396.328918,602.4780549,403.6080163043478,170.6243080020131,258.30956475723036,254.35287195671776,245.2243239812111,552.3743842364531,
1400000US06037211703,185.8658603120759,,453.8951707891637,104.5651190856932,191.68068535825546,184.92635803741018,187.40120199010175,,
1400000US06037211704,238.77768987341773,inf,429.1990336134454,,inf,,183.35384523074814,615.3046148529781,
1400000US06037211802,,,480.6867747128119,,,141.1088617265088,107.86263524108159,480.0125,
1400000US06037211803,284.63027888446214,458.3622093023256,294.76679602964464,408.5278836162106,,117.30870786516854,157.19391355997345,483.12433862433863,
1400000US06037211804,265.9560557341908,45.57239257013269,427.3071428571429,,,,108.41560798266876,,
1400000US06037211910,129.45693476884105,,479.4384615384615,,,,117.98092388013026,359.6602409638554,
1400000US06037211921,,,,,,81.21160418201916,80.13404035318734,,
1400000US06037211922,,,259.77984420497063,,,281.79469989620566,197.90870630149186,,
1400000US06037212101,,,435.9827476,,,110.47396563814866,123.8778071334214,,
1400000US06037212102,,,390.4407546154483,,,,136.56385876728254,,
1400000US06037212202,171.8456937799043,,515.1409574468084,399.0028763183126,427.67613633812425,202.2687556561086,158.22731392889514,,
1400000US06037212203,456.52036128569216,,,,,166.93491975630468,129.8694219737276,,
1400000US06037212204,416.2068965517241,,,227.2980552427381,,128.78164403832108,96.56513857090069,,
1400000US06037212303,,,,190.07163531114327,,304.0809015073078,160.04800146012045,393.1471544715447,
1400000US06037212304,,,,,,,123.20554214651538,,
1400000US06037212305,305.30811974825843,,274.86160714285717,448.4223980944186,188.70627157652473,215.55023923444975,153.95936478281178,,
1400000US06037212306,106.09836065573771,,440.0626984126984,229.62828411874113,213.40730932798076,177.85543999970108,195.69135222237142,,
1400000US06037212410,155.52541493775934,,381.6769524,,,123.1955321068827,144.73054966563367,,
1400000US06037212420,303.39574672390074,,448.08454545454543,208.27055671894493,93.2375,147.23418833644848,169.22972765040777,,
1400000US06037212501,140.40950226244343,,577.9166666666667,,183.18962322421248,,112.12703813138745,501.0719816309612,
1400000US06037212502,954.8976341139368,,463.2134831460674,,,,129.08767330835576,,
1400000US06037212610,298.37611856823264,205.03185267540152,376.9521179931467,277.4311270125224,231.07126645483433,206.7914063,113.73104997192588,,
1400000US06037212620,248.22893818687635,196.50675105485232,554.6274057649667,291.24242424242425,774.9381695434349,155.26089508515676,135.11962001097646,,
1400000US06037212701,284.51211267605635,357.62722590986095,336.7550729012588,332.66794961511545,110.53454163350577,251.62259743602067,470.84344827586204,,
1400000US06037212702,324.00163750133555,471.4388652194295,494.7507993,276.86903578528825,252.7254455468879,292.1174642635177,141.68186201224424,494.0397540983606,
1400000US06037212800,288.6547017455631,344.46161197833703,,258.26394169835237,276.7750850340136,206.4426551,121.05818724356584,,
1400000US06037212900,215.07846924690318,441.5967540574282,421.42520459960633,284.6162750732477,256.6452192667146,178.03711034141514,156.40532936113868,,
1400000US06037213100,280.7734627831715,306.96041421431585,491.5376,106.98477467860312,168.35967487017385,184.2988506301182,190.7391496007456,,
1400000US06037213201,233.16536267798097,,490.36360010293356,549.8089034847656,180.9190152269773,157.73065707126267,174.2999948232829,,
1400000US06037213202,284.07584050039094,,579.7472383448792,200.7910602910603,153.24386252045826,228.12695271926543,144.3397811113325,,
1400000US06037213310,278.36104609119286,,550.0593150301163,235.35536535173208,313.34225237585326,235.97002528299555,207.43812877263582,,
1400000US06037213320,225.0117785630153,,502.9306930693069,230.7995121848651,172.67823878069433,203.27538829151732,138.79842696629214,,
1400000US06037213401,274.9254966887417,,473.5594148,,205.98494584174776,205.9183723196881,165.3062585499316,,
1400000US06037213402,165.87800354101162,,441.34229927980795,237.88667662754287,142.98690024103973,183.88734332158248,164.26830077738194,295.9571306719459,
1400000US06037214000,334.7100459773387,332.43798004475445,394.3578873506642,189.30145713895712,295.6092990978487,104.48896769109535,108.84831989950801,,
1400000US06037214100,362.94543283557033,498.89795449321997,530.0443308974652,273.0488801675672,379.14406366737046,232.59523160762942,144.47750865051904,755.7211702420242,
1400000US06037214400,782.0722917503235,,,115.49637276785714,458.20557804768333,184.02511647887044,128.87116004993578,,
1400000US06037214501,581.7576029,1020.4697336561743,,,,,83.80160249482817,,
1400000US06037214503,,,,,,,82.87716185304744,,
1400000US06037214504,,,,,,116.6734693877551,84.82151932441653,,
1400000US06037214505,,,,,,,76.42794961734694,,
1400000US06037214600,380.97042253521124,823.2307692307693,373.15373244641535,241.28728159284844,270.4193198243273,209.56688018447323,143.95373668131722,684.5863309352518,
1400000US06037214700,344.8524111,722.3367741935484,543.0552941,268.5262891809909,181.9545275005633,149.73899971209943,142.10338983050846,,
1400000US06037214800,367.38991307747244,650.8423510544756,651.2140575079873,238.72060377602833,174.7109567555456,139.35667550796694,143.82872928176795,424.4316742081448,
1400000US06037214902,396.5312280701754,580.6853165854704,602.7321295210335,218.9005361930295,502.594375,286.47060126470797,243.19596763837166,,
1400000US06037214903,448.78601371422826,762.2426249247442,539.3317941952506,159.0517352,,331.85778331257785,235.60542997709888,509.6630530416419,
1400000US06037214904,505.31781601960563,868.4405797101449,625.1492776886035,231.31443298969072,257.46809523809526,236.23831302357564,251.16193633952255,857.8556586,
1400000US06037215101,,,626.6830968006564,,,,137.2707131079967,714.9222615,
1400000US06037215102,470.518304,,,412.98940998487143,704.8398919753087,146.9145857656498,123.52524828647363,,
1400000US06037216100,351.71910793288004,534.2385931558936,,214.29679802955664,233.91900386847195,159.17015022860875,138.76357318662227,,
1400000US06037216201,351.63415810949544,457.0009325886776,568.5597484,255.6486050463338,186.13545491636066,163.1222564497497,134.29405286343612,,
1400000US06037216202,300.62606837606836,450.56136159561345,449.1290824261275,258.60990945674047,333.8424826793952,196.8942171,132.28422680825486,600.6573426573426,
1400000US06037216301,332.2583970734952,444.88577116858573,,335.1349367393228,217.27984336718922,289.51779448621556,49.15258134364135,,
1400000US06037216302,382.31728934041917,464.09037406220654,396.8822629969419,296.4261382559988,159.84259995664934,255.1707375478927,124.68397283791487,,
1400000US06037216401,577.1704417,433.4210182767624,459.90816326530614,248.85051611301046,205.92,373.36997756475625,172.31707755203786,303.2126623376623,
1400000US06037216402,312.11962987442166,,547.8797766359061,261.1229205175601,335.0355165050804,144.6708307270407,201.09199284720842,340.8013052936911,
1400000US06037216700,383.56198347107437,304.15314299710553,547.1544253823351,255.01630354020222,272.83722083538845,147.02878349022447,147.05171624713958,604.0473251028807,
1400000US06037216800,404.60426179604264,450.3647502356268,,257.92383918459797,283.77543604651163,105.87341959116154,126.88353513918362,,
1400000US06037216901,382.4080107,509.1833158451755,,276.18712394705176,84.84639083683965,251.0044827586207,212.4210841569332,,
1400000US06037216902,329.93663366336636,645.7121468244385,591.6899866836499,323.3801703163017,232.19613476103422,213.90738325144358,154.34538305428717,,
1400000US06037217001,451.9812575574365,557.1708860759494,603.8203291117388,322.3358321,235.87216478799178,222.91248113817633,153.02471936947694,543.6725228390724,
1400000US06037217002,422.6603260567271,399.4074957410562,468.1577142857143,242.8241253087433,277.99321470689296,422.6767962915272,179.47420815455433,300.26049046321526,
1400000US06037217101,420.1373989713446,281.6764705882353,,264.49209245742094,188.84075679936933,158.63795394154118,172.41128356940152,,
1400000US06037217102,513.1314623338257,507.2330547818013,,247.3557328,351.6561907584786,220.2498085457833,156.20867079561697,,
1400000US06037217200,278.6069626270753,367.3694117647059,,260.1430887132883,199.10628571428572,240.44284734244297,114.69577464788732,82.58716075156576,
1400000US06037218110,205.47291487532243,114.4594298245614,,161.6022894082865,179.32434324869962,162.7375383883713,145.7152908067542,,
1400000US06037218120,192.31264883334984,278.8346328349315,,169.74997650011306,186.55338975257314,207.24418604651163,160.98502522068097,462.1557580144406,
1400000US06037218210,302.62392905275317,,,221.0041927237619,158.3813716404078,174.84058341862846,137.1012296941788,,
1400000US06037218220,213.6875,173.17279151943464,375.3423860329777,203.1677973767526,172.17807643847124,217.68886714056237,115.82511956747764,,
1400000US06037218300,289.9082871423517,303.228858,424.67241379310343,208.14377682403435,201.08222468406368,163.38727872880781,107.47918224881576,,
1400000US06037218400,229.1370181,185.1978928080623,,236.07689030480873,170.14643148926237,182.70209504343381,132.72894456289978,,
1400000US06037218500,230.60802954693511,366.45847630417575,,223.7452660054103,222.80789555486479,178.84301470588235,108.69296064316144,,
1400000US06037218600,261.45104895104896,1626.082912834535,,191.62901555670376,192.3578085286642,139.24564705882352,195.15406830007475,,
1400000US06037218701,214.48515033490844,408.98277182235836,123.22716049382716,141.53028846153848,187.79743715077913,103.83761071996366,173.96055555555554,,
1400000US06037218702,238.17338403041825,508.0374926772115,,249.31966237326026,160.74946445275958,103.06147540983606,148.92342527789214,,
1400000US06037218800,193.52583261479637,162.2484670534664,,163.82037637782895,195.02138339720614,134.00893476440064,131.3703194070672,,
1400000US06037218900,231.60372208436723,163.76691495965238,,152.3023606228026,177.09587727708532,94.31704215,103.61851083207668,,
1400000US06037219010,211.9222679469593,621.3449096880131,,185.51434569629112,151.72014585232452,131.8789063,174.76114139147163,,
1400000US06037219020,221.39027618302458,299.63162429987074,,194.7576530612245,203.47011445527767,173.2697255574614,163.57881662149956,,
1400000US06037219300,257.79910714285717,48.09718437783833,,174.2060988549995,181.53712737127373,125.8476464313098,156.34970348406227,,
1400000US06037219500,219.02076124567475,226.29619181946404,,443.6926051,125.19439421338156,163.03187409883785,59.77184702454713,,
1400000US06037219700,254.45273453559562,,,200.82555033109946,155.9435294117647,184.33333333333334,146.05096153846154,,
1400000US06037219800,234.10714285714286,228.60204081632654,,206.7040691228902,220.18625988384298,149.60492389197287,116.36887886597938,,
1400000US06037219901,242.68174827188938,166.29671753172727,,190.86647259321956,177.3937575725035,164.0837533927879,117.61786999201063,,
1400000US06037219902,227.24271697928242,473.0906146185804,,175.03700906344412,241.66018039645462,146.56726986624705,126.90250873293108,,
1400000US06037220000,252.33308494783904,319.57957681692733,,176.00105866587253,195.22050648548486,151.56814049530485,107.99498141697623,,
