GEOID,MedinaSqFtVal_0100_Total,MedinaSqFtVal_0101_Total,MedinaSqFtVal_010C_Total,MedinaSqFtVal_0200_Total,MedinaSqFtVal_0300_Total,MedinaSqFtVal_0400_Total,MedinaSqFtVal_0500_Total,MedinaSqFtVal_010E_Total,MedinaSqFtVal_010D_Total
1400000US06037115403,263.17746113989637,249.1557220269006,226.6250772081532,132.1368838028169,,,220.8911687437536,,
1400000US06037115404,268.5980149,281.79583875162547,,267.540293,,203.39390259635542,256.2398852254108,,
1400000US06037117101,213.09217158142005,249.70547147846332,235.32390806088912,,,,181.92741935483872,,
1400000US06037117102,256.1418748880855,230.65263986092071,216.1595195504591,157.4807213086142,333.6380585972181,,53.957338820301786,323.5060344827586,
1400000US06037117201,262.8569182389937,249.33601933924254,239.23218876077692,158.5310391363023,168.75373435514263,301.90269151138716,171.0255371393493,,
1400000US06037117202,234.38638818869285,230.06306306306305,,247.83783783783784,,,,,
1400000US06037117301,254.14541257934218,272.20328431705957,,191.72,,,,,
1400000US06037117302,265.3390501319261,265.0319784369084,202.82366071428572,,163.57610241820768,,,,
1400000US06037117303,269.5261865793781,268.2352941176471,,,,,,,
1400000US06037117404,235.90837472697808,261.417654,237.29671309414675,180.29326364692218,,,,,284.21584880636607
1400000US06037117405,200.86148648648648,,179.6010752688172,,,,167.53142519928582,,
1400000US06037117407,283.6820813134558,,,,,,170.71705210365005,289.00169923534406,
1400000US06037117408,222.81626506024097,242.959375,144.75360329444064,137.5155855096883,186.6348787324802,,149.89703980551053,,
1400000US06037117510,242.58934592043155,242.8576741041244,213.76379176379177,166.2684124386252,,,137.45412955964872,,
1400000US06037117520,240.2661971830986,221.61268864531044,183.10270270270271,0,,163.15757204169222,157.1401422656333,143.14326923076922,
1400000US06037117530,223.70649567103698,233.6154211079317,195.2474389,132.98423005565863,,151.83827160493829,132.1564644692703,198.70391708342805,
1400000US06037119001,226.9843537414966,262.1503105310145,,,,,,,
1400000US06037119003,223.07870426829268,284.7547974413646,186.67260253754392,237.55504616746924,95.47777777777777,105.44736842105263,277.2060061376589,,
1400000US06037119004,221.5391408203635,218.18993506493507,,220.05925355906118,,,,,
1400000US06037119201,214.06615384615384,251.60858950261155,,,,,496.8428551075652,,
1400000US06037119202,219.98357043050873,236.22654137302737,190.6472491909385,304.66065573770493,,97.16218809980806,,,
1400000US06037119310,268.1008754665977,192.6551212271153,213.168,343.78372199359853,,169.58282208588957,400.28500623187415,,347.49352517985614
1400000US06037119320,231.67130767130766,269.2125199,171.9244702501046,414.50356718192626,,,105.61689074446164,121.56557377049181,
1400000US06037119340,,,,49.851723312589755,,,159.16151054268926,,
1400000US06037119341,234.4907300115875,243.71788575186332,212.02847682119204,166.0232389251997,,103.25318390219053,152.89561572259916,211.6303949060919,
1400000US06037119342,294.0838043478261,119.47559617231735,208.9396439711735,,,,87.73105976854336,,279.9165362415362
1400000US06037119400,224.73969357819476,227.35150078988943,159.9716921,159.22290591228278,,,,,
1400000US06037119700,219.57530294287363,232.53506768708078,,233.19870009285052,,,72.04656728211765,,
1400000US06037119801,234.67586206896553,241.22977346278316,,158.84279176745292,,,,,
1400000US06037119802,219.4581456,230.7139760570198,,,,,223.60535723071516,,
1400000US06037119900,264.16927276762055,278.4068514797418,,,,,105.91067198243485,,
1400000US06037120010,273.5300668151448,272.06313993174064,,227.4502338009352,179.37267970758916,,173.57393820754692,,
1400000US06037120020,211.9413357400722,231.89906945250704,191.72203389830509,101.71841004184101,,161.81787634408602,140.00821789152383,,
1400000US06037120030,256.39262820512823,291.31819249290845,,180.1630993150685,,296.56990595611285,155.41710069444446,,
1400000US06037120103,,,135.3653295,,162.45562435500517,,165.2915537128903,220.4841135804028,
1400000US06037120104,258.9595660749507,255.2949149014017,265.59285714285716,142.9029572269283,,341.1674969,273.32166377816293,,
1400000US06037120105,234.5717769491655,256.67824238128986,,212.2910807165481,,,129.90298612099178,,
1400000US06037120106,217.97011494252874,182.5556206088993,,160.04597701149424,,314.8054459352802,95.42801396145424,166.65960837554238,
1400000US06037120107,223.71944629121765,344.9626777251185,140.1613944,144.4449472096531,,,163.9838964206298,208.23275718015665,
1400000US06037120108,228.65674797618362,218.83106511797504,186.3672103200172,,0,,117.1294049526689,197.46084599718768,
1400000US06037120300,269.6320638820639,271.88,,163.25268912440453,128.70783645655877,,169.29182030659365,,
1400000US06037120400,249.29938954202223,254.7724907063197,207.43061224489796,249.29065533980582,214.3607843137255,252.22138397502601,157.12273870784696,232.24753804834378,
1400000US06037121010,230.5200978273432,243.38379705400982,,213.49747240737912,,,99.78017908839965,,
1400000US06037121020,250.5093896713615,274.36635590307617,204.50169491525423,159.24714418802344,,,202.17024763292062,,
1400000US06037121101,225.13779711826993,289.54855032109344,291.06250821581875,174.63768543469791,,185.65588235294118,155.1078227520562,,
1400000US06037121102,290.81789688924647,324.77886710239653,,209.75453340080574,332.6832061068702,71.67207113,278.3542691606523,,
1400000US06037121210,208.49654354179393,246.0671904024768,,179.4145687173952,173.20626924153373,,145.30687178078375,,
1400000US06037121221,231.8598202420443,256.40875091157466,,223.8171322581266,,85.63078171490397,77.83768013784461,,
1400000US06037121222,223.69088491295938,211.24477307496176,213.07404103479035,239.37724669119115,,93.17898793682494,91.04788836392902,,
1400000US06037121600,234.71076523994813,235.02046760340718,,173.79085070576937,153.76298421807746,,,,
1400000US06037121801,246.34991520633125,310.79621505360365,194.1610268378063,174.64826669112253,,,128.97029888294523,,
1400000US06037121802,242.2624716553288,234.20048210588584,,282.86380597014926,,,159.26899169632264,,
1400000US06037121900,245.94423076923076,282.1061705989111,,155.07868852459018,205.6412108635074,192.46732954545453,157.76183831472812,,
1400000US06037122000,230.26699088145898,244.5456085643759,,278.18497409326426,391.39539007092196,,351.55747297084866,,
1400000US06037122120,219.74747474747474,228.60629817116637,157.75454545454545,154.94084329767148,159.87008848599382,,128.72592434887517,,
1400000US06037122121,218.76217554857237,337.28381226053637,220.08439201451907,165.57528469000422,124.1538954793203,83.51071514567782,197.1060045782708,,
1400000US06037122122,236.6797619047619,294.7593168788004,170.85958189159487,280.14894140449036,153.41527122364994,46.52302631578947,198.38072926065584,,
1400000US06037122200,241.86843897621287,200.25460292059358,,205.4516929,180.19784369121766,134.55428571428573,92.66613960212615,,
1400000US06037122410,205.2308063737325,236.95714285714286,175.2592356687898,188.28785214697632,238.11181202519458,126.57693746491614,172.47014752878687,,
1400000US06037122420,222.41432725732957,252.0206033848418,,183.3399327791679,145.20493235690006,234.58688456764582,113.91877551020409,,
1400000US06037123010,231.09187620889747,287.8977891,,278.0726240128113,256.54415003136165,222.59151087806148,172.15759262480432,,
1400000US06037123020,225.9445704489309,254.7780429594272,228.9917149958575,245.98991172761666,208.5931193306854,148.7887036406941,141.99160709849087,,
1400000US06037123103,306.3420895522388,235.67056396148556,326.17206132879045,179.43467921473388,133.26266666666666,158.56162923857676,172.82543730420818,,
1400000US06037123104,260.1819371727749,307.2613455414013,301.53652392947106,199.44628040126915,258.42462462462464,248.8653549382716,190.7501712328767,,
1400000US06037123203,241.68645833333332,197.57276995305165,274.67035175879397,199.8459018,128.14442013129104,102.94457648957763,144.04444444444445,178.66980100389333,
1400000US06037123204,229.7557835761092,316.21251363887404,380.2549843014129,208.99644286349488,204.27943882533236,200.81220188620156,191.60764977324436,,
1400000US06037123205,279.1599597585513,295.80485293274273,,218.74923534198723,175.38373161764707,279.34509862079193,173.01861221539573,,
1400000US06037123206,253.5216346153846,229.29757085020242,221.25880758807588,188.78056740181148,261.6855101,228.02401689100026,19.20527033,,
1400000US06037123301,232.40094839429264,179.90675675675675,232.8048062144827,126.83175182481752,219.26961858833846,108.26333113890718,221.76351276869374,,
1400000US06037123303,262.55621890547263,256.7050249249497,,223.32350948509486,70.42035291501065,221.29438649322424,178.21255165289256,,
1400000US06037123304,247.1691152960065,265.70053468411425,224.5222319093287,159.64530120481928,179.67191249013723,163.55273547659334,175.21591650358775,,
1400000US06037123410,233.35527690700104,232.44529262086513,195.99010524879702,101.19269247498913,,152.73994778067885,176.0114229765013,,
1400000US06037123420,247.0331130567655,297.34056603773587,304.72427536231885,378.13236663629925,120.29916401767672,237.92475524475523,131.56306306306305,,
1400000US06037123510,268.03456221198155,249.87372549019608,196.62170542635658,97.26131769888573,,112.85190677591702,162.66592741935483,,
1400000US06037123520,252.935,271.00123001230014,,367.80614452617914,307.2563223317617,195.37175717921298,161.9795678071755,,
1400000US06037123601,288.79016913319236,303.62672811059906,208.96110336375932,125.83630289532294,226.18755846585594,229.9028279440431,108.73077805829699,428.94386152203754,
1400000US06037123602,304.16828143021917,309.2167352537723,267.11731528482795,211.9499668654738,156.95513513513512,157.40891912320484,111.47468030690537,,
1400000US06037123700,271.35707019328584,283.3164289487586,313.48180494905387,170.68147590361446,213.31852319165506,198.97346992382452,165.59291521486642,,
1400000US06037123800,281.08858855094286,286.2567552851878,379.01006711409394,268.74478651521395,188.6359352145295,237.7107111501317,158.67843349635433,257.1101101101101,
1400000US06037123901,253.43830503144653,350.5135693235587,187.16961852861036,295.74232056551944,193.13810763888887,217.42537954740763,188.98034734917732,,
1400000US06037123902,333.3230007951056,304.4727272727273,253.89552880481511,135.33991228070175,337.2569319640565,403.77087079373234,116.08932017467387,,
1400000US06037124000,348.5966447848286,404.25304824173884,405.7037552155772,120.37707595970596,160.34728260869565,242.2191090889853,209.92712788051577,272.1014741565823,
1400000US06037124102,353.21423487544484,348.8300856792592,342.8044871794872,244.28817166619942,219.44952951240376,259.2096774193548,172.53562850280224,,
1400000US06037124103,264.5429864253394,291.45496383957925,190.52959183673468,209.65119364553902,258.4038593832367,179.07879505919075,166.10170717592592,,
1400000US06037124104,250.41153621216574,290.00166666666667,98.94440568627628,135.31356985421223,inf,122.72393162393162,219.79845148802323,,
1400000US06037124105,277.51038017792604,254.0711666,288.0523206751055,253.4829846795821,117.22,233.75390749601277,176.24292252924224,,
1400000US06037124201,255.1678725898379,260.13833206746597,373.3641791044776,245.0148216,270.62666666666667,96.78204434829638,158.66229163205406,,
1400000US06037124203,277.42009624865545,331.3344753567175,,198.80631704410013,198.79117210682492,258.6056848636959,175.15134744257975,,
1400000US06037124204,267.7217194570136,240.04779262859458,452.40579037430274,173.87281263337601,214.49426433915212,372.14927305070285,185.25188673348134,,
1400000US06037124300,288.40169902912623,335.08247422680415,423.08838156992124,232.7305837644504,224.6060367454068,204.75564971751413,169.16025394382456,,
1400000US06037124400,323.8002740675013,326.84180311647697,297.28370098039215,370.59686888454013,195.97712833545108,147.7069970845481,168.8036276812611,328.8893709327549,
1400000US06037124500,351.6943171402383,308.8196850704717,285.21327254305976,192.04820077305743,420.8324074074074,233.72528920064744,180.66241784505078,480.05817808880306,
1400000US06037124600,353.6615792966158,437.70980847359255,185.6427289048474,363.1153976592632,186.2762237762238,,69.89542728635682,,
1400000US06037124700,358.7011751538892,380.6447029625892,350.5553772,72.05227272727272,,176.24259998444137,194.97510494577654,380.4412308,
1400000US06037124902,300.78654834433763,328.4930594114381,333.26897069872274,632.7271918,327.6588037068239,246.93750691960486,219.43124300708615,316.88614457831324,
1400000US06037124903,401.06390748630554,429.89200233508467,347.39618488628025,456.6878131996715,292.62813455657493,222.8021978850662,192.82897975387058,296.3168139165419,
1400000US06037125101,379.33196721311475,383.4176772374331,303.46135831381736,231.05404198302813,267.1902618657938,155.7065649867374,189.74002958211867,420.7658388209859,
1400000US06037125102,357.2360028348689,432.11814238326104,412.7509316770186,312.55707395498393,130.55105156962472,145.31132678159818,194.59441569779523,675.8933222257484,
1400000US06037125200,384.51506024096386,465.55252387448843,269.6216216216216,250.65582638591786,258.1429290387519,234.73232529628115,234.47498071542714,415.72877317115956,
1400000US06037125310,323.24473420260784,373.8315118397086,465.63125,198.50877944659106,177.3619550784038,213.13565784129094,208.39010356731876,,
1400000US06037125321,279.08006956428136,266.34555977229604,412.56720085470084,209.1881461061337,204.15675675675675,229.7426183844011,210.02667054411486,344.3682692307692,
1400000US06037125322,315.86443701954886,184.48367346938775,,301.23202341137124,534.1712490180676,212.80378744424075,301.4495950851717,,
1400000US06037125402,334.14910714285713,553.9950726667873,385.8031914893617,270.78644955183165,346.43466666666666,199.61944338686604,153.67579229281358,220.62222222222223,
1400000US06037125403,812.3845875493289,,375.9577589041096,421.94672641214385,109.1072539149888,inf,123.00046360686139,418.55242566510174,
1400000US06037125404,,,247.70416666666668,424.27843803056027,355.3496614,118.6271551724138,112.83996769749706,399.2307788764689,
1400000US06037125501,335.00841500369694,413.8899081933109,356.68881355932206,294.8622141997593,421.74824529238714,355.06227022058823,155.72993094518773,,
1400000US06037125502,378.9284175647115,397.28914405010437,379.02489866821077,323.0353253825757,269.0804124,252.2454448017149,213.3291140035828,428.62970936490854,
1400000US06037125600,324.7225519287834,456.2043189368771,326.2327495854896,254.37129237288136,280.9924953095685,363.88698975490786,151.90255244705617,419.84977233859456,
1400000US06037127102,254.12496166571825,261.51190476190476,221.27291452111226,471.80930232558137,176.18493150684932,,228.9513899920572,,
1400000US06037127103,211.78644311933598,294.7180156657964,250.1290322580645,148.86184528048108,166.94564580274584,117.40079796880667,117.47714907508161,,
1400000US06037127104,233.01536807570844,249.7311756935271,310.79248305756386,209.7346596171658,,,94.18584521384929,291.75575027382257,
1400000US06037127210,238.68197082433628,254.74474856779122,240.4268551236749,258.8980329,280.3204667863555,199.29537470725995,177.9077945748901,305.85229357798164,
1400000US06037127220,251.5520898315658,269.2644776119403,245.3536072519744,147.75342841470103,45.20860053,83.60210071053444,133.23096410978184,,
1400000US06037127300,269.13697601357546,257.80468159377324,234.23730297723293,200.71495055264688,,278.25303973864914,196.91985284732112,394.63275862068963,
1400000US06037127400,259.49640287769785,247.30945348239277,268.0279826472709,237.9278215223097,202.08703703703702,272.40332432501725,185.95903230183205,,
1400000US06037127520,,,196.74454211350766,,,,198.38897930959075,,
1400000US06037127603,239.73974849644614,264.27104474792185,153.50221502981876,194.32790398628376,125.66914732422865,37.89888033589923,176.17235557965301,263.9740458015267,
1400000US06037127604,263.7948250848649,233.81069285324605,239.27362893815635,,214.39624564358627,179.36072727272727,105.44001777251185,296.92804990269883,
1400000US06037127605,254.46201978330913,276.72245384157236,252.97905116069415,198.46079163554893,344.05962615431764,205.06150545324513,190.41908284023668,,
1400000US06037127606,290.7442218798151,273.6645239051828,391.5665624382267,216.40646411043687,169.83660068519225,173.22299721004384,186.44493670886075,,
1400000US06037127711,298.4194855863217,315.21430370183833,,243.70149378854325,179.38029283735654,280.58252427184465,149.27414215686275,,
