GEOID,Median_0,Median_1,Median_2,Median_3,Median_4,Median_5,Median_6,Median_7,Median_8
1400000US06037406103,542.2641095,440.8852915,380.3674744,383.9121634,,,429.4928401,589.8216291,466.6836277
1400000US06037406201,999.549545,895.5255443,1140.151978,,,,1051.160152,842.6477103,1134.015235
1400000US06037406300,368.4850509,456.9368851,574.1716592,771.9571614,300.4922581,,554.7456111,538.4507868,328.5256504
1400000US06037406413,741.8079842,722.0043024,714.7247841,,,,,513.2078995,439.1588169
1400000US06037406500,657.5693353,802.5524545,826.4078803,987.200157,,,,856.3189423,523.3144469
1400000US06037406601,718.375242,724.8770251,,,,,,754.4673542,720.2169584
1400000US06037406602,437.8364845,319.6819288,652.6452869,564.6480619,,,,515.9055687,459.9465328
1400000US06037406701,830.6344387,393.2595886,,,,,1046.612725,512.829509,684.5688697
1400000US06037406702,391.7517736,633.1188817,849.5631396,436.4088255,,,634.099974,587.6073853,566.9114428
1400000US06037406801,653.6857984,611.8706392,981.0159559,,,,623.897123,667.5655739,678.283118
1400000US06037406903,1121.254043,1061.56556,1229.563322,,,,1129.674648,1320.872094,1245.60827
1400000US06037407001,498.4022372,729.4860966,224.4157383,,,,,602.7396196,301.9947459
1400000US06037407002,255.145582,376.5901057,428.930383,438.813145,,,173.9914968,383.9687334,322.9165044
1400000US06037407101,951.0572418,622.42113,914.5662825,,,,,749.1926523,630.7601605
1400000US06037407102,831.0562199,,804.5360158,,,,,912.9036774,955.2457882
1400000US06037407201,310.7632283,681.9145124,,,,,,589.8733608,191.531034
1400000US06037407202,360.2753614,299.8939203,255.3885562,100.7243871,,,,533.9613091,539.8562853
1400000US06037407301,792.546502,692.8947711,594.6303175,,,,,836.2925822,583.6648712
1400000US06037407302,243.0987966,435.0794917,634.5273811,,,,,616.8831401,333.1525341
1400000US06037407400,1266.579491,1294.035243,1351.37937,,,,,,1140.061955
1400000US06037407501,1310.681375,1185.819268,1304.829409,,,,1017.785004,1370.004694,1162.343285
1400000US06037407502,1102.232445,1020.14272,976.0187473,1066.033214,,,,1109.381504,994.9503884
1400000US06037407601,1170.132527,979.7349405,918.7575831,,,,,1206.943706,1095.251563
1400000US06037407602,633.0999716,419.2975051,629.5843775,,,,,,715.7372271
1400000US06037407701,318.1133934,438.6964506,446.3562898,,,,9.017122899,,27.13938842
1400000US06037407702,507.9464507,645.8249023,802.9458702,737.2356704,,,756.532062,57.47813958,661.5835662
1400000US06037407801,207.6174361,152.0713017,148.505775,,,,,173.0004825,234.7996304
1400000US06037407802,506.9395179,934.8202372,1024.730812,701.5606036,,,754.0036662,,548.9833616
1400000US06037407901,887.4375915,776.1349516,,,,,,1040.258273,910.9153415
1400000US06037407902,379.4631723,546.0846254,,,,,,501.6026363,
1400000US06037408003,540.8358847,688.6363015,654.8777015,595.1936307,,,,600.4309289,431.4081638
1400000US06037408004,51.97990961,56.31654752,,,,,,,64.06150826
1400000US06037408005,439.4630501,510.1330986,,24.51391987,634.8944029,,995.8065946,,602.3824799
1400000US06037408006,93.44501788,151.0768838,193.9201824,430.8298487,,,,,36.81825996
1400000US06037408133,48.276919,353.1737527,326.0673044,,,,,171.2433485,3.798799521
1400000US06037408134,39.70773323,68.77265501,,,,,,76.62152797,3.213912461
1400000US06037408135,47.21638829,28.31458967,36.93550555,,,,,19.28426426,5.439291508
1400000US06037408136,275.6424049,,,,,,,,198.6225406
1400000US06037408137,349.3228925,850.1411356,550.0004732,,,,,,316.0768199
1400000US06037408138,233.48688,56.3830404,56.82892658,,,,,,196.6599115
1400000US06037408139,458.8426244,,821.6458694,811.1372993,,,,,507.2660366
1400000US06037408140,153.9381431,443.7965554,531.9647333,261.9748898,,,,284.9583044,279.8638801
1400000US06037408141,420.5105058,930.6048486,995.7111278,692.3033191,,,,350.6096882,376.5827403
1400000US06037408212,378.9782534,593.0689115,832.3383911,821.1712765,,,,644.946514,799.0564405
1400000US06037408213,1245.056106,1008.843064,991.2076858,1307.16701,,,933.1597359,,1252.664757
1400000US06037408301,376.8898733,504.4800895,374.4511288,519.6285358,,,,382.5746961,711.985315
1400000US06037408302,456.3577247,221.3123778,287.7765699,219.2272693,475.6298631,,252.9156861,293.578317,123.6956331
1400000US06037408303,286.1467584,541.4985869,572.8241168,406.7993021,,,,172.8299558,173.5217342
1400000US06037408401,1047.147892,1239.408945,1242.408224,1337.773274,,,,1222.075703,1257.514022
1400000US06037408402,340.2895375,604.4412823,436.4340582,693.6951848,,,670.2814942,390.5947056,500.5897097
1400000US06037408503,787.7982687,628.292897,699.3342143,,,,,1305.538365,944.3613225
1400000US06037408504,510.1291169,888.6360315,925.6244576,,,,,779.7987758,533.5329263
1400000US06037408505,443.1847486,,,,,,,806.7166788,902.1131861
1400000US06037408623,492.3931265,213.0713132,178.8382975,,,,,294.9779574,557.1418509
1400000US06037408624,212.6423685,411.408493,,,,,,,423.9142002
1400000US06037408625,905.3143643,1280.396214,761.168368,,,,,831.0586293,1025.282063
1400000US06037408626,535.8778308,87.60591789,85.57782655,654.8180783,,,,554.5781269,215.0294539
1400000US06037408627,192.4736201,,,,,,,,82.15328189
1400000US06037408628,274.0020692,179.3960783,39.98685245,,,,,125.727125,456.7196449
1400000US06037408629,583.9116782,660.2596632,,391.7273542,,,,86.58468238,350.8036605
1400000US06037408631,408.1969893,249.0557099,,,,,,,494.8564254
1400000US06037408703,382.2740729,405.6720658,,412.7181861,,,,200.272132,576.3274566
1400000US06037408705,590.6945996,738.6041534,383.9936735,,,,,742.2285658,800.3038178
1400000US06037408707,649.2876772,867.6575819,740.3603155,,,,750.5592161,1054.132546,380.0511778
1400000US06037408722,502.9531375,321.4010268,,,,,,407.2472067,615.1633718
1400000US06037408724,345.1291003,792.8857054,527.8313326,,,,,191.9969967,415.6165473
1400000US06037408725,535.9343726,919.1077222,800.0596023,,,,,921.0259272,889.0482831
1400000US06037408800,334.30638,273.5257394,295.4898133,293.5674984,,,414.779505,269.6799435,178.9152032
1400000US06037408900,489.3210037,603.6754751,608.53426,,,,,323.3602465,468.0271016
1400000US06037409000,527.0682583,662.4069673,739.2187226,602.4974734,,,687.8442651,529.0075625,523.4845741
1400000US06037409100,784.0479682,776.3497292,736.9252278,,,,,702.9455856,840.5682132
1400000US06037430003,211.1121606,,,,,,,,192.9435916
1400000US06037430004,228.3929853,327.2449244,357.3721147,153.385507,64.95613206,,,273.6463749,85.41220659
1400000US06037430005,206.8834553,215.7473841,196.3894035,156.4991062,,,235.8299437,313.0685035,58.41773389
1400000US06037430101,203.9205744,251.6365908,233.941858,179.9927454,,,,147.0663245,116.0764312
1400000US06037430102,221.7474316,323.3222386,346.7818344,,,,,220.0217172,161.7069924
1400000US06037430200,311.3630186,,,,,,,113.0877604,209.4099365
1400000US06037430301,273.1637304,,,,,,,242.4612842,188.3476187
1400000US06037430302,531.3594159,364.1857979,331.447966,,,,416.6087423,388.4498848,557.7923484
1400000US06037430400,254.9481316,253.7373422,248.9317889,198.8997903,,,493.0835678,192.2423089,272.5236004
1400000US06037430501,165.7943002,16.21244142,,,168.3271067,,22.22569722,287.1540498,89.92142329
1400000US06037430502,260.60701,89.58351934,114.2658422,229.5757315,,,111.8507635,97.596155,135.6620868
1400000US06037430600,390.5992143,393.4075659,397.0969682,,,,,285.0669115,403.9811996
1400000US06037430701,275.6577418,394.7526031,460.7681268,,,,,378.119123,142.2309641
1400000US06037430721,281.7114505,228.1352347,175.4795384,117.766501,,,337.5719997,184.0739852,154.2079294
1400000US06037430723,220.6640181,252.0520944,320.4158451,363.8032515,,,,,346.7465346
1400000US06037430724,275.0188619,341.8409236,327.1287119,,,,232.0574661,233.400761,
1400000US06037430801,255.3728055,246.5821629,233.7225248,295.5975641,,,157.8079917,292.0160017,235.1595105
1400000US06037430802,320.4470864,486.7644587,419.1204218,,,,,289.6892377,115.1490086
1400000US06037430803,328.7582297,843.124405,832.4759523,,,,,468.5311392,411.4763932
1400000US06037430901,347.0429509,525.1785053,398.1290527,383.6198661,,,440.1552034,335.1904144,129.2877653
1400000US06037430902,770.0512357,491.1009467,525.1413448,439.0552445,,,,864.378555,712.0123291
1400000US06037431002,311.4681545,426.0074807,485.3986769,364.0406331,,,,241.322808,105.5368844
1400000US06037431003,425.4788598,465.312155,374.0893677,344.7769116,,,,334.359709,439.32651
1400000US06037431004,186.5442556,128.0128323,204.8329936,215.739006,,,134.7733222,194.9817779,175.2095147
1400000US06037431100,341.2595602,360.1633961,425.3850324,374.4125919,,,,337.6678456,273.2501209
1400000US06037431200,382.7476251,573.2776222,,574.8907188,,,,248.9145592,395.6323425
1400000US06037431300,691.290435,419.639377,252.1253155,380.9154529,,,,609.7261584,465.5443508
1400000US06037431400,316.0920573,449.1337758,439.0217021,323.2504286,,,,398.2329169,287.5485571
1400000US06037431501,808.3505692,743.275182,936.1456093,380.872116,,,,422.2046604,757.49145
1400000US06037431502,376.7256484,698.5079093,841.1711679,45.85288465,,,,335.1693344,166.4334334
1400000US06037431600,466.7859912,546.1432239,605.5407749,635.5489629,,,,465.8210159,434.9401042
1400000US06037431701,402.7475083,419.1143867,392.9430593,479.2530431,,,82.74552288,185.8925644,511.4593178
1400000US06037431800,822.754199,513.1862152,655.339066,,,,,807.9104744,812.9733055
1400000US06037431900,507.754904,288.1459237,310.5997127,,,,317.3707429,336.9911601,178.7617167
1400000US06037432001,203.4593105,497.9868488,,,,,,74.95292398,308.2844331
1400000US06037432002,648.8570299,366.7438545,360.6939348,,,,,838.400224,489.3731464
1400000US06037432101,762.7021066,992.1049717,992.4088551,,,,,627.353492,
1400000US06037432102,944.9635569,1004.283723,957.0969549,712.1322122,,,,1102.324293,422.1450359
1400000US06037432201,321.604834,334.773064,225.018757,272.0251134,,,385.232724,154.5920462,424.3722908
1400000US06037432202,368.9905177,282.4931182,269.95834,220.69724,,,9.091703397,436.0760951,299.5449678
1400000US06037432300,483.4713266,867.1459192,847.3667283,592.5550146,891.0983306,,,561.0736991,464.2850385
1400000US06037432401,303.775619,444.3457705,383.4871454,143.1227173,,,,448.1723613,195.9370666
1400000US06037432402,557.0768017,513.6248678,482.1775006,693.6440504,,,404.8273048,679.1261151,664.6421769
1400000US06037432501,488.6085568,352.1377817,553.2754474,,,,,473.2539466,313.1891576
1400000US06037432502,532.1486709,239.0111705,278.1035744,507.2156567,,,,833.5736133,601.7718434
1400000US06037432601,618.6822318,451.5837237,471.6743631,,,,305.5480574,434.7506953,747.3371212
1400000US06037432602,394.0414878,260.4002266,,,,,,333.0187548,149.2798598
1400000US06037432700,822.7028695,395.9431861,555.5919419,435.4446086,,,519.0561786,548.3834725,310.524205
1400000US06037432801,243.8250585,330.1540795,374.5155578,257.8409411,,,451.4740198,231.00779,113.7280512
1400000US06037432802,212.2025955,294.3848251,278.6400111,535.1207118,,,,,364.8116415
1400000US06037432901,335.0931923,175.4860502,133.0890658,42.9587883,,,159.8198874,499.7484513,77.75413226
1400000US06037432902,558.5488554,644.0962958,691.5113399,736.1782717,,,546.6618891,369.8358862,647.7566776
1400000US06037433103,452.1011369,541.0973112,633.5282936,398.7359004,,,440.5768741,731.0270128,441.1589654
1400000US06037433200,362.0423295,553.0964389,384.7454437,881.5517296,,,917.7012436,366.1078698,531.483854
1400000US06037433302,900.5358254,813.2747954,716.9037504,595.96817,107.4728541,,840.8214917,786.9070635,562.8804188
1400000US06037433304,558.8998869,671.317137,859.5224048,,,,,578.632038,984.4521984
1400000US06037433305,245.8471142,355.9570129,496.4888362,,,,,199.1621503,551.0372387
1400000US06037433306,263.9677428,147.3629905,253.6239764,193.5610274,,,,396.6693642,387.2816096
1400000US06037433307,145.0544916,,,166.7862748,,,,413.4325106,44.77184115
1400000US06037433402,549.7004197,456.4657841,380.7217237,783.710546,,,,405.520673,
1400000US06037433403,599.8773907,599.7040683,687.9346052,623.6610158,,,,685.6742225,
1400000US06037433505,926.1613088,897.9439493,624.0282526,1115.776433,,,,904.65812,857.9593908
1400000US06037433506,633.6681864,329.4580401,307.5684314,304.5171072,,,620.0540264,,21.15256726
1400000US06037433601,441.6851263,471.5883012,307.7192522,462.6504405,313.9787834,,,296.4051827,328.9009601
1400000US06037433602,232.7462204,394.5434366,315.8055126,189.1761142,,,64.38826809,395.5686476,14.35417278
1400000US06037433803,203.5185148,121.5283597,107.7321875,99.08743334,,,,348.2285608,52.88422704
1400000US06037433804,653.1401237,863.6352427,911.9116175,802.8199283,,,,829.262301,904.7090418
1400000US06037433901,336.1629462,591.1827774,570.8069362,208.3721842,,,364.482595,455.2825714,375.3000431
1400000US06037433903,596.9257972,569.9331155,377.8916489,677.9332744,,,,497.4411182,932.3929248
1400000US06037434001,337.1018158,275.6160731,267.3077388,416.1694856,,,,450.9092402,135.5977027
1400000US06037434003,443.6725994,519.9175853,434.6194974,694.3090764,,,,453.7943934,506.6135243
1400000US06037434004,309.6063427,547.3673164,331.0686518,629.6342517,,,,222.3428092,51.57770854
1400000US06037434100,293.6665644,189.6964265,361.356753,409.7077086,,,,291.8078821,113.4226307
1400000US06037460001,208.0744339,183.8681846,195.8370823,294.1908029,,,,263.4843885,103.9084685
1400000US06037460002,334.8836425,502.595805,,,,,,,306.432922
1400000US06037460101,270.9108836,195.0179142,80.89493848,,,,91.88506123,155.1170232,167.1873302
1400000US06037460200,467.1991608,72.25795633,121.9092633,63.21202225,,,382.7878777,266.0344504,399.4623174
1400000US06037460301,235.4552886,729.3309646,228.2079535,,,,260.7289897,511.2691889,225.8234262
1400000US06037460302,415.164213,273.198865,239.9064573,,,,102.8724122,471.649251,570.8636857
1400000US06037460401,139.9400383,,,,,,,,43.87099723
1400000US06037460501,438.8456218,,,,,214.0591854,384.9150118,,267.8612758
1400000US06037460502,664.5760831,264.5125526,718.8224625,,,,860.6116064,693.9284715,812.2537457
1400000US06037460601,341.3395648,215.3837303,250.4281917,,,200.5929246,266.5416621,106.6827279,296.8485254
1400000US06037460700,389.4951788,468.4858456,480.5831801,,,,597.7359654,511.1641724,205.5303532
1400000US06037460800,238.9661471,,,,,,344.4966945,545.2964022,87.78421546
1400000US06037460900,522.488353,636.6783188,641.1981083,714.6193794,,,,531.5964012,470.1243114
1400000US06037461000,491.1045242,605.7469035,544.4264931,515.9243535,,,252.3104939,299.6461912,251.1240524
1400000US06037461100,369.2673537,372.6145442,232.1361993,144.7144094,,,338.3242123,396.0407055,536.8414558
1400000US06037461200,406.7741062,900.5097955,601.3801019,,,,38.48744741,303.8810851,118.4856373
1400000US06037461300,664.7224409,684.8491455,1152.309604,,,,,638.2981956,1037.313996
1400000US06037461400,760.1255348,878.0447483,477.642418,,,,,676.1986425,645.5570755
1400000US06037461501,612.0399721,306.695745,376.8191328,116.7648142,,,428.6805657,834.6962502,619.9214204
1400000US06037461502,525.4969272,422.8145683,283.2231144,122.4381665,,,296.8454555,483.5106834,202.4890981
1400000US06037461600,321.320169,256.4650305,483.1114629,362.1808166,,,,483.094081,230.9286866
1400000US06037461700,153.4932054,311.7843236,362.3940896,,,,,202.8687084,121.1920756
1400000US06037461901,359.8969172,480.52493,549.1862486,562.656634,,,,312.9014759,587.4544022
1400000US06037461902,145.712362,187.6997598,323.1243442,428.9354902,,,236.9314468,153.4329658,217.7262392
1400000US06037462001,427.277324,174.3936008,116.5495994,,,,,437.1768749,305.7722618
1400000US06037462002,281.0208524,341.448,293.8643773,168.1073818,,,,161.880789,67.35884325
1400000US06037462100,330.1493726,443.330021,472.9147383,,,,267.0518488,332.2502255,6.132690105
1400000US06037462201,435.0031914,709.5737116,714.1693678,,,,,348.6920188,790.8608122
1400000US06037462202,653.4650524,801.7162575,716.95911,505.8619072,,,766.7593745,633.7188836,621.1723712
1400000US06037462301,539.185325,756.8331812,727.7178943,,,,,793.9701379,
1400000US06037462302,627.3577115,673.3414289,654.9218878,643.1343525,,,637.7326087,710.6286177,631.1069106
1400000US06037462400,340.3769462,374.9580641,416.6772099,,,,,365.3247446,257.8547995
1400000US06037462500,653.1201818,1161.76826,1122.925514,,,,199.8070855,458.0367522,153.8235588
1400000US06037462600,753.8590638,1040.75664,1078.998138,,,,,668.9404222,1008.70239
1400000US06037462700,690.4149624,752.5214385,612.7462774,733.1878029,,,712.6613744,736.4395643,504.2962152
1400000US06037462800,722.7887385,681.9656767,721.4104813,786.1817327,,,745.5164737,690.0500415,780.0635825
1400000US06037462900,290.9179221,665.3742149,642.3905277,647.3901983,,,626.6891062,580.8389588,548.7878559
1400000US06037463000,593.2490002,880.7882125,887.6730246,926.1372024,,,874.3016988,229.1457398,926.8432499
1400000US06037463103,586.9670751,748.7021153,822.2961489,1041.004802,1009.985916,,,550.7534316,818.0762387
1400000US06037463200,327.2661033,358.7996045,330.1265053,386.7744557,,,169.5985225,370.8324286,149.8766393
1400000US06037463300,605.7194142,680.769272,681.9290154,,,,455.7440572,480.8555184,
1400000US06037463400,581.1428882,815.6283868,951.1740046,572.8500307,,,172.0486033,604.5024289,801.0794083
1400000US06037463500,245.9419076,342.9019501,385.5145366,421.2386216,,,,234.3120055,378.9364164
1400000US06037463601,380.0309096,540.2545379,599.1632476,334.1778249,,,545.251763,619.7094843,116.640926
1400000US06037463602,476.0691579,491.5071749,309.756289,199.9689755,,,602.714104,230.1505237,238.8231547
1400000US06037463700,170.3984133,240.5363727,218.9348081,318.0558868,,,195.1690807,300.9206722,155.3607037
1400000US06037463800,450.9456686,118.5127153,149.5915564,,,,,582.2772553,260.1258832
1400000US06037463900,236.4943724,392.2311543,399.7590385,423.6366538,,,,272.2642969,249.782383
1400000US06037464000,472.4610848,555.8016852,529.5655379,592.6077346,611.1426919,,255.65072,635.065302,371.9961368
1400000US06037464101,281.5220366,426.6777324,427.5475648,,,,557.9115128,570.2657322,512.7061029
1400000US06037464102,600.0754825,698.182065,758.805932,500.6991623,,,,621.7011662,598.3797682
1400000US06037464200,871.9955221,583.8361869,1078.991476,,,,,1412.681067,764.3414194
1400000US06037480002,1604.391325,1445.995017,1840.645712,1681.27392,,,1307.409591,1271.893261,1528.059477
1400000US06037480011,632.9334111,257.922204,385.5911037,,,,,,1160.000468
1400000US06037480012,1406.785663,1632.456182,936.5457237,,,,,1321.580979,1703.210363
1400000US06037480101,1420.438683,1268.319329,1212.552683,1177.506562,,,1193.06432,1313.83458,1447.8536
1400000US06037480102,1176.144291,784.6541694,782.0289593,767.3514909,,,1037.920484,957.5340087,1367.34879
1400000US06037480201,241.7999669,385.7354169,355.0453584,,,,,41.78219693,229.5056013
1400000US06037480202,340.7610763,467.633363,412.3818677,,,,684.3680678,950.5649044,694.4505806
1400000US06037480302,174.6215604,208.9096288,214.8488624,271.7766389,,,236.8416395,325.3213776,195.7006146
1400000US06037480303,382.7588749,630.3641008,646.0492414,,,,,518.4613743,
1400000US06037480304,652.1827995,560.6434776,527.6633385,,,,402.1411381,606.2184635,550.7865442
1400000US06037480400,526.4042589,422.7277649,377.1558788,,,,,319.4056005,573.8062817
1400000US06037480500,285.852004,294.930921,329.5285601,183.7996918,,,255.8307823,259.7373603,452.8602223
1400000US06037480601,185.857643,273.490043,251.7399822,,,,,,306.7015763
1400000US06037480602,171.5809779,147.8638315,126.6584896,153.2335211,,,,112.2557502,95.89675574
1400000US06037480702,292.7137996,77.05488138,,56.78640937,,,36.5460774,125.1076067,137.4503034
1400000US06037480703,205.6564925,77.03295389,116.7219036,62.82785842,,,,205.8744007,221.3291076
1400000US06037480704,470.999068,652.1355734,718.1353984,70.6181765,,,405.0196692,337.9291589,247.2897567
1400000US06037480802,409.1237717,573.1203793,656.0200726,446.7465077,,,,603.7611194,633.1763914
1400000US06037480803,461.8736889,413.2499065,452.8419782,707.0596869,,,,289.1188899,459.1707973
1400000US06037480804,205.5250227,329.0289279,333.7639735,,,,,468.0867777,104.8179947
1400000US06037480901,747.4656453,750.2665745,770.383026,830.0575466,,,,627.4209026,714.7730376
1400000US06037480902,671.0152431,404.3037897,906.953302,913.9129916,,,,,547.8652669
1400000US06037480903,678.9800914,645.0940003,632.242487,,,,,793.2100669,839.4242564
1400000US06037481001,626.0267507,549.8416619,512.0386179,,,,680.3232872,666.8917693,587.7722173
1400000US06037481002,324.3085818,323.820346,296.1199481,,,,213.1828579,419.5820674,194.0841884
1400000US06037481101,203.4014054,268.3268525,345.3905332,67.44607117,,,70.33392781,96.63232954,124.566947
1400000US06037481102,575.8077848,545.372881,585.1461289,356.8625177,,,,502.0100954,337.5463987
1400000US06037481103,484.788924,315.5669732,337.9830271,205.4791702,83.10860839,,,556.5567525,318.6535492
1400000US06037481201,1116.439619,1143.228715,1093.634079,643.8097198,,,,1243.258063,989.7980873
1400000US06037481203,578.2509607,669.6887401,663.2329308,276.9751218,,,474.5014588,703.8089827,498.4789824
1400000US06037481300,343.6458759,325.5397536,475.1585934,,,,,304.9536204,231.6219719
1400000US06037481401,210.3552461,349.4588468,349.4588468,313.5019633,,,,554.4774746,164.4442869
1400000US06037481403,786.4878528,738.4716568,926.1291805,783.5100347,,,,1016.805938,934.8990665
1400000US06037481404,564.4122386,580.7375368,543.0162567,706.9740091,,,,531.3495813,853.3359989
1400000US06037481500,498.4224787,721.2581898,574.0715555,,,,489.3651632,404.080544,145.278937
1400000US06037481603,380.5116124,596.7467137,717.7360885,181.5043669,,,,97.51677188,
1400000US06037481604,435.0713077,488.4481527,305.9624913,,,,,625.10512,561.944428
1400000US06037481605,723.0819518,687.1708306,,,,,,,509.870176
1400000US06037481606,591.5170887,444.6440816,230.949604,,,,,41.01045589,78.47522208
1400000US06037481711,383.3284658,506.227611,544.862442,,,,,509.0861447,592.185013
1400000US06037481712,271.0372577,265.5347055,382.2263567,452.1020069,,,,539.8182,
1400000US06037481713,443.4214845,513.4698253,512.2604914,,,,,445.9284784,63.01185975
1400000US06037481714,261.8141923,419.92403,444.1461209,,,,453.2516286,432.910925,182.6108262
1400000US06037481800,451.1811587,,,,,,,247.3280808,605.8178995
1400000US06037481901,652.1769944,724.3835922,786.0390533,431.6322391,,,,205.7118832,432.2269045
1400000US06037481902,389.3410086,586.4660861,386.5922462,,,,,437.5212187,442.9912953
1400000US06037482001,185.5074633,536.8412282,545.3484186,422.4383222,,,,,409.4224568
1400000US06037482002,403.9444833,832.2232847,832.2232847,489.8693874,,,,725.5473328,372.0775302
1400000US06037482101,401.2340259,381.4507935,441.0724785,566.6536071,,,,426.5647122,395.0468432
1400000US06037482102,484.5268103,270.8592848,261.6835203,,,,,374.1764921,593.1310759
1400000US06037482201,353.9272862,301.4397367,383.038894,,,,68.05666724,270.2324111,183.8946143
1400000US06037482202,446.5822289,385.4121454,302.9842132,330.0893036,,,584.4110687,641.9378517,424.6844233
1400000US06037482301,519.6491046,415.7812253,428.6660544,,,,,820.0462885,485.7455356
1400000US06037482303,328.7595556,217.3468392,378.9551859,351.9038148,,,,172.5578186,214.8780803
1400000US06037482304,299.0642595,374.5829197,366.1245813,332.7011736,,,,338.3631158,438.4070843
1400000US06037482401,290.8385163,331.2661422,254.1145334,299.3384321,,,,259.2350206,241.8277584
1400000US06037482403,199.2899722,174.2648571,176.7960369,287.317096,,,,108.719959,191.1242563
1400000US06037482404,349.8683143,228.5824133,228.4252427,416.2626271,,,,194.5023516,160.3527426
1400000US06037482502,769.9301589,650.2512807,757.4433609,,,,,794.5090984,846.3962626
1400000US06037482503,352.9735975,229.2281656,450.5094796,445.0542535,,,,505.6155305,450.8849315
1400000US06037482521,512.6236771,579.5271121,520.0413117,,,,,706.4029218,725.1869629
1400000US06037482522,237.1034781,296.3296816,334.7831289,,,,,345.0411685,469.6280176
1400000US06037482600,362.1790501,625.5831085,582.7231249,880.3074556,,,,,370.6147456
1400000US06037482701,453.8577769,801.1244102,438.4634596,128.7254202,,,,274.9469788,252.6332938
1400000US06037482702,464.0807363,,,,,,,146.7461012,167.0053946
1400000US06037482801,238.7707248,368.3830853,357.2038842,407.6102532,,,351.7456027,,715.1015075
1400000US06037500100,545.4917775,,,71.94960267,,,651.6166811,256.9926751,155.6311242
1400000US06037500202,260.8026392,301.9229069,183.0928783,,,,250.7045651,129.460181,65.14164402
1400000US06037500203,485.1190703,561.6187173,530.7918373,,,,,500.7238835,297.6736839
1400000US06037500204,513.1561563,,504.2565958,514.214241,,,,167.4760812,249.1507045
1400000US06037500300,706.5303676,182.6048246,241.9380856,211.465513,144.0371191,,,628.1489099,304.1536169
1400000US06037500402,250.7783326,228.9674325,242.4176782,178.6083338,,,124.4591816,174.3280037,98.64683894
1400000US06037500403,214.0760584,158.933796,96.17352198,96.18311133,,,,,81.46957284
1400000US06037500404,273.2933011,55.23348454,44.64684549,,,,,415.9009219,159.6544621
1400000US06037500500,104.0587193,183.7916673,180.6665842,178.6346253,,,,57.99340266,115.8408466
1400000US06037500600,341.9256775,470.3963856,514.3182658,443.13912,,,,263.9464349,401.6221416
1400000US06037500700,264.3363265,494.3811272,559.0249799,174.5912091,,,313.6749268,255.1038239,179.2270845
1400000US06037500800,428.495327,677.2374711,802.3945528,,,,280.3673725,615.413983,102.1970995
1400000US06037500900,419.0350183,316.3300157,333.5743688,,,,,463.890935,96.31885745
1400000US06037501001,164.3055991,43.36961313,41.90789187,,,,,89.38940428,47.10635263
1400000US06037501002,207.8420791,271.7087232,128.6309981,111.5918226,,,,449.3841963,77.29601874
1400000US06037501200,201.9506204,146.286226,128.0637144,167.2050044,,,,116.9550451,30.14406685
1400000US06037501301,156.0550876,64.7474672,389.9924044,,,,,263.4024938,22.63394188
1400000US06037501302,274.0518221,204.7713485,211.7481413,,,,,115.804759,96.13300603
1400000US06037501400,126.1834466,90.31607426,98.54606942,37.71155356,,,,177.6624744,58.44086157
1400000US06037501501,152.9222552,63.22276779,,,,,,399.4965658,1.7273057
1400000US06037501503,182.9650356,186.8787236,196.456157,,,,264.195924,282.8993389,48.43038862
1400000US06037501504,243.6454061,161.9909896,187.7300996,269.6641224,,,282.7714117,177.5885923,162.7128938
1400000US06037501600,223.6094204,127.87603,261.7972906,,,,203.7238454,350.682765,193.6331987
1400000US06037501700,227.2187721,417.2604087,407.7634305,,,,178.3513547,130.7731154,137.0803038
1400000US06037501802,495.8882798,430.119817,457.2286843,,,,,494.5045778,354.310754
1400000US06037501803,112.4426105,114.1258473,87.88721993,78.00217843,,,,102.6840799,93.66732762
1400000US06037501804,138.7209219,253.0828705,155.0773006,,,,92.11908283,469.9711703,132.890644
1400000US06037501900,206.581535,187.2178979,302.0742938,530.349719,,,353.4861169,494.21465,17.90987403
1400000US06037502003,144.08882,272.0400715,277.2428142,16.28534811,,,,64.16868862,187.0056692
1400000US06037502004,387.5714558,594.7755557,364.6416897,625.2080158,,,,370.8426623,439.3128214
1400000US06037502005,271.7534205,62.71029258,64.53758915,63.24158525,,,,,219.1263954
1400000US06037502100,545.6919577,472.0885694,477.5534627,289.2887844,,,,626.1899336,427.6463797
1400000US06037502200,506.2309946,705.8066731,647.5176556,612.6064366,,,,397.428245,120.6221557
1400000US06037502303,223.3083429,311.6969335,475.7451033,267.713367,,,,175.7536485,144.4695802
1400000US06037502401,1020.351996,818.0015006,823.0386877,,,,,1104.238765,837.0723713
1400000US06037502402,316.0690082,652.2000567,652.6777593,,,,,496.7801662,62.63207907
1400000US06037502500,1142.339783,694.3356071,647.8164038,1006.214317,,,,974.2766448,1013.733693
1400000US06037502602,553.1160075,635.385809,589.1774181,798.9167656,,,747.742004,651.5836586,612.7981412
1400000US06037502603,196.0043456,497.843319,474.9943447,257.9760818,,,,258.507002,57.67335292
1400000US06037502604,341.3064345,684.4162573,751.2622819,63.59055284,,,,326.7497924,26.79788244
1400000US06037502700,224.3095399,375.9360565,648.2719223,649.8446533,,,384.8287108,542.5051839,455.7477533
1400000US06037502801,221.1506719,222.293275,134.5145075,,,,,98.31473669,195.5362532
1400000US06037502901,398.5853503,472.6243063,,,,,,,514.571804
